disagreement_id,record_id,cohort,title,field,field_type,coder_x_label,coder_y_label,evidence_status,evidence_location_lead,evidence_excerpt_lead,evidence_summary,codebook_rule,human_final_label,brief_reason,evidence_location_verified,unresolved,reviewer_initials,review_date,row_status
FMS0698__lifecycle,FMS0698,final_multisource_132,From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,lifecycle coverage,multi-label,candidate analysis;execution observation,candidate analysis;reporting and audit,source-linked lead,https://arxiv.org/pdf/2510.02389 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,"4). LLMs show strong aptitude for understanding com- provide a baseline agent with an Agentic Trace plex codebases and flagging potential issues (Divakaran & Analyzer (ATA) that fuses runtime evidence such Peddinti, 2024), naturally extending to vulnerability detec-",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;execution observation,The cited source supports the selected label candidate analysis;execution observation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2510.02389 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,,2026-08-12,ready
FMS0698__capability,FMS0698,final_multisource_132,From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2510.02389 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,"Peddinti, 2024), naturally extending to vulnerability detec- as crash points and stack traces to translate failure tion through fine-tuning and agentic frameworks (tmylla symptoms into actionable diagnoses. To enable and contributors, 2024). rigorous evaluation, we introduce T2L-ARVO, an",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2510.02389 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,,2026-08-12,ready
FMS0718__lifecycle,FMS0718,final_multisource_132,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration,source-linked lead,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"Abstract—Due to the scale and complexity of modern compiler Index Terms—White-box Testing, Large Language Models, codebases (e.g., GCC and LLVM), achieving comprehensive Coverage Analysis coverage across diverse code regions remains highly challenging.",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;path and input exploration;execution observation;reproduction and validation,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0718__capability,FMS0718,final_multisource_132,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,source-linked lead,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis 1st Mingxuan Zhu 2nd Qingyuan Liang Key Lab of High Confidence Software Technologies Key Lab of High Confidence Software Technologies,A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0718__principal_evidence,FMS0718,final_multisource_132,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,principal reported evidence output,single-label,reproducible validation,runtime safety signal,source-linked lead,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"s well as its components. uncovered regions within each file, including the target file • A reproducible package, available in a public reposi- functionality and the required compilation options, and finally tory [40]. synthesizes prompts by integrating these requirements and prompts that previously failed to improve coverage on the II. A PPROACH same target file t",A source-linked excerpt and locator are supplied as review leads for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,reproducible validation,The cited source supports the selected label reproducible validation as the main observable result reported for the study.,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0718__external_traceability,FMS0718,final_multisource_132,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,external traceability,single-label,benchmark ground truth / public material,no external trace reported,source-linked lead,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"e, coverage-aware guidance. They mainly aim to generate we conducted extensive experiments on GCC 14.3.0 and LLVM diverse or bug-triggering inputs, but do not explicitly identify 19.1.0. The results show that GapForge significantly outperforms uncovered compiler files or code regions. Consequently, gener- eight state-of-the-art techniques, demonstrating its effectiv",A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2607.15762 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0733__lifecycle,FMS0733,final_multisource_132,GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts,lifecycle coverage,multi-label,candidate analysis;execution observation;reporting and audit,candidate analysis;reporting and audit,source-linked lead,https://arxiv.org/pdf/2604.24341 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"e protocols remains challenging. Manual au- of cross-chain interactions, while LLM-based approaches, which diting is unscalable, while automated bytecode analysis suffers can understand source code, struggle with hallucinatory reason-",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;execution observation;reporting and audit,The cited source supports the selected label candidate analysis;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2604.24341 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0733__capability,FMS0733,final_multisource_132,GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2604.24341 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"ale of cross-chain codebases, which necessitates tracking audit points and 95% coverage of vulnerable projects, while subtle state dependencies across massive, heterogeneous con- identifying 117 confirmed risks in the wild with low operational tract networks to verify security properties effectively. cost, establishing a new standar",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2604.24341 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0734__lifecycle,FMS0734,final_multisource_132,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,lifecycle coverage,multi-label,candidate analysis;execution observation,candidate analysis;reporting and audit,source-linked lead,https://arxiv.org/pdf/2308.03314 | role p.1; action p.1; feedback p.4; validation p.1; evaluation p.1,"e study conducted by Zhang et al. [65] on Web3 security bugs re- Models (LLMs), it is worth exploring how Generative Pre-training veals that around 80% of these vulnerabilities remain undetected",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;execution observation,The cited source supports the selected label candidate analysis;execution observation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2308.03314 | role p.1; action p.1; feedback p.4; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0741__lifecycle,FMS0741,final_multisource_132,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,lifecycle coverage,multi-label,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2509.07939 | role p.1; action p.1; feedback p.4; evaluation p.2,"onsistent vulnerability assessment for enter- prise systems. Existing LLM agents for penetration testing primarily rely on self-guided reasoning, which can produce inaccurate or hallucinated procedural steps. As",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation;reporting and audit,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2509.07939 | role p.1; action p.1; feedback p.4; evaluation p.2,no,,2026-08-12,ready
FMS0741__capability,FMS0741,final_multisource_132,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2509.07939 | role p.1; action p.1; feedback p.4; evaluation p.2,"3 Published as a conference paper at COLM 2025 identify and exploit vulnerabilities, while also providing a closed-feedback loop to enhance penetration testing effectiveness. (Huang & Zhu, 2024) introduces a two-stage LLM-based framework that autonomously identifies vulnerabilities and recommends optimal reme- diation strategies. One limitation of these models is that LLMs cause hallucinations and lead to the generation of incorrect commands (i.e., generation of non-existent mod",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2509.07939 | role p.1; action p.1; feedback p.4; evaluation p.2,no,,2026-08-12,ready
FMS0747__lifecycle,FMS0747,final_multisource_132,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,lifecycle coverage,multi-label,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2412.01778 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,"uage Models a standardized framework for evaluating LLM-based pene- (LLMs) have demonstrated remarkable capabilities in under- tration testing agents. Based on these benchmarks, extensive standing and generating human-like text [5], opening new experiments are presented, analyzing the co",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation;reporting and audit,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2412.01778 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,,2026-08-12,ready
FMS0747__capability,FMS0747,final_multisource_132,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,cross-stage capability,multi-label,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2412.01778 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,"scanning tools capable of detecting security vulnerabili- commands and process feedback iteratively. To benchmark ties, misconfigurations, and compliance issues in systems. HackSynth, we propose two new Capture The Flag (CTF)- Despite their utility, these tools lack the adaptability and based benchmark sets utilizing the popular platforms Pi",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2412.01778 | role p.1; action p.1; feedback p.1; validation p.3; evaluation p.1,no,,2026-08-12,ready
FMS0753__lifecycle,FMS0753,final_multisource_132,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,lifecycle coverage,multi-label,execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration,source-linked lead,https://arxiv.org/pdf/2411.18143 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation,The cited source supports the selected label path and input exploration;execution observation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2411.18143 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0753__capability,FMS0753,final_multisource_132,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,source-linked lead,https://arxiv.org/pdf/2411.18143 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"effortless seed preparation. test cases. Our approach implements an iterative, feedback-driven Many LLMs (GitHub Copilot [16], Amazon CodeWhisperer [3], process that guides the LLM to progressively refine test case gen- OpenAI’s GPT series [41], Anthropic’s Claude series [1], etc.), after eration, aiming for increased code coverage depth and br",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;feedback interpretation / loop adjustment;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2411.18143 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0753__external_traceability,FMS0753,final_multisource_132,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,external traceability,single-label,benchmark ground truth / public material,no external trace reported,source-linked lead,https://arxiv.org/pdf/2411.18143 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,"ation, etc.) [6, 33, 39, 54]. A consistent, progress-aware behavior. Intensive evaluations with straightforward application of the technology would be to run an real-world applications show that SeedMind effectively harnesses LLM to analyze the target program for fuzzing and generate the LLMs to generate high-quality test cases and facilitate fuzzing in",A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2411.18143 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0768__capability,FMS0768,final_multisource_132,Hound: Relation-First Knowledge Graphs for Complex-System Reasoning in Security Audits,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;long-horizon state management;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2510.09633 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.11,"theses whose confidence is updated as evidence accrues. The agent employs coverage-versus-intuition planning and a QA finalizer to confirm or reject hypotheses. On a five-project subset of ScaBench[1], Hound improves recall and F1 over a baseline LLM analyzer (micro recall 31.2% vs. 8.3%; F1 14.2% vs. 9.8%) with a modest precision trade-off. We att",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2510.09633 | role p.1; action p.1; feedback p.1; validation p.1; evaluation p.11,no,,2026-08-12,ready
FMS0842__lifecycle,FMS0842,final_multisource_132,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,lifecycle coverage,multi-label,execution observation;path and input exploration;reporting and audit,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf | role p.3; action p.11; feedback p.3; validation p.3; evaluation p.3,"To address these limitations, we propose RefPentester, a knowledge-informed, self-reflective AutoPT framework built on LLMs that enables context-aware, adaptive, and interpretable auto- mated workflows across multi-stage PT processes. RefPentester integrates three main components: 1) a Proces",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration;execution observation;reporting and audit,The cited source supports the selected label path and input exploration;execution observation;reporting and audit; only observable workflow actions or outputs were retained.,https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf | role p.3; action p.11; feedback p.3; validation p.3; evaluation p.3,no,,2026-08-12,ready
FMS0842__capability,FMS0842,final_multisource_132,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf | role p.3; action p.11; feedback p.3; validation p.3; evaluation p.3,"nerator that produces actionable and context-aware step-by-step guidance; and 3) a Reflector that evaluates execution feedback and facilitates structured reflective learning. A comprehensive PT knowledge vector database (VDB) is built from public cybersecurity resources, including MITRE ATT&CK and the OWASP Testing Guide (OTG), forming a tree-structured repository of tactics, techniques, and abstract actions. Experiments were conducted on the Sau machine from the Hack The Bo",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf | role p.3; action p.11; feedback p.3; validation p.3; evaluation p.3,no,,2026-08-12,ready
FMS0850__external_traceability,FMS0850,final_multisource_132,Large Language Model assisted Hybrid Fuzzing,external traceability,single-label,benchmark ground truth / public material,no external trace reported,source-linked lead,https://arxiv.org/pdf/2412.15931 | role p.1; action p.1; feedback p.1; validation p.4; evaluation p.2,"straints, such as (= (select input i) 60) for (*cur == • We evaluated H Y LL FUZZ on several widely used bench- '<'). However, symbolic emulation can introduce significant marks, and compared it with state-of-the-art hybrid fuzzers. time overhead, such as being several orders of magnitude The results demonstrate that H Y LL FUZZ delivers signifi- slower than native",A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2412.15931 | role p.1; action p.1; feedback p.1; validation p.4; evaluation p.2,no,,2026-08-12,ready
FMS0890__lifecycle,FMS0890,final_multisource_132,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration,execution observation;path and input exploration,source-linked lead,https://arxiv.org/pdf/2507.15058 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries Ian Hardgrove,A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;path and input exploration;execution observation,The cited source supports the selected label candidate analysis;path and input exploration;execution observation; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2507.15058 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0890__capability,FMS0890,final_multisource_132,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing,source-linked lead,https://arxiv.org/pdf/2507.15058 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"drivers, and tuned models to generate valid source code within the con- iteratively self-repair build or runtime errors. Tested on four text of an application. Researchers have found that GitHub’s widely-used Linux libraries, LibLMFuzz produced syntactically Copilot [8], a popular too",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2507.15058 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0890__external_traceability,FMS0890,final_multisource_132,LibLMFuzz: LLM-Augmented Fuzz Target Generation for Black-box Libraries,external traceability,single-label,benchmark ground truth / public material,no external trace reported,source-linked lead,https://arxiv.org/pdf/2507.15058 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,summarize natural language and generate semantically correct cution. The results show that LLM-augmented middleware holds source code lend the opportunity to integrate them into the promise in reducing the costs of fuzzing black box components fuzzing workflow. and provides a foundation for future research efforts. Future o,A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,https://arxiv.org/pdf/2507.15058 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,no,,2026-08-12,ready
FMS0904__capability,FMS0904,final_multisource_132,LLM Agents for Automated Web Vulnerability Reproduction: Are We There Yet?,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2510.14700 | role p.1; action p.1; feedback p.3; validation p.1; evaluation p.1,"[66] addresses failure handling through reflection mechanisms that analyze past mistakes and store self-reflections in memory for improving future planning decisions. This self-correction capability enables iterative problem-solving and strategy refinement over time. 2.1.2 Representative Agents and Frameworks. LLM agents have emerged across diverse application domains. Software engineering agents assist with code generation, debugging, and repository-level analysis. Cybersecurity",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.",https://arxiv.org/pdf/2510.14700 | role p.1; action p.1; feedback p.3; validation p.1; evaluation p.1,no,,2026-08-12,ready
FMS0914__lifecycle,FMS0914,final_multisource_132,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,lifecycle coverage,multi-label,candidate analysis;reporting and audit,candidate analysis;patch validation,source-linked lead,https://arxiv.org/pdf/2505.17416 | role p.1; action p.1; feedback p.6; validation p.2; evaluation p.1,"tend to have a high repair, and evaluation capabilities for Web 3.0 ecosystem. LLM- BSCVM combines retrieval-augmented generation technology false positive rate when applied to complex contracts and are",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis;reporting and audit,The cited source supports the selected label candidate analysis;reporting and audit; only observable workflow actions or outputs were retained.,https://arxiv.org/pdf/2505.17416 | role p.1; action p.1; feedback p.6; validation p.2; evaluation p.1,no,,2026-08-12,ready
