record_id,canonical_title,system_alias,publication_status,venue,official_url,arxiv_id,doi,last_verified_date,note,citation_key,new__present,new__citation_key,new__title,new__authors,new__year,new__publication_status,new__venue_or_source,new__publisher,new__doi,new__arxiv_id,new__official_url,new__selected_source_id,new__selected_source_record_id,new__selection_basis,new__metadata_status
CP100,CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11024256,NA,10.1109/ICSE-Companion66252.2025.00079,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=xuCKGFuzzerLLMBasedFuzz2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11024256/,,no,,,,,,,,,,,,,,
CP101,Building A Secure Agentic AI Application Leveraging Google’s A2A Protocol,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11418008,NA,10.1109/ACSACW69556.2025.00043,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=narajalaBuildingSecureAgentic2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11418008/,,no,,,,,,,,,,,,,,
CP102,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,RFCAUDIT,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11334718,NA,10.1109/ASE63991.2025.00105,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhengRFCAuditAIAgent2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11334718/,zheng2025rfcaudit,no,,,,,,,,,,,,,,
CP103,Leveraging Open-Source LLMs for Zero-Shot Vulnerability Detection: A Comparative Analysis,NA,verified_by_zotero,conferencePaper,urn:isbn:978-3-031-87775-9,NA,10.1007/978-3-031-87775-9_2,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=capuanoLeveragingOpenSourceLLMs2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/978-3-031-87775-9_2,,no,,,,,,,,,,,,,,
CP104,MultiFuzz: A Dense Retrieval-based Multi-Agent System for Network Protocol Fuzzing,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11315267,NA,10.48550/ARXIV.2508.14300,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=MultiFuzzDenseRetrievalbased2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2508.14300,,no,,,,,,,,,,,,,,
CP105,Automated Model-Based Fuzzing for 5G O-RAN,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-1129-9,NA,10.1145/3680207.3723469,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=tanAutomatedModelBasedFuzzing2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3680207.3723469,,no,,,,,,,,,,,,,,
CP106,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2603.08566,2603.08566,10.48550/ARXIV.2603.08566,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=chinOSSCRSLiberatingAIxCC2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2603.08566,,no,,,,,,,,,,,,,,
CP107,GRIDAI: Generating and Repairing Intrusion Detection Rules via Collaboration among Multiple LLM-based Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2510.13257,2510.13257,10.48550/ARXIV.2510.13257,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=liGRIDAIGeneratingRepairing2025a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.13257,,no,,,,,,,,,,,,,,
CP108,TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks,NA,verified_by_zotero,journalArticle,https://ieeexplore.ieee.org/abstract/document/11366924,NA,10.1109/TCCN.2026.3658765,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=wuTrustPKBGTrustworthyProtocol2026; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11366924/,,no,,,,,,,,,,,,,,
CP109,[SOK] Large language models in security code review and testing,NA,verified_by_zotero,journalArticle,https://digitalcollection.zhaw.ch/handle/11475/35478,NA,10.5070/sr3.62177,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=beljuljiSOKLargeLanguage2026; risk=publisher_landing_recorded; zotero_url=https://escholarship.org/uc/item/40z4v3f9,,no,,,,,,,,,,,,,,
CP110,Directed Greybox Fuzzing via Large Language Model,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2505.03425v1,2505.03425,10.48550/arXiv.2505.03425,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=xuDirectedGreyboxFuzzing2025; risk=arxiv_doi_check_version; zotero_url=http://arxiv.org/abs/2505.03425,,no,,,,,,,,,,,,,,
CP111,Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2507.22065,2507.22065,10.48550/ARXIV.2507.22065,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=fengFuzzingRandomnessReasoning2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2507.22065,,no,,,,,,,,,,,,,,
CP112,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2603.12614,2603.12614,10.48550/ARXIV.2603.12614,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=wuChainFuzzerGreyboxFuzzing2026a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2603.12614,,no,,,,,,,,,,,,,,
CP113,Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM,NA,verified_by_zotero,journalArticle,https://link.springer.com/article/10.1007/s10515-024-00483-4,NA,10.1007/s10515-024-00483-4,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=sunAdversarialGenerationMethod2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10515-024-00483-4,,no,,,,,,,,,,,,,,
CP114,Make Agent Defeat Agent: Automatic Detection of Taint-Style Vulnerabilities in LLM-based Agents,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/liu-fengyu,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,,no,,,,,,,,,,,,,,
CP115,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3769082,NA,10.1145/3769082,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=shengLLMsSoftwareSecurity2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3769082,,no,,,,,,,,,,,,,,
CP116,Hybrid Language Processor Fuzzing via LLM-Based Constraint Solving,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/yang-yupeng,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,,no,,,,,,,,,,,,,,
CP117,Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview,NA,published_or_indexed_from_local_metadata,bookSection,https://link.springer.com/chapter/10.1007/978-3-031-99447-0_3,NA,10.1007/978-3-031-99447-0_3,2026-05-30,bib_match=tihanyi2026vulnerabilityDetectionOverview; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=tihanyiVulnerabilityDetectionFormal2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/chapter/10.1007/978-3-031-99447-0_3,,no,,,,,,,,,,,,,,
CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-1079-7,NA,10.1145/3676641.3716022,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=yangKernelGPTEnhancedKernel2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3676641.3716022,,no,,,,,,,,,,,,,,
CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng,NA,10.48550/arXiv.2501.19282,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded; doi_filled_from_zotero_field: 10.48550/arXiv.2501.19282,,no,,,,,,,,,,,,,,
CP120,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",NA,published_or_indexed_from_local_metadata,journalArticle,https://link.springer.com/article/10.1007/s10207-025-00992-7,NA,10.1007/s10207-025-00992-7,2026-05-30,bib_match=taghavi2025llmVulnerabilityGuide; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=taghavifarLargeLanguageModels2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10207-025-00992-7,,no,,,,,,,,,,,,,,
CP121,A Contemporary Survey of Large Language Model Assisted Program Analysis,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2502.18474,2502.18474,10.48550/arXiv.2502.18474,2026-05-30,bib_match=wang2025llmProgramAnalysis; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=wangContemporarySurveyLarge2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2502.18474,,no,,,,,,,,,,,,,,
CP122,OSmartPro: a large language model-assisted option fuzzing approach,NA,verified_by_zotero,journalArticle,https://link.springer.com/article/10.1186/s42400-026-00557-8,NA,10.1186/s42400-026-00557-8,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=wangOSmartProLargeLanguage2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1186/s42400-026-00557-8,,no,,,,,,,,,,,,,,
CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2601.17471,2601.17471,10.48550/ARXIV.2601.17471,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=kimPatchIslandOrchestrationLLM2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2601.17471,,no,,,,,,,,,,,,,,
CP124,Getting pwn'd by AI: Penetration Testing with Large Language Models,NA,verified_by_zotero,conferencePaper,https://doi.org/10.1145/3611643.3613083,NA,10.1145/3611643.3613083,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=GettingPwndAI2023; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3611643.3613083,,no,,,,,,,,,,,,,,
CP125,PentestGPT: An LLM-empowered Automatic Penetration Testing Tool,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2308.06782,2308.06782,10.48550/ARXIV.2308.06782,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=PentestGPTLLMempoweredAutomatic2023; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2308.06782,,no,,,,,,,,,,,,,,
CP126,LLM Agents can Autonomously Hack Websites,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2402.06664,2402.06664,10.48550/ARXIV.2402.06664,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=LLMAgentsCan2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2402.06664,,no,,,,,,,,,,,,,,
CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2404.08144,2404.08144,10.48550/ARXIV.2404.08144,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=LLMAgentsCan2024a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2404.08144,,no,,,,,,,,,,,,,,
CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2406.01637,2406.01637,10.48550/ARXIV.2406.01637,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=TeamsLLMAgents2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2406.01637,,no,,,,,,,,,,,,,,
CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,NA,arXiv preprint,CoRR/arXiv,https://arxiv.org/abs/2409.16165,2409.16165,10.48550/arXiv.2409.16165,2026-05-30,"metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: official_arxiv_doi_with_title_version_check; arXiv/DBLP metadata uses EnIGMA: Interactive Tools Substantially Assist LM Agents in Finding Security Vulnerabilities; current title may be an alias, so verify title/version before final citation.",,no,,,,,,,,,,,,,,
CP130,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,Cybench,preprint_or_arxiv_from_local_metadata,preprint,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3e9412a9c1d93810ef3ef7825115016b-Abstract-Conference.html,NA,10.48550/arXiv.2408.08926,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=CybenchFrameworkEvaluating2025; risk=arxiv_doi_check_version; zotero_url=http://arxiv.org/abs/2408.08926,cybench2025,no,,,,,,,,,,,,,,
CP131,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,BountyBench,preprint_or_arxiv_from_local_metadata,preprint,https://bountybench.github.io/,NA,10.48550/ARXIV.2505.15216,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=BountyBenchDollarImpact2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2505.15216,bountybench2025,no,,,,,,,,,,,,,,
CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,SEC-bench,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2506.11791,2506.11791,10.48550/ARXIV.2506.11791,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=SECbenchAutomatedBenchmarking2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2506.11791,secbench2025,no,,,,,,,,,,,,,,
CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,CyberGym,preprint/project page,Project page and arXiv,https://www.cybergym.io/,2506.02548,10.48550/arXiv.2506.02548,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: project_page_plus_arxiv_doi; Project page plus arXiv metadata; peer-reviewed venue not verified.,cybergym2025,no,,,,,,,,,,,,,,
CP134,PATCHAGENT: A Practical Program Repair Agent Mimicking Human Expertise,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/yu-zheng,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,,no,,,,,,,,,,,,,,
CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2507.21113,2507.21113,10.48550/ARXIV.2507.21113,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=VulnerabilityMitigationSystem2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2507.21113,,no,,,,,,,,,,,,,,
CP136,SIVA: Self Improving Vulnerability Agent,NA,preprint_or_arxiv_from_local_metadata,preprint,https://research.ibm.com/publications/siva-self-improving-vulnerability-agent,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,,no,,,,,,,,,,,,,,
CP137,LLM-Boofuzz: Generation-Based Black-Box Fuzzing for Network Protocols via LLMs,NA,verified_by_zotero,journalArticle,https://doi.org/10.3390/electronics14234550,NA,10.3390/electronics14234550,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLMBoofuzzGenerationBasedBlackBox2025; risk=publisher_landing_recorded; zotero_url=https://www.mdpi.com/2079-9292/14/23/4550,,no,,,,,,,,,,,,,,
CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s11227-026-08439-z,NA,10.1007/s11227-026-08439-z,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=AutoSecAgentSemiautomatedAIdriven2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s11227-026-08439-z,,no,,,,,,,,,,,,,,
CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s10664-025-10758-3,NA,10.1007/s10664-025-10758-3,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLMsHackersAutonomous2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10664-025-10758-3,,no,,,,,,,,,,,,,,
CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2510.15994,2510.15994,10.48550/ARXIV.2510.15994,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=MCPSecurityBench2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.15994,,no,,,,,,,,,,,,,,
CP141,Cybersecurity AI Benchmark (CAIBench): A Meta-Benchmark for Evaluating Cybersecurity AI Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2510.24317,2510.24317,10.48550/ARXIV.2510.24317,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=CybersecurityAIBenchmark2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.24317,,no,,,,,,,,,,,,,,
CP142,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2410.02644,2410.02644,10.48550/ARXIV.2410.02644,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=AgentSecurityBench2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2410.02644,,no,,,,,,,,,,,,,,
CP143,Detection Made Easy: Potentials of Large Language Models for Solidity Vulnerabilities,NA,preprint_or_arxiv_from_local_metadata,journalArticle,https://ui.adsabs.harvard.edu/abs/2024arXiv240910574T/abstract,NA,10.48550/ARXIV.2409.10574,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=tauseefalamDetectionMadeEasy2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2409.10574,,no,,,,,,,,,,,,,,
CP144,LLM-based Vulnerability Sourcing from Unstructured Data,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10628694,NA,10.1109/EuroSPW61312.2024.00077,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=ashiwalLLMbasedVulnerabilitySourcing2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10628694/,,no,,,,,,,,,,,,,,
CP145,From Generalist to Specialist: Exploring CWE-Specific Vulnerability Detection,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2408.02329,2408.02329,10.48550/ARXIV.2408.02329,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=atiiqGeneralistSpecialistExploring2024; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2408.02329,,no,,,,,,,,,,,,,,
CP146,Smart Contract Vulnerability Detection: The Role of Large Language Model (LLM),NA,verified_by_zotero,journalArticle,https://dl.acm.org/doi/10.1145/3687251.3687253,NA,10.1145/3687251.3687253,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=boiSmartContractVulnerability2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3687251.3687253,,no,,,,,,,,,,,,,,
CP147,VulnHunt-GPT: a Smart Contract vulnerabilities detector based on OpenAI chatGPT,NA,verified_by_zotero,bookSection,urn:isbn:979-8-4007-0243-3,NA,10.1145/3605098.3636003,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=boiVulnHuntGPTSmartContract2024; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/abs/10.1145/3605098.3636003,,no,,,,,,,,,,,,,,
CP148,RealVul: Can We Detect Vulnerabilities in Web Applications with LLM?,NA,verified_by_zotero,conferencePaper,https://aclanthology.org/2024.emnlp-main.472/,NA,10.18653/v1/2024.emnlp-main.472,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=caoRealVulCanWe2024; risk=publisher_landing_recorded; zotero_url=https://aclanthology.org/2024.emnlp-main.472,,no,,,,,,,,,,,,,,
CP149,LLM-CloudSec: Large Language Model Empowered Automatic and Deep Vulnerability Analysis for Intelligent Clouds,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10620804,NA,10.1109/INFOCOMWKSHPS61880.2024.10620804,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=caoLLMCloudSecLargeLanguage2024; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10620804/,,no,,,,,,,,,,,,,,
CP150,"Information Security, Ethics, and Integrity in LLM Agent Interaction",NA,verified_by_zotero,journalArticle,#item_1337,NA,10.4236/jis.2025.161010,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=chenInformationSecurityEthics2025; risk=publisher_landing_recorded; zotero_url=https://www.scirp.org/journal/paperinformation?paperid=140224,,no,,,,,,,,,,,,,,
CP151,AugGPT: Leveraging ChatGPT for Text Data Augmentation,NA,verified_by_zotero,journalArticle,https://ieeexplore.ieee.org/abstract/document/10858342,NA,10.1109/TBDATA.2025.3536934,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=daiAugGPTLeveragingChatGPT2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10858342/,,no,,,,,,,,,,,,,,
CP152,Improving Long-Tail Vulnerability Detection Through Data Augmentation Based on Large Language Models,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/10795073,NA,10.1109/ICSME58944.2024.00033,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=dengImprovingLongTailVulnerability2024a; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10795073/,,no,,,,,,,,,,,,,,
