record_id,title,year,authors,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,exclusion_reason,note
FMS0153,AgenticCyOps: Securing Multi-Agentic AI Integration in Enterprise Cyber Operations,2026,Shaswata Mitra; Raj Patel; Sudip Mittal; Md Rayhanur Rahman; Shahram Rahimi,preprint,arxiv,https://arxiv.org/abs/2603.09134,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0154,AgenticOS: An Intent-Oriented Secure Operating System Architecture for Autonomous AI Agents,2026,Zhen Zhao; Yu Zhang; Yanpeng Zhu; Jia Wang; Songqiao Tao; Xin Cheng; Jiexin Gao,preprint,arxiv,https://arxiv.org/abs/2606.21129,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0155,AgenticSCR: An Autonomous Agentic Secure Code Review for Immature Vulnerabilities Detection,2026,Wachiraphan Charoenwet; Kla Tantithamthavorn; Patanamon Thongtanunam; Hong Yi Lin; Minwoo Jeong; Ming Wu,preprint,arxiv,https://arxiv.org/abs/2601.19138,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0157,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,2024,Chi-Min Chan; Jianxuan Yu; Weize Chen; Chunyang Jiang; Xinyu Liu; Weijie Shi; Zhiyuan Liu; Wei Xue; Yike Guo,preprint,arxiv,https://arxiv.org/abs/2408.14972,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0158,AgentSentinel: An End-to-End and Real-Time Security Defense Framework for Computer-Use Agents,2025,Haitao Hu; Peng Chen; Yanpeng Zhao; Yuqi Chen,preprint,arxiv,https://arxiv.org/abs/2509.07764,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0159,AgentSys: Secure and Dynamic LLM Agents Through Explicit Hierarchical Memory Management,2026,Ruoyao Wen; Hao Li; Chaowei Xiao; Ning Zhang,preprint,arxiv,https://arxiv.org/abs/2602.07398,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0160,AgentWard: A Lifecycle Security Architecture for Autonomous AI Agents,2026,Yixiang Zhang; Xinhao Deng; Jiaqing Wu; Yue Xiao; Ke Xu; Qi Li,preprint,arxiv,https://arxiv.org/abs/2604.24657,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0161,Agora: Toward Autonomous Bug Detection in Production-Level Consensus Protocols with LLM Agents,2026,Xiang Liu; Sa Song; Zhaowei Zhang; Huiying Lan; Jason Zeng; Ming Wu; Michael Heinrich; Yong Sun; Ceyao Zhang,public_source_record,openalex,https://arxiv.org/abs/2605.29910,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0162,AI Agents Enable Adaptive Computer Worms,2026,Jonas Guan; Tom Blanchard; Hanna Foerster; Hengrui Jia; Gabriel Huang; Nicolas Papernot,public_source_record,openalex,https://arxiv.org/abs/2606.03811,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0163,AI-Augmented SOC: A Survey of LLMs and Agents for Security Automation,2025,S. Srinivas; Brandon Kirk; Julissa Zendejas; Michael Espino; Matthew Boskovich; Abdul Bari; Khalil Dajani; Nabeel Alzahrani,formal_source_record,openalex,https://doi.org/10.3390/jcp5040095,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0164,AI Bill of Materials and Beyond: Systematizing Security Assurance through the AI Risk Scanning (AIRS) Framework,2025,Samuel Nathanson; Alexander Lee; Catherine Chen Kieffer; Jared Junkin; Jessica Ye; Amir Saeed; Melanie Lockhart; Russ Fink; Elisha Peterson; Lanier Watkins,preprint,arxiv,https://arxiv.org/abs/2511.12668,Excluded,Candidate,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0165,"AI Coding Agents in Social Science: Methodologically Diverse, Empirically Consistent, Interpretively Vulnerable",2026,Meysam Alizadeh; Fabrizio Gilardi; Mohsen Mosleh; Enkelejda Kasneci,preprint,arxiv,https://arxiv.org/abs/2606.11456,Excluded,Candidate,The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.,Integrated multi-source search through 2026-07-30.
FMS0166,AI-Driven Agentic Framework for Insider Threats Prevention and Detection in Secure Software Development Organizations: A Fuzzy AHP Approach,2026,Muhammad Shafiq; Mujtaba Awan; Hathal Salamah Alwageed; Umar .; Mohammad Mehidi Hassan; Rafiq Ahmad Khan,formal_source_record,openalex,https://doi.org/10.21203/rs.3.rs-8756821/v1,Excluded,Candidate,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,Integrated multi-source search through 2026-07-30.
FMS0167,"AI-driven Vulnerability Triage in Connectivity Constrained Environments: A Taxonomy, Systematic Literature Review and Future Directions",2026,David Haunschild; Sukhpal Singh Gill,formal_source_record,openalex,https://doi.org/10.1016/j.jiixd.2026.07.002,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0168,AI in Control: Rethinking Cybersecurity Compliance and Auditing,2025,Fatma Yasmine Loumachi; Márcio J. Lacerda; Karim Ouazzane; Asma Adnane; Oksana Adamyk,formal_source_record,openalex,https://doi.org/10.2139/ssrn.5731707,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0169,AI In Cybersecurity Education -- Scalable Agentic CTF Design Principles and Educational Outcomes,2026,Haoran Xi; Minghao Shao; Kimberly Milner; Venkata Sai Charan Putrevu; Nanda Rani; Meet Udeshi; Prashanth Krishnamurthy; Brendan Dolan-Gavitt; Siddharth Garg; Sandeep Kumar Shukla; Farshad Khorrami; Alon Hillel-Tuch; Muhammad Shafique; Ramesh Karri,public_source_record,openalex,http://arxiv.org/abs/2603.21551,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0170,AI-Native Closed-Loop Security for 6G-Enabled Cyber-Physical Systems: From Edge Detection to Network-Wide Mitigation,2026,Bilal Hussain; Muhammad Bilal; Tan Li; Haris Pervaiz; Xiao Tang; Qinghe Du; Fawad Ahmad; Muhammad Azhar; Jun Zhang,preprint,arxiv,https://arxiv.org/abs/2606.08173,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0171,AI or LLM assisted software testing : a mapping study,2025,Shamim Al Amin,public_source_record,openalex,https://lutpub.lut.fi/handle/10024/171117,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0172,AI-Powered Code Security and Risk Depenedency Analyzer,2026,Mr. Lochan Gowda M; Nisha H G; N. A. Saidu S.; Pavan Kumar K S; Pandari,formal_source_record,openalex,https://doi.org/10.5281/zenodo.21273805,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0173,"AI Security Policy Should Assess Systems, Not Only Models",2026,Michael A. Riegler; Inga Strümke,preprint,arxiv,https://arxiv.org/abs/2605.09504,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0174,AIAuditTrack: A Framework for AI Security system,2025,Zixun Luo; Yuhang Fan; Yufei Li; Youzhi Zhang; Hengyu Lin; Ziqi Wang,preprint,arxiv,https://arxiv.org/abs/2512.20649,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0175,"AINTMA: Agentic AI Architecture for Autonomous Test Management with Generative Intelligence, Secure Cloud Communication and Adaptive Quality Analytics",2026,Vinil Pasupuleti; Shyalendar Reddy Allala; Siva Rama Krishna Varma Bayyavarapu; Shrey Tyagi; Srinivasateja Songa,preprint,arxiv,https://arxiv.org/abs/2607.20452,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0176,ALIBI: Adaptive Agentic Attacks on LLM-Based Vulnerability Detectors via Adversarial Code Comments,2026,Zixuan Wu; Cristina Nita-Rotaru,preprint,arxiv,https://arxiv.org/abs/2607.24964,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0177,Alignment Contracts for Agentic Security Systems,2026,Isaac David; Marco Guarnieri; Arthur Gervais,preprint,arxiv,https://arxiv.org/abs/2605.00081,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0179,ALPS: Automated Least-Privilege Enforcement for Securing Serverless Functions,2026,Changhee Shin; Bom Kim; Seungsoo Lee,preprint,arxiv,https://arxiv.org/abs/2603.25393,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0180,"Altered Thoughts, Altered Actions: Probing Chain-of-Thought Vulnerabilities in VLA Robotic Manipulation",2026,Tuan Duong Trinh; Naveed Akhtar; Basim Azam,preprint,arxiv,https://arxiv.org/abs/2603.12717,Excluded,Candidate,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0181,"Amazon Nova AI Challenge -- Trusted AI: Advancing secure, AI-assisted software development",2025,Sattvik Sahai; Prasoon Goyal; Michael Johnston; Anna Gottardi; Yao Lu; Lucy Hu; Luke Dai; Shaohua Liu; Samyuth Sagi; Hangjie Shi; Desheng Zhang; Lavina Vaz; Leslie Ball; Maureen Murray; Rahul Gupta; Shankar Ananthakrishna,preprint,arxiv,https://arxiv.org/abs/2508.10108,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0182,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,2025,Senmao Qi; Yifei Zou; Peng Li; Ziyi Lin; Xiuzhen Cheng; Dongxiao Yu,preprint,arxiv,https://arxiv.org/abs/2504.16489,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0183,An Automated Framework for Cybersecurity Policy Compliance Assessment Against Security Control Standards,2026,Bikash Saha; Sandeep Kumar Shukla,preprint,arxiv,https://arxiv.org/abs/2605.07515,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0184,An empirical analysis of vulnerability detection tools for solidity smart contracts,2025,Francesco Salzano; Cosmo Kevin Antenucci; Simone Scalabrino; Giovanni Rosa; Rocco Oliveto; Remo Pareschi,formal_source_record,arxiv,https://doi.org/10.1007/s10664-026-10867-7,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0186,An Empirical Evaluation of LLM-Generated Code Security Across Prompting Methods,2026,Mohammed Kharma; Ahmed Sabbah; Mohammad Alkhanafseh; Mohammad Hammoudeh; David Mohaisen,preprint,arxiv,https://arxiv.org/abs/2605.24298,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0187,An Empirical Security Evaluation of LLM-Generated Cryptographic Rust Code,2026,Mohamed Elsayed; Kenneth Fulton; Jeong Yang,preprint,arxiv,https://arxiv.org/abs/2604.27001,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0188,An Empirical Study of Security Calibration in Large Language Models for Code,2026,Mohammed Latif Siddiq; Md. Nafiu Rahman; Joanna C. S. Santos,preprint,arxiv,https://arxiv.org/abs/2606.31159,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0189,An Empirical Study of Vulnerabilities in Python Packages and Their Detection,2025,Haowei Quan; Junjie Wang; Xinzhe Li; Terry Yue Zhuo; Xiao Chen; Xiaoning Du,preprint,arxiv,https://arxiv.org/abs/2509.04260,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0190,An Empirical Study on the Effectiveness of Large Language Models for Binary Code Understanding,2025,Xiuwei Shang; Zhenkan Fu; Shaoyin Cheng; Guoqiang Chen; Gangyang Li; Li Hu; Weiming Zhang; Nenghai Yu,preprint,openalex,https://arxiv.org/abs/2504.21803,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0191,An Empirical Study on the Security Vulnerabilities of GPTs,2025,Tong Wu; Weibin Wu; Zibin Zheng,preprint,arxiv,https://arxiv.org/abs/2512.00136,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0192,"An Empirically-grounded tool for Automatic Prompt Linting and Repair: A Case Study on Bias, Vulnerability, and Optimization in Developer Prompts",2025,Dhia Elhaq Rzig; Dhruba Jyoti Paul; Kaiser Pister; Jordan Henkel; Foyzul Hassan,preprint,arxiv,https://arxiv.org/abs/2501.12521,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0193,An Exploratory Study on Fine-Tuning Large Language Models for Secure Code Generation,2024,Junjie Li; Fazle Rabbi; Cheng Cheng; Aseem Sangalay; Yuan Tian; Jinqiu Yang,preprint,arxiv,https://arxiv.org/abs/2408.09078,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0194,An Independent Safety Evaluation of Kimi K2.5,2026,Zheng-Xin Yong; Parv Mahajan; Andy Wang; Ida Caspary; Yernat Yestekov; Zora Che; Mosh Levy; Elle Najt; Dennis Murphy; Prashant Kulkarni; Lev McKinney; Kei Nishimura-Gasparian; Ram Potham; Aengus Lynch; Michael L. Chen,public_source_record,openalex,http://arxiv.org/abs/2604.03121,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0195,An Initial Exploration of Fine-tuning Small Language Models for Smart Contract Reentrancy Vulnerability Detection,2025,Ignacio Mariano Andreozzi Pofcher; Joshua Ellul,preprint,arxiv,https://arxiv.org/abs/2505.19059,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0196,"An Insight into Security Code Review with LLMs: Capabilities, Obstacles, and Influential Factors",2024,Jiaxin Yu; Peng Liang; Yujia Fu; Amjed Tahir; Mojtaba Shahin; Chong Wang; Yangxiao Cai,preprint,arxiv; openalex,https://arxiv.org/abs/2401.16310,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0197,An LLM-Assisted Easy-to-Trigger Backdoor Attack on Code Completion Models: Injecting Disguised Vulnerabilities against Strong Detection,2024,Shenao Yan; Shen Wang; Yue Duan; Hanbin Hong; Kiho Lee; Doowon Kim; Yuan Hong,preprint,arxiv,https://arxiv.org/abs/2406.06822,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0198,An LLM-based Self-Evolving Security Framework for 6G Space-Air-Ground Integrated Networks,2025,Qi Qin; Xinye Cao; Guoshun Nan; Sihan Chen; Rushan Li; Li Su; Haitao Du; Qimei Cui; Pengxuan Mao; Xiaofeng Tao; Tony Q. S. Quek,preprint,arxiv,https://arxiv.org/abs/2505.03161,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0199,Analyse statique des propriétés de sécurité des logiciels par interprétation abstraite,2024,"Parolini, Francesco",public_source_record,openalex,http://www.theses.fr/2024SORUS086/document,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0200,Analysing Safety Risks in LLMs Fine-Tuned with Pseudo-Malicious Cyber Security Data,2025,Adel ElZemity; Budi Arief; Shujun Li,preprint,arxiv,https://arxiv.org/abs/2505.09974,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0201,Analysis of the Precision of Large Language Models in the Identification of Security Vulnerabilities and Weaknesses in Generated Code,2026,Federico Muñoz-Babiano; Paula Lamo; Ricardo S. Alonso,formal_source_record,openalex,https://doi.org/10.14201/adcaij.32926,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0202,Analyzing and Mitigating (with LLMs) the Security Misconfigurations of Helm Charts from Artifact Hub,2024,Francesco Minna; Fabio Massacci; Katja Tuma,preprint,arxiv,https://arxiv.org/abs/2403.09537,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0203,Analyzing Defensive Misdirection Against Model-Guided Automated Attacks on Agentic AI Systems,2026,Reza Soosahabi; Vivek Namsani,public_source_record,openalex,https://arxiv.org/abs/2606.20470,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0204,Anota: Identifying Business Logic Vulnerabilities via Annotation-Based Sanitization,2026,Meng Wang; Philipp Görz; Joschua Schilling; Keno Hassler; Liwei Guo; Thorsten Holz; Ali Abbasi,formal_source_record,openalex,https://doi.org/10.14722/ndss.2026.240938,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0205,Antaeus: Hunting Repository-Level Logic Vulnerabilities via Context-Grounded LLM Reasoning,2026,Michele Armillotta; Nicolò Romandini; Rebecca Montanari; Lorenzo Cavallaro,preprint,arxiv,https://arxiv.org/abs/2607.01138,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0206,Antiproof: Synthesizing Vulnerability Detectors and Proofs of Exploitability,2026,Alon Shakevsky; Corban Villa; Ion Stoica; Raluca Ada Popa,preprint,arxiv; openalex,https://arxiv.org/abs/2607.12316,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0207,APFuzz: Towards Automatic Greybox Protocol Fuzzing,2026,Yu Wang; Yang Xiang; Chandra Thapa; Hajime Suzuki,preprint,arxiv; openalex,https://arxiv.org/abs/2602.21892,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0209,APPATCH: Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching,2024,Yu Nong; Haoran Yang; Long Cheng; Hongxin Hu; Haipeng Cai,preprint,arxiv,https://arxiv.org/abs/2408.13597,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0210,"Application Modernization with LLMs: Addressing Core Challenges in Reliability, Security, and Quality",2025,Ahilan Ayyachamy Nadar Ponnusamy,preprint,arxiv,https://arxiv.org/abs/2506.10984,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0211,Application of AI to formal methods — an analysis of current trends,2024,Sebastian Stock; Jannik Dunkelau; Atif Mashkoor,formal_source_record,openalex,https://doi.org/10.1007/s10664-025-10729-8,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0212,APT-Agent: Automated Penetration Testing using Large Language Models,2026,William Guanting Li; Alsharif Abuadbba; Kristen Moore; Dan Dongseong Kim,preprint,arxiv,https://arxiv.org/abs/2605.24949,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0213,APWA: A Distributed Architecture for Parallelizable Agentic Workflows,2026,Evan Rose; Tushin Mallick; Matthew D. Laws; Cristina Nita-Rotaru; Alina Oprea,public_source_record,openalex,https://arxiv.org/abs/2605.15132,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0214,ARACNE: An LLM-Based Autonomous Shell Pentesting Agent,2025,Tomas Nieponice; Veronica Valeros; Sebastian Garcia,preprint,arxiv,https://arxiv.org/abs/2502.18528,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0215,ARCeR: an Agentic RAG for the Automated Definition of Cyber Ranges,2025,Matteo Lupinacci; Francesco Blefari; Francesco Romeo; Francesco Aurelio Pironti; Angelo Furfaro,formal_source_record,arxiv,https://doi.org/10.1007/978-3-032-00630-1_2,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0216,Architecting Resilient LLM Agents: A Guide to Secure Plan-then-Execute Implementations,2025,Ron F. Del Rosario; Klaudia Krawiecka; Christian Schroeder de Witt,preprint,arxiv,https://arxiv.org/abs/2509.08646,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0217,Architecting Secure AI Agents: Perspectives on System-Level Defenses Against Indirect Prompt Injection Attacks,2026,Chong Xiang; Drew Zagieboylo; Shaona Ghosh; Sanjay Kariyappa; Kai Greshake; Hanshen Xiao; Chaowei Xiao; G. Edward Suh,preprint,arxiv,https://arxiv.org/abs/2603.30016,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0218,Architectural Vulnerability and Reliability Challenges in AI Text Annotation: A Survey-Inspired Framework with Independent Probability Assessment,2025,Linzhuo li,preprint,arxiv,https://arxiv.org/abs/2502.19679,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Models from Dual-Mode Vulnerability Benchmarks,2026,Vivek Dahiya; Sunny Nehra; Vipul Dholariya; Bhavik Shangari; Chandra Khatri,preprint,arxiv,https://arxiv.org/abs/2605.23243,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0220,Are LLMs Vulnerable to Preference-Undermining Attacks (PUA)? A Factorial Analysis Methodology for Diagnosing the Trade-off between Preference Alignment and Real-World Validity,2026,Hongjun An; Yiliang Song; Jiangan Chen; Jiawei Shao; Chi Zhang; Xuelong Li,preprint,arxiv,https://arxiv.org/abs/2601.06596,Excluded,Candidate,The title identifies a non-software or non-target-software use of vulnerability.,Integrated multi-source search through 2026-07-30.
FMS0221,Are My Optimized Prompts Compromised? Exploring Vulnerabilities of LLM-based Optimizers,2025,Andrew Zhao; Reshmi Ghosh; Vitor Carvalho; Emily Lawton; Keegan Hines; Gao Huang; Jack W. Stokes,preprint,arxiv,https://arxiv.org/abs/2510.14381,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0222,Are We There Yet? Revealing the Risks of Utilizing Large Language Models in Scholarly Peer Review,2024,Rui Ye; Xianghe Pang; Jingyi Chai; Jiaao Chen; Zhenfei Yin; Zhen Xiang; Xiaowen Dong; Jing Shao; Siheng Chen,preprint,arxiv,https://arxiv.org/abs/2412.01708,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0223,"""Are You Sure?"": An Empirical Study of Human Perception Vulnerability in LLM-Driven Agentic Systems",2026,Xinfeng Li; Shenyu Dai; Kelong Zheng; Yue Xiao; Gelei Deng; Wei Dong; Xiaofeng Wang,preprint,arxiv,https://arxiv.org/abs/2602.21127,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0224,Are Your LLM-based Text-to-SQL Models Secure? Exploring SQL Injection via Backdoor Attacks,2025,Meiyu Lin; Haichuan Zhang; Jiale Lao; Renyuan Li; Yuanchun Zhou; Carl Yang; Yang Cao; Mingjie Tang,preprint,arxiv,https://arxiv.org/abs/2503.05445,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0226,Artificial Intelligence as the New Hacker: Developing Agents for Offensive Security,2024,Leroy Jacob Valencia,preprint,arxiv,https://arxiv.org/abs/2406.07561,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0227,Artificial intelligence for system security assurance: A systematic literature review,2024,Shao-Fang Wen; Ankur Shukla; Basel Katt,formal_source_record,openalex,https://doi.org/10.1007/s10207-024-00959-0,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0228,Artificial-Intelligence Generated Code Considered Harmful: A Road Map for Secure and High-Quality Code Generation,2024,"Chong, Chun Jie; Zhihao Yao; Iulian Neamtiu",preprint,arxiv; openalex,https://arxiv.org/abs/2409.19182,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0229,ARuleCon: Agentic Security Rule Conversion,2026,Ming Xu; Hongtai Wang; Yanpei Guo; Zhengmin Yu; Weili Han; Hoon Wei Lim; Jin Song Dong; Jiaheng Zhang,preprint,arxiv,https://arxiv.org/abs/2604.06762,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0230,ASEval: Automated Trajectory-Level Security Testing for Autonomous Agents,2026,Jianan Ma; Xiaohu Du; Ruixiao Lin; Yaoxiang Bian; Jialuo Chen; Yunhao Feng; Xiaofang Yang; Shiwen Cui; Changhua Meng; Xinhao Deng; Jingyi Wang; Zhen Wang,preprint,arxiv,https://arxiv.org/abs/2605.22321,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0231,Aspect-Guided Multi-Level Perturbation Analysis of Large Language Models in Automated Peer Review,2025,Jiatao Li; Yanheng Li; Xinyu Hu; Mingqi Gao; Xiaojun Wan,preprint,arxiv,https://arxiv.org/abs/2502.12510,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0232,ASPI: Seeking Ambiguity Clarification Amplifies Prompt Injection Vulnerability in LLM Agents,2026,Udari Madhushani Sehwag; Zhengyang Shan; Heming Liu; Dileepa Lakshan; Joseph Brandifino; Max Fenkell,preprint,arxiv,https://arxiv.org/abs/2605.17324,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0233,Assertain: Automated Security Assertion Generation Using Large Language Models,2026,Shams Tarek; Dipayan Saha; Khan Thamid Hasan; Sujan Kumar Saha; Mark Tehranipoor; Farimah Farahmandi,preprint,arxiv,https://arxiv.org/abs/2604.01583,Supporting,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0234,Assertion-Conditioned Compliance: A Provenance-Aware Vulnerability in Multi-Turn Tool-Calling Agents,2025,Daud Waqas; Aaryamaan Golthi; Erika Hayashida; Huanzhi Mao,preprint,arxiv,https://arxiv.org/abs/2512.00332,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0235,Assessing Large Language Models in Comprehending and Verifying Concurrent Programs across Memory Models,2025,Ridhi Jain; Rahul Purandare,preprint,openalex,https://arxiv.org/abs/2501.14326,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0236,ASTRID -- An Automated and Scalable TRIaD for the Evaluation of RAG-based Clinical Question Answering Systems,2025,Mohita Chowdhury; Yajie Vera He; Jared Joselowitz; Aisling Higham; Ernest Lim,preprint,arxiv,https://arxiv.org/abs/2501.08208,Excluded,Candidate,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0237,ASTRIDE: A Security Threat Modeling Platform for Agentic-AI Applications,2025,Eranga Bandara; Amin Hass; Ross Gore; Sachin Shetty; Ravi Mukkamala; Safdar H. Bouk; Xueping Liang; Ng Wee Keong; Kasun De Zoysa; Aruna Withanage; Nilaan Loganathan,preprint,arxiv,https://arxiv.org/abs/2512.04785,Background,Candidate,NA,Integrated multi-source search through 2026-07-30.
FMS0238,AsymVerify at SemEval-2026 Task 6: Asymmetric Confidence-Gated Verification for Political Evasion Detection,2026,Sebastien Kawada,preprint,arxiv,https://arxiv.org/abs/2607.20439,Excluded,Candidate,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0239,"ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System",2025,Taesoo Kim; HyungSeok Han; Soyeon Park; Dae R. Jeong; Dohyeok Kim; Dongkwan Kim; Eunsoo Kim; Jiho Kim; Joshua Wang; Kangsu Kim; Sangwoo Ji; Woosun Song; Hanqing Zhao; Andrew Chin; Gyejin Lee; Kevin Stevens; Mansour Alharthi; Yizhuo Zhai; Cen Zhang; Joonun Jang; Yeongjin Jang; Ammar Askar; Dongju Kim; Fabian Fleischer; Jeongin Cho; Junsik Kim; Kyungjoon Ko; Insu Yun; Sangdon Park; Dowoo Baik; Haein Lee; Hyeon Heo; Minjae Gwon; Minjae Lee; Minwoo Baek; Seunggi Min; Wonyoung Kim; Yonghwi Jin; Younggi Park; Yunjae Choi; Jinho Jung; Gwanhyun Lee; Junyoung Jang; Kyuheon Kim; Yeonghyeon Cha; Youngjoon Kim,preprint,arxiv,https://arxiv.org/abs/2509.14589,Core,Candidate,NA,Integrated multi-source search through 2026-07-30.
