matrix_id,system,primitive_tags,named_tools,source_location,extraction_note
FMS0134,Agent That Debugs,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov;patch_build_test,GDB,"Public full text, extracted pages 2, 3, 8, 9, 11, 12, 13; https://arxiv.org/abs/2504.07634","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, symbolic execution, Sanitizer, sanitizer, Proof of Concept, POC, patch validation, test suite. Tags do not imply dynamic agent selection."
FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,Angr,"Public full text, extracted pages 1, 2, 7, 9, 10, 12; https://arxiv.org/abs/2605.05000","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analyzer, static analysis, fuzzing, Angr, concolic execution, execution feedback, proof-of-concept, PoC. Tags do not imply dynamic agent selection."
FMS0206,Antiproof,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,AddressSanitizer;AFL;CodeQL;Docker;joern;Joern;Memorysanitizer;semgrep;Semgrep,"Public full text, extracted pages 1, 2, 4, 6; https://arxiv.org/abs/2607.12316","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static analysis, fuzzing, Fuzzing, symbolic execution, runtime monitor, PoC, PoV. Tags do not imply dynamic agent selection."
FMS0212,APT-Agent,runtime_oracle;recon_scan_pentest,metasploit;Metasploit;Nmap;nmap,"Public full text, extracted pages 1, 6; https://arxiv.org/abs/2605.24949","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: execution result, Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS0214,ARACNE,recon_scan_pentest,Docker;Metasploit;Nmap,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2502.18528","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Test, shell command. Tags do not imply dynamic agent selection."
FMS0219,Are Frontier LLMs Ready for Cybersecurity? Evidence for Vertical Foundation Mode,static_taint_specification;replay_poc_pov;recon_scan_pentest,Burp Suite,"Public full text, extracted pages 1, 3, 4; https://arxiv.org/abs/2605.23243","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, vulnerability reproduction, proof-of-concept, Burp Suite. Tags do not imply dynamic agent selection."
FMS0226,Artificial Intelligence as the New Hacker,recon_scan_pentest,metasploit;Metasploit;nikto;nmap,"Public full text, extracted pages 4; https://arxiv.org/abs/2406.07561","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: penetration testing, Penetration Testing. Tags do not imply dynamic agent selection."
FMS0239,ATLANTIS,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov;patch_build_test,AddressSanitizer;AFL;ASAN;ASan;CodeQL;Docker;Joern;libFuzzer;LibFuzzer;libfuzzer;MemorySanitizer;MSan;UBSan;Z3,"Public full text, extracted pages 3, 4, 8, 20, 97; https://arxiv.org/abs/2509.14589","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL, Static Analysis, Fuzzer, Concolic Execution, Constraint Solving, MemorySanitizer, UndefinedBehaviorSanitizer, PoV, post-patch, patch validation. Tags do not imply dynamic agent selection."
FMS0254,Automated Penetration Testing with LLM Agents and Classical Planning,replay_poc_pov;recon_scan_pentest,Docker;docker;Metasploit;Nmap;nmap,"Public full text, extracted pages 1, 4, 10; https://arxiv.org/abs/2512.11143","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: PoC, exploit script, Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0257,Automated Vulnerability Validation and Verification,replay_poc_pov,AddressSanitizer;ASan;Docker;docker;gdb;GDB;UBSan,"Public full text, extracted pages 2, 3; https://arxiv.org/abs/2509.24037",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: PoC. Tags do not imply dynamic agent selection.
FMS0258,"Automatic, Expressive, and Scalable Fuzzing with Stitching",static_taint_specification;fuzzing_input_harness;runtime_oracle;patch_build_test,AFL;afl;Docker;gdb;honggfuzz;libFuzzer;LibFuzzer;metasploit;nmap,"Public full text, extracted pages 1, 2, 7, 16; https://arxiv.org/abs/2602.18689","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: specification inference, Fuzzing, fuzzing, coverage feedback, sanitizer, Unit test, test suite. Tags do not imply dynamic agent selection."
FMS0267,AutoPatch,static_taint_specification;patch_build_test,Codeql;CodeQL;codeql,"Public full text, extracted pages 1, 10; https://arxiv.org/abs/2505.04195","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Data Flow Analysis, data flow analysis, patch verification. Tags do not imply dynamic agent selection."
FMS0269,AutoPenBench,recon_scan_pentest,Docker;Metasploit;Nmap;nmap;NMAP,"Public full text, extracted pages 1; https://arxiv.org/abs/2410.03225",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: penetration testing. Tags do not imply dynamic agent selection.
FMS0270,AutoPentest,recon_scan_pentest,metasploit;Metasploit;nmap,"Public full text, extracted pages 1; https://arxiv.org/abs/2505.10321","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: penetration testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS0271,AutoPentester,recon_scan_pentest,Burp Suite;Metasploit;Nikto;Nmap;nmap;OpenVAS;Sqlmap,"Public full text, extracted pages 1; https://arxiv.org/abs/2510.05605","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration testing, penetration test. Tags do not imply dynamic agent selection."
FMS0272,AutoPT,runtime_oracle;replay_poc_pov;recon_scan_pentest,Docker;docker;Nmap,"Public full text, extracted pages 1, 2, 7; https://arxiv.org/abs/2411.01236","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: execution feedback, poc, Penetration Testing, Penetration testing. Tags do not imply dynamic agent selection."
FMS0281,AWE,fuzzing_input_harness;replay_poc_pov;recon_scan_pentest,Burp Suite;Docker;sqlmap,"Public full text, extracted pages 1, 2, 7; https://doi.org/10.14722/last-x.2026.23037","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: input generation, mutation engine, PoC, Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0284,BACFuzz,fuzzing_input_harness;runtime_oracle,Burp Suite;Docker,"Public full text, extracted pages 1; https://arxiv.org/abs/2507.15984","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzz, fuzzing, runtime feedback, test oracle. Tags do not imply dynamic agent selection."
FMS0288,Baselines Before Architecture,recon_scan_pentest,Burp Suite;Docker;sqlmap,"Public full text, extracted pages 1; https://arxiv.org/abs/2607.13085","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0297,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for ,static_taint_specification;symbolic_constraint,not specified,"Public full text, extracted pages 3, 8; https://arxiv.org/abs/2503.03586","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, constraint solving. Tags do not imply dynamic agent selection."
FMS0347,Bulkhead,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov;patch_build_test,Docker;docker;joern;Joern,"Public full text, extracted pages 1, 2, 7, 13, 14, 15; https://arxiv.org/abs/2607.12723","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, static analyzer, formal verification, execution feedback, PoC, proof of concept, test suite, patch validation. Tags do not imply dynamic agent selection."
FMS0362,Can LLMs Patch Security Issues?,static_taint_specification,CodeQL;codeql,"Public full text, extracted pages 6; https://arxiv.org/abs/2312.00024",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL. Tags do not imply dynamic agent selection.
FMS0372,Chai,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,AFL;Docker,"Public full text, extracted pages 1, 4, 6, 16, 17; https://arxiv.org/abs/2606.26933","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static Analysis, fuzzing, Symbolic Execution, sanitizer, proof of concept. Tags do not imply dynamic agent selection."
FMS0376,CHAINTRIX,static_taint_specification;fuzzing_input_harness;symbolic_constraint,Foundry;Slither,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2605.09350","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Slither, fuzz, fuzzing, symbolic execution, formal verification. Tags do not imply dynamic agent selection."
FMS0389,CKG-LLM,static_taint_specification;symbolic_constraint,Slither,"Public full text, extracted pages 1, 2, 5; https://arxiv.org/abs/2512.06846","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Slither, symbolic execution, Symbolic Execution. Tags do not imply dynamic agent selection."
FMS0401,Cochise,recon_scan_pentest,not specified,"Public full text, extracted pages 1; https://arxiv.org/abs/2605.11671","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0412,Codexity,static_taint_specification,CodeQL,"Public full text, extracted pages 1, 2; https://arxiv.org/abs/2405.03927",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis. Tags do not imply dynamic agent selection.
FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration ,fuzzing_input_harness;recon_scan_pentest,Nmap;nmap,"Public full text, extracted pages 1, 5; https://arxiv.org/abs/2502.15506","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, FUZZ, penetration testing. Tags do not imply dynamic agent selection."
FMS0443,ContractTinker,static_taint_specification;patch_build_test,Slither,"Public full text, extracted pages 1, 2, 4; https://doi.org/10.1145/3691620.3695349","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Compilation Check, compilation check. Tags do not imply dynamic agent selection."
FMS0479,CryptoFormalEval,symbolic_constraint,not specified,"Public full text, extracted pages 1; https://arxiv.org/abs/2411.13627","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Formal verification, Tamarin. Tags do not imply dynamic agent selection."
FMS0488,CVE-Bench,replay_poc_pov;recon_scan_pentest,docker;sqlmap,"Public full text, extracted pages 2, 5, 6; https://arxiv.org/abs/2503.17332","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: proof of concept, sqlmap. Tags do not imply dynamic agent selection."
FMS0489,CVE-Bench,static_taint_specification;patch_build_test,docker,"Public full text, extracted pages 2, 3; https://doi.org/10.18653/v1/2025.naacl-long.212","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, unit test. Tags do not imply dynamic agent selection."
FMS0494,CyberChainBench,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov;patch_build_test,Docker;Foundry,"Public full text, extracted pages 2, 5, 6, 7, 9; https://arxiv.org/abs/2606.26216","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, fuzzing, symbolic execution, execution trace, PoC, patch validation. Tags do not imply dynamic agent selection."
FMS0500,D-CIPHER,fuzzing_input_harness;runtime_oracle;recon_scan_pentest,docker;gdb,"Public full text, extracted pages 12, 13; https://arxiv.org/abs/2502.10931","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzz, execution feedback, penetration testing. Tags do not imply dynamic agent selection."
FMS0509,Decoupling Reconnaissance and Exploitation,replay_poc_pov;recon_scan_pentest,Docker,"Public full text, extracted pages 1, 4, 5; https://arxiv.org/abs/2606.25332","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: proof-of-concept, Proof-of-Concept, Reconnaissance, Penetration Testing. Tags do not imply dynamic agent selection."
FMS0533,Detecting Vulnerability-Inducing Commits via Multi-Stage Reasoning with LLM-Base,not specified,not specified,"Public full text, extracted pages ; https://arxiv.org/abs/2607.05772",Rule-assisted author extraction of explicit workflow/evaluation terminology; no member of the seven controlled primitive families was explicitly located. Tags do not imply dynamic agent selection.
FMS0538,Diffploit,symbolic_constraint;runtime_oracle;replay_poc_pov,Docker,"Public full text, extracted pages 11, 12; https://arxiv.org/abs/2511.12950","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: symbolic execution, execution trace, PoC. Tags do not imply dynamic agent selection."
FMS0541,Directed Symbolic Execution for Vulnerability Discovery,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle,AddressSanitizer;ASan;CodeQL;Docker;KLEE;Semgrep;UBSan,"Public full text, extracted pages 1, 2, 5, 10, 11; https://arxiv.org/abs/2607.21676","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, fuzzing, Symbolic Execution, KLEE, ASan, UBSan. Tags do not imply dynamic agent selection."
FMS0558,DREA,static_taint_specification,CodeQL,"Public full text, extracted pages 10; https://arxiv.org/abs/2607.13439","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, CodeQL. Tags do not imply dynamic agent selection."
FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,recon_scan_pentest,Docker;Nmap;nmap,"Public full text, extracted pages 1; https://arxiv.org/abs/2603.24221","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated ,patch_build_test,not specified,"Public full text, extracted pages 4, 5; https://doi.org/10.5220/0014480400004061",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: unit test. Tags do not imply dynamic agent selection.
FMS0648,FalseCrashReducer,static_taint_specification;symbolic_constraint,AFL,"Public full text, extracted pages 2, 10, 12; https://arxiv.org/abs/2510.02185","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static Analysis, symbolic execution, Symbolic Execution. Tags do not imply dynamic agent selection."
FMS0650,FaultLine,static_taint_specification;symbolic_constraint;runtime_oracle;replay_poc_pov,CodeQL;codeql;Docker;docker,"Public full text, extracted pages 1, 4, 10; https://arxiv.org/abs/2507.15241","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, symbolic execution, execution feedback, Proof-of-Vulnerability, proof-of-vulnerability. Tags do not imply dynamic agent selection."
FMS0651,Favia,static_taint_specification;symbolic_constraint,Joern,"Public full text, extracted pages 6, 13; https://arxiv.org/abs/2602.12500","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Joern, symbolic execution. Tags do not imply dynamic agent selection."
FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,static_taint_specification;runtime_oracle;patch_build_test,AddressSanitizer;AFL;gdb;Honggfuzz;libfuzzer,"Public full text, extracted pages 1, 2, 3, 6; https://arxiv.org/abs/2411.03346","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static analysis, AddressSanitizer, test suite, compiles successfully. Tags do not imply dynamic agent selection."
FMS0676,From Capabilities to Performance,fuzzing_input_harness;recon_scan_pentest,masscan;Metasploit;Nmap;nmap;sqlmap,"Public full text, extracted pages 1, 20; https://doi.org/10.18653/v1/2025.emnlp-main.802","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0677,From Controlled to the Wild,recon_scan_pentest,not specified,"Public full text, extracted pages 1, 7; https://arxiv.org/abs/2605.10834","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0684,From LLMs to Agents,symbolic_constraint,not specified,"Public full text, extracted pages 3; https://arxiv.org/abs/2511.08060",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: symbolic execution. Tags do not imply dynamic agent selection.
FMS0698,From Trace to Line,static_taint_specification;runtime_oracle,AddressSanitizer;ASAN;Docker;Libfuzzer,"Public full text, extracted pages 1, 2, 3; https://arxiv.org/abs/2510.02389","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static Analyzer, sanitizer. Tags do not imply dynamic agent selection."
FMS0718,GapForge,fuzzing_input_harness;symbolic_constraint;runtime_oracle,asan,"Public full text, extracted pages 1, 2, 11; https://arxiv.org/abs/2607.15762","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzzing, Fuzz, Symbolic execution, coverage feedback, Coverage Feedback. Tags do not imply dynamic agent selection."
FMS0733,GoAT-X,static_taint_specification;symbolic_constraint,foundry;Slither,"Public full text, extracted pages 1, 13; https://arxiv.org/abs/2604.24341","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, formal verification. Tags do not imply dynamic agent selection."
FMS0734,GPTScan,static_taint_specification;symbolic_constraint,Slither,"Public full text, extracted pages 1, 2, 6; https://doi.org/10.1145/3597503.3639117","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Slither, symbolic execution. Tags do not imply dynamic agent selection."
FMS0741,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,recon_scan_pentest,Burp Suite;Metasploit;Nessus;NMap;Nmap;nmap,"Public full text, extracted pages 1; https://arxiv.org/abs/2509.07939","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0742,Guiding AI to Fix Its Own Flaws,static_taint_specification,CodeQL;codeql,"Public full text, extracted pages 1; https://arxiv.org/abs/2506.23034",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL. Tags do not imply dynamic agent selection.
FMS0747,HackSynth,recon_scan_pentest,gdb;Metasploit;nessus;Nessus;nmap;OpenVAS;openvas;OpenVas,"Public full text, extracted pages 1; https://arxiv.org/abs/2412.01778","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Penetration Testing, Nessus. Tags do not imply dynamic agent selection."
FMS0752,HarnessAgent,fuzzing_input_harness;runtime_oracle,addresssanitizer;Addresssanitizer;Afl;Docker;libfuzzer,"Public full text, extracted pages 1, 3; https://arxiv.org/abs/2512.03420","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzzing, fuzzing, runtime feedback. Tags do not imply dynamic agent selection."
FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,fuzzing_input_harness;runtime_oracle,AFL;Docker;Honggfuzz;HONGGFUZZ;honggfuzz;libFuzzer;LibFuzzer,"Public full text, extracted pages 1, 2, 9; https://arxiv.org/abs/2411.18143","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Seed Generation, Fuzzing, runtime feedback, coverage feedback. Tags do not imply dynamic agent selection."
FMS0768,Hound,static_taint_specification,not specified,"Public full text, extracted pages 4; https://arxiv.org/abs/2510.09633",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static Analysis. Tags do not imply dynamic agent selection.
FMS0782,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Pyt,static_taint_specification,CodeQL;codeql,"Public full text, extracted pages 2; https://arxiv.org/abs/2408.10495",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: CodeQL. Tags do not imply dynamic agent selection.
FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Genera,static_taint_specification;symbolic_constraint,CodeQL;KLEE,"Public full text, extracted pages 1; https://arxiv.org/abs/2601.00509","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, CodeQL, KLEE, symbolic execution. Tags do not imply dynamic agent selection."
FMS0842,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,fuzzing_input_harness;symbolic_constraint;runtime_oracle;recon_scan_pentest,AFL;Burp Suite;Metasploit;Nessus;Nikto;Nmap;nmap;OpenVAS,"Public full text, extracted pages 3, 19, 34, 40, 100; https://orcid.org/0009-0004-1073-526X","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzz, AFL, symbolic reasoning, execution feedback, Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS0850,Large Language Model assisted Hybrid Fuzzing,fuzzing_input_harness;symbolic_constraint;runtime_oracle,AFL;KLEE;Klee;Z3,"Public full text, extracted pages 1; https://arxiv.org/abs/2412.15931","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzzing, fuzzing, concolic execution, execution trace, runtime feedback. Tags do not imply dynamic agent selection."
FMS0885,Let the Trial Begin,static_taint_specification,not specified,"Public full text, extracted pages 11; https://doi.org/10.1145/3744916.3773256",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis. Tags do not imply dynamic agent selection.
FMS0890,LibLMFuzz,static_taint_specification;fuzzing_input_harness,AFL;libFuzzer;LibFuzzer,"Public full text, extracted pages 1, 2, 5; https://doi.org/10.1109/cars67163.2025.11337309","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Fuzz, Fuzzing. Tags do not imply dynamic agent selection."
FMS0904,LLM Agents for Automated Web Vulnerability Reproduction,fuzzing_input_harness;symbolic_constraint;replay_poc_pov,angr;Burp Suite;Docker;docker;Nessus,"Public full text, extracted pages 1, 2, 4; https://arxiv.org/abs/2510.14700","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, symbolic execution, angr, Vulnerability Reproduction, vulnerability reproduction. Tags do not imply dynamic agent selection."
FMS0913,LLM-based Vulnerability Detection at Project Scale,static_taint_specification;symbolic_constraint,CODEQL;Codeql;CodeQL;codeql;joern;semgrep;Semgrep;SEMGREP;Z3,"Public full text, extracted pages 1, 4, 14; https://arxiv.org/abs/2601.19239","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Z3. Tags do not imply dynamic agent selection."
FMS0914,LLM-BSCVM,static_taint_specification;symbolic_constraint,not specified,"Public full text, extracted pages 1, 2, 3, 4; https://arxiv.org/abs/2505.17416","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static Analysis, formal verification. Tags do not imply dynamic agent selection."
FMS0916,LLM-Driven SAST-Genius,static_taint_specification;runtime_oracle;replay_poc_pov,CodeQL;Semgrep,"Public full text, extracted pages 1, 2, 4; https://arxiv.org/abs/2509.15433","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static Analysis, Semgrep, sanitizer, proof-of-concept, PoC. Tags do not imply dynamic agent selection."
FMS0922,LLM-JDFuzz,fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,AFL;Docker,"Public full text, extracted pages 1, 3, 4, 14, 17; https://doi.org/10.3390/electronics15050954","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: fuzzing, symbolic execution, execution feedback, Proof-of-Concept. Tags do not imply dynamic agent selection."
FMS0925,LLM-SmartAudit,static_taint_specification;symbolic_constraint,Slither,"Public full text, extracted pages 3, 9; https://arxiv.org/abs/2410.09381","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Slither, formal verification. Tags do not imply dynamic agent selection."
FMS0927,LLM4CVE,static_taint_specification;symbolic_constraint;patch_build_test,not specified,"Public full text, extracted pages 1, 4, 5, 16; https://arxiv.org/abs/2501.03446","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, symbolic execution, test suite. Tags do not imply dynamic agent selection."
FMS0933,LLMs and Fuzzing in Tandem,static_taint_specification;fuzzing_input_harness;runtime_oracle,not specified,"Public full text, extracted pages 1, 7, 13; https://arxiv.org/abs/2507.05272","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static Analysis, Fuzzing, fuzz, execution feedback. Tags do not imply dynamic agent selection."
FMS0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Model,fuzzing_input_harness;runtime_oracle,not specified,"Public full text, extracted pages 1; https://arxiv.org/abs/2510.10179","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzz, fuzz, runtime feedback. Tags do not imply dynamic agent selection."
FMS0945,Locus,static_taint_specification;fuzzing_input_harness;symbolic_constraint;runtime_oracle;replay_poc_pov,AddressSanitizer;AFL;KLEE,"Public full text, extracted pages 1, 2, 4, 6; https://doi.org/10.1145/3744916.3773102","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Fuzzing, fuzzing, symbolic execution, coverage feedback, execution trace, PoC. Tags do not imply dynamic agent selection."
FMS0961,Mapping the Exploitation Surface,fuzzing_input_harness,Docker,"Public full text, extracted pages 13; https://arxiv.org/abs/2604.04561",Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: test harness. Tags do not imply dynamic agent selection.
FMS0964,MARVEL,static_taint_specification;symbolic_constraint,not specified,"Public full text, extracted pages 1, 2; https://doi.org/10.1145/3832325","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, formal verification. Tags do not imply dynamic agent selection."
FMS0966,MASFuzzer,fuzzing_input_harness;runtime_oracle,addresssanitizer;Afl;AFL;ASan;Docker;LibFuzzer;Libfuzzer;libfuzzer;MSan,"Public full text, extracted pages 1, 2; https://arxiv.org/abs/2604.17977","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzz, coverage feedback. Tags do not imply dynamic agent selection."
FMS0968,Mastermind,fuzzing_input_harness;runtime_oracle;replay_poc_pov,AFL;Docker,"Public full text, extracted pages 1, 2, 3, 4, 5; https://arxiv.org/abs/2607.01764","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzz, fuzz, sanitizer, execution feedback, Vulnerability Reproduction, vulnerability reproduction. Tags do not imply dynamic agent selection."
FMS0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learni,fuzzing_input_harness;symbolic_constraint;runtime_oracle,z3,"Public full text, extracted pages 1, 9, 12, 16; https://arxiv.org/abs/2506.17642","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Fuzzing, fuzzing, z3, coverage feedback. Tags do not imply dynamic agent selection."
FMS1017,Multi-Agent Penetration Testing AI for the Web,static_taint_specification;fuzzing_input_harness;runtime_oracle;replay_poc_pov;recon_scan_pentest,Burp suite;Docker;docker;nikto;nmap;sqlmap,"Public full text, extracted pages 1, 2, 3, 12; https://arxiv.org/abs/2508.20816","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: static analysis, Static analysis, Fuzzing, fuzzing, coverage feedback, proof-of-concept, Penetration Testing, penetration testing. Tags do not imply dynamic agent selection."
FMS1024,Mystique,static_taint_specification;patch_build_test,Joern,"Public full text, extracted pages 3, 6, 7; https://doi.org/10.1145/3715718","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Joern, post-patch. Tags do not imply dynamic agent selection."
FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,static_taint_specification;symbolic_constraint;runtime_oracle,codeql;CodeQL;joern;Joern,"Public full text, extracted pages 1, 5, 11, 12; https://arxiv.org/abs/2504.16057","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: Static Analysis, static analysis, symbolic reasoning, symbolic execution, execution trace, runtime feedback. Tags do not imply dynamic agent selection."
FMS1041,Okara,not specified,not specified,"Public full text, extracted pages ; https://arxiv.org/abs/2601.22770",Rule-assisted author extraction of explicit workflow/evaluation terminology; no member of the seven controlled primitive families was explicitly located. Tags do not imply dynamic agent selection.
FMS1055,"One Signature, Multiple Payments",static_taint_specification;symbolic_constraint,slither;Slither;Z3,"Public full text, extracted pages 1, 2; https://doi.org/10.1145/3744916.3773198","Rule-assisted author extraction of explicit workflow/evaluation terminology; matched terms: taint analysis, symbolic execution. Tags do not imply dynamic agent selection."
