record_id,matrix_id,title,field,coder_x_label,coder_y_label,final_label,resolution_type,brief_reason,evidence_location,unresolved,reviewer_initials,review_date,disagreement_id
U27,U27,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; path and input exploration; execution observation; reproduction and validation; reporting and audit,third_party_external_rereview,"candidate analysis: p.4“•Root Cause Analyzer Agent:The pipeline begins with the RCA agent. Receiving the bug contextCas input, this agent plays a core role in bug localization and taint analysis.”；path and input exploration: p.10“This is the primary in- dicator of overall effectiveness, as it directly reflects the system’s ability to generate verifiable PoCs from vulner- ability reports.”；execution observation: p.3“Method Approach Oracle Self-Critique Adaptivity Rebuild Generalizability APEG [7] Symbolic Exec., Binary diffing Off-the-shelf (BitBlaze) N/A N/A No No AEG [8] Symbolic Exec., Constraint solving Execution (shell check) N/A N/A No No Chainsaw [9] Symbolic Exec., Constraint solving Reachability N/A N/A No No SemFuzz [30] Semantic-guided fuzzing AddressSanitizer N/A N/A No No ARVO [10] Vulne”；reproduction and validation: p.1“While recent approaches leverage large language models (LLMs) and multi-agent pipelines to automatically generate proof-of-concept (PoC) exploits from vulnerability reports, existing systems often suffer from two fundamental limitations: unreliable validation based on surface-level execution signals and high operational cost caused by extensive trial-and-error during exploit generation.”；reporting and audit: p.1“While recent approaches leverage large language models (LLMs) and multi-agent pipelines to automatically generate proof-of-concept (PoC) exploits from vulnerability reports, existing systems often suffer from two fundamental limitations: unreliable validation based on surface-level execution signals and high operational cost caused by extensive trial-and-error during exploit generation.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1；p.3；p.4；p.10; papers/A090.pdf,no,OY,2026-08-24,U28__lifecycle
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,feedback interpretation / loop adjustment,third_party_external_rereview,"feedback interpretation / loop adjustment: p.2“This loop signif- icantly reduces hallucinations by grounding inferences in real observations, provides traceable reasoning traces, and bridges linguistic planning with concrete environmental manipulation, critical for reliable PoC generation where fabricated code paths or states are common failure modes. To further improve reliability, self-verification techniques have been introduced.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.2; papers/A090.pdf,no,OY,2026-08-24,U28__capability
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; path and input exploration; execution observation; reproduction and validation; reporting and audit,third_party_external_rereview,"candidate analysis: p.2“This paper makes the following contributions: • A fully automated vulnerability detection technique that uses SA to transform a project’s source code into SE targets, enables an LLM to synthesize SE harnesses through iterative refinement, and confirms each finding via concrete replay against unmodified project binaries.”；path and input exploration: p.10“LLM-based approaches [12, 23, 24, 31, 33, 34, 37] generate dri- vers with increasing sophistication from zero-shot generation [31] to coverage-guided prompt mutation [24] and agentic pipelines [34] but all target coverage-guided fuzzing, not symbolic execution. LLM-assisted SA.LLMs have been combined with SA for vulner- ability detection: IRIS [21] infers taint specifications for CodeQL;”；execution observation: p.1“We present Static Analysis Informed and LLM-Orchestrated Symbolic Execution (Sailor), which automates symbolic execution harness construction by combining static analysis with LLM-based synthesis.Sailoroperates in three phases: (1) static analysis iden- tifies candidate vulnerable locations and generates vulnerability specifications; (2) an LLM uses vulnerability specifications and or- ch”；reproduction and validation: p.10“Of the 924 unconfirmed, 19 are identified as crashes in LLM-generated stubs; the remaining 905 are inconclu- sive: KLEE witness values that do not reproduce the crash under ASan replay against the real.a. Concrete validation.Concrete validation is conservative: it re- jects vulnerabilities where witness inputs do not trigger the crash through the real .a’s initialization path.”；reporting and audit: p.8“Together with the Phase 1 specification (Figure 2) and Phase 2 KLEE artifacts (Figure 7), these artifacts together provide a reproducible evidence package for the detected vulnerability. 6 Evaluation We evaluateSailoron 10 real-world, open-source C/C++ projects spanning image processing (libpng, libtiff), parsing (libxml2), net- working (curl), security (OpenSSL, SELinux), multimedia (FFm”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1；p.2；p.8；p.10; papers/A043.pdf,no,OY,2026-08-24,U29__lifecycle
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction,third_party_external_rereview,"context aggregation / rule extraction: p.5“Input:Vulnerability specificationspec 𝑖 , project source𝑃 Output:Concrete test inputs orinconclusive Data:𝑇 explore: exploration budget (default 8),𝑇 author: authoring deadline (default 12), 𝑇max: total turn budget (default 60),𝑅 max: refinement limit after site reached (default 15) 1𝑡←0;refine_count←0; 2while𝑡<𝑇 max do 3action←LLM(plan,history); 4if𝑡<𝑇 explore then // Source exploration”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.5; papers/A043.pdf,no,OY,2026-08-24,U29__capability
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,primary system shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",third_party_external_rereview,"论文将主要系统任务表述为“->size); // unchecked size rule: CWE-120 // memcpy with // unchecked length select fc where memcpy(fc) && !isBound(len) finding𝑓 𝑖 : ℓ: x86.c:2699 𝑑: CWE-120 𝜏:⟨ℓ⟩ 619 findings calls: memcpy, bfd_zalloc, bfd_put_32 ptrs: htab, plt bounds: size, len build: -Ibfd spec𝑖 =𝑓 𝑖 + { entry:𝑒= _late_size_() assert:𝑛≤ min(len(dst), len(src)) calls: memcpy, bfd_zalloc build: -Ibfd alloc: calloc(htab); symbolic: klee_make_ symbolic(&sz); g”。按主任务及主要评价对象，agent 控制的中心落在 reproduction-, validation-, and repair-centered agent，而不是由 agent 数量或系统名称推定。",p.2; papers/A043.pdf,no,OY,2026-08-24,U29__primary_shape
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,lifecycle coverage,execution observation;path and input exploration,execution observation;path and input exploration,path and input exploration;execution observation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment,failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction; feedback interpretation / loop adjustment,third_party_external_rereview,"Gentoo-L 从 library source 中识别并排序重要 predicates，Gentoo-S 使用静态 dominator analysis 生成 predicate records；这些记录与上一轮 fuzzing 的 dynamic per-branch coverage report 一起交给 agent，用来识别未充分覆盖的高价值分支并修改 generator（pp.4-6, Sec. 3.1-3.3; Table 1）。因此存在“源代码/静态谓词记录和前轮覆盖反馈 -> 后续 generator refinement”的明确链条。论文没有报告长期跨任务记忆、失败样本复用机制或人工审批门槛，故不扩展到 long-horizon state、failure reuse 或 governance。","pp.4-6, Sec. 3-3.3 and Tables 1-2; pp.8-10, Sec. 4.3-4.4",no,OY,2026-08-24,U31__capability
U31,U31,Fuzzing with Agents? Generators Are All You Need,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; execution observation,third_party_external_rereview,"candidate analysis: p.1“Our system participated in a university-hosted Capture-the-Flag (CTF) competition in late 2025, where it operated autonomously to identify and ex- ploit vulnerabilities in real-time.”；execution observation: p.1“For instance, Inter-Agent Trust Exploitation[6] has shown that LLMs often blindly execute malicious payloads if they originate from peer agents, lacking the introspection to verify the origin of a command.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.1; papers/A019.pdf,no,OY,2026-08-24,U32__lifecycle
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,cross-stage capability,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,no qualifying label observed,third_party_external_rereview,"论文描述的相关流程为“•Iterate (Contextual Refinement):Based on the newly acquired grounded state, the agent evaluates the suc- cess of the prior action, refining subsequent steps (Self- Correction) or terminating the loop to generate a final report if the objective is met.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",p.4; papers/A019.pdf,no,OY,2026-08-24,U32__capability
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,external traceability,benchmark ground truth / public material,no external trace reported,no external trace reported,third_party_external_rereview,"论文相关事实为“STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving James Hugglestone ∗, Samuel Jacob Chacko ∗, Dawson Stoller, Ryan Schmidt, Xiuwen Liu Department of Computer Science,Florida State University, Tallahassee, USA Email: jah21e@fsu.edu, sj21j@fsu.edu, dawson.stoller@aol.com, res22f@fsu.edu, xliu@fsu.edu ∗These authors contributed e”。本地论文未给出具体系统结果到公开记录、公开 PoC/trigger/replay 或公开 benchmark ground truth 的可定位对齐。","p.1, Abstract/Introduction; papers/A019.pdf",no,OY,2026-08-24,U32__external_traceability
U33,U33,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,lifecycle coverage,candidate analysis;execution observation;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; execution observation,third_party_external_rereview,"candidate analysis: p.2“2 Related Work Learning-based vulnerability detection.VulDeePecker, SySeVR, Devign, ReVeal, LineVul, and VulRepair use gadgets, program slices, graph semantics, line localization, or sequence-to-sequence repair to model vulnerabilities (Li et al., 2018, 2022; Zhou et al., 2019; Chakraborty et al., 2021; Fu and Tantithamthavorn, 2022; Fu et al., 2022).”；execution observation: p.10“Target C/C++ parser length change Triage overflow + external length Context caller, old guard, ASAN flag Agents flow + memory Sceptic no guard VPS 37-line harness ASAN crash Report line 118 conf .91 Positive trace CWE-190/787 parser bug; executable sanitizer signal; high-confidence SARIF finding Inconclusive trace Python authorization warning; identity-provider mock unavailable; oracle un”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.2；p.10; papers/A108.pdf,no,OY,2026-08-24,U33__lifecycle
U33,U33,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U33,U33,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U33,U33,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,principal reported evidence output,runtime safety signal,runtime safety signal,runtime safety signal,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U33,U33,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U34,U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,lifecycle coverage,execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,path and input exploration; execution observation,third_party_external_rereview,"path and input exploration: p.5“The agent modifies the harness to exercise uncovered code paths through strategies such as diversifying input generation, invoking alternative API paths, or triggering exception handlers through edge-case inputs.”；execution observation: p.2“These observations suggest that effective harness generation requires an approach that integrates LLM reasoning with targeted program analysis, retrieves information on demand rather than preprocess- ing entire codebases, and interprets coverage feedback semantically rather than applying fixed numerical thresholds.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.2；p.5; papers/A132.pdf,no,OY,2026-08-24,U34__lifecycle
U34,U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction; feedback interpretation / loop adjustment,third_party_external_rereview,"context aggregation / rule extraction: p.2“• A query-driven tool interface using the Model Context Pro- tocol that retrieves precisely scoped and preanalysed pro- gram information on demand, preventing context satura- tion while enabling exploration of large codebases.”；feedback interpretation / loop adjustment: p.5“An iter- ative refinement loop then uses this coverage feedback to improve harness effectiveness through two collaborative agents: a coverage analysis agent that interprets coverage gaps and decides whether refinement is worthwhile, and a refinement agent that modifies the harness.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.2；p.5; papers/A132.pdf,no,OY,2026-08-24,U34__capability
U34,U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U34,U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,principal reported evidence output,runtime safety signal,runtime safety signal,runtime safety signal,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U34,U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U35,U35,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,lifecycle coverage,candidate analysis;reporting and audit,candidate analysis;reporting and audit,candidate analysis;reporting and audit,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U35,U35,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U35,U35,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U35,U35,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,principal reported evidence output,candidate judgment,candidate judgment,candidate judgment,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U35,U35,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U36,U36,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,lifecycle coverage,execution observation;path and input exploration;reproduction and validation,execution observation;path and input exploration;reporting and audit;reproduction and validation,path and input exploration; execution observation; reproduction and validation,third_party_external_rereview,"path and input exploration: p.9“By repairing and completing partially valid SQL programs, the system systematically elevates test case quality and enables exploration of deeper, feature-dependent execution paths that are difficult to reach through direct generation alone.”；execution observation: p.6“When execution fails due to syntactic or semantic inconsistencies, FuzzySQL applies a multi-stage repair pipeline to salvage high-value inputs instead of discarding them.”；reproduction and validation: p.6“Each stage is designed to address a distinct obstacle in uncovering feature-related DBMS bugs: grammar-guided generation expands the reachable feature space, mutation and repair satisfy non-trivial semantic preconditions, and replay-guided validation exposes failures whose triggers are distributed across persistent execution history.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.6；p.9; papers/A055.pdf,no,OY,2026-08-24,U36__lifecycle
U36,U36,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,no qualifying label observed,third_party_external_rereview,"论文描述的相关流程为“• Enabling deep semantic exploration through LLM-driven fuzzing.We present FuzzySQL, an adaptive fuzzing framework that combines template-guided generation, context-aware mutation, and a hybrid error-repair pipeline. This design enables the synthesis of structurally valid and semantically rich SQL statement sequences that activate deeper DBMS control paths.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",p.3; papers/A055.pdf,no,OY,2026-08-24,U36__capability
U36,U36,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U36,U36,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U36,U36,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U37,U37,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,lifecycle coverage,candidate analysis;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; path and input exploration; execution observation; reproduction and validation,third_party_external_rereview,"candidate analysis: p.6“Yet, the agent reduces noise as a context-free review protocol and assigns taxonomies on each finding, while strengthening or weakeningR’s decisions, and adding insights for expert analysts on each finding being examined through three verification layers:Novelty Verification,Operational Analysis, andVulnerability Classification.”；path and input exploration: p.6“Once a vulnerability candi- date is semantically verified and ready to be submitted as a finding, the agent plays an additional adversarial role and must synthesize a minimal Proof-of-Concept (PoC) working exploit.”；execution observation: p.32“Table 15: R Agent execution log excerpt for pyyaml-5.3 vulnerability validation Log excerpt: S Agent [*] Sanity Check Session: 1 [*] Package: pyyaml-5.3 [*] Model: deepseek/deepseek-chat [*] Temperature: 0.0 [*] Max Tokens: 8000 [*] Total Findings to Validate: 3 [*] Validating 3 findings [*] Validating finding 1/3: lib/yaml/constructor.py:520 [*] Extracting lib/yaml/constructor.py:510-530”；reproduction and validation: p.11“As the exploitation requires the victim to accept and process a malicious f90module, the maintainers raised exploitability concerns. •Code Execution in numpy-2.3.4: Thef2pyFortran interface may also accept modules that enable attackers to execute arbitrary commands locally, under the same user’s privilege context, with a specially crafted Python payload set in a parameter passed down to n”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.6；p.11；p.32; papers/A142.pdf,no,OY,2026-08-24,U37__lifecycle
U37,U37,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U37,U37,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U37,U37,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,principal reported evidence output,externally traceable material,externally traceable material,externally traceable material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U37,U37,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,external traceability,publicly aligned external trace,publicly aligned external trace,publicly aligned external trace,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U38,U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis; path and input exploration; execution observation; reproduction and validation,third_party_external_rereview,"candidate analysis: p.6“Listing 1 shows an example extraction where the agent identifies that user input flows to an eval call via the template parameter on the /api/render endpoint.”；path and input exploration: p.11“Effectiveness Metrics.Reproduction Success Rate measures the percentage of vulnerabilities for which the system successfully generates an executable PoC that triggers the expected vulnerability behavior.”；execution observation: p.9“Dimension Score Failure or Reward Mode Routing Tactical −1.0Fatal errors: SyntaxError, ImportError, ModuleNotFoundError Resynthesize −0.5Runtime crashes: TypeError, ReferenceError, unhandled exceptions Refine 1.0Clean execution: exit code 0, no stderr output (Strategic) Strategic 0–2No meaningful interaction: immediate crash, wrong target Replan 3–5Weak exploitation signals: target reache”；reproduction and validation: p.10“4 Experimental Setup 4.1 Research Questions We evaluate the effectiveness ofCve2PoCby comparing it with state-of-the-art approaches for automated vulnerability reproduction and PoC generation. We focus on the following research questions (RQs): RQ1:How effective isCve2PoCcompared with existing approaches in generating executable and verifiable vulnerability PoCs? RQ2:What are the contribu”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.6；p.9；p.10；p.11; papers/A184.pdf,no,OY,2026-08-24,U38__lifecycle
U38,U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U38,U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U38,U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U38,U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U39,U39,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,lifecycle coverage,candidate analysis;patch validation;reporting and audit,candidate analysis;patch validation;reporting and audit,candidate analysis;patch validation;reporting and audit,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U39,U39,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
