record_id,citation_key,title,authors,year,publication_status,venue_or_source,publisher,doi,arxiv_id,official_url,selected_source_id,selected_source_record_id,selection_basis,metadata_status
FMS0935,fms0935,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models,Linghan Huang; Peizhou Zhao; Huaming Chen,2025,preprint,arXiv,,,2510.10179,https://arxiv.org/abs/2510.10179,arxiv,2510.10179,formal metadata preferred; otherwise best available public metadata,complete
FMS0945,fms0945,Locus: Agentic Predicate Synthesis for Directed Fuzzing,Jie Zhu; Chihao Shen; Ziyang Li; Jiahao Yu; Yizheng Chen; Kexin Pei,2025,preprint,arXiv (Cornell University),Cornell University,10.1145/3744916.3773102,,http://arxiv.org/abs/2508.21302,openalex,https://openalex.org/W4417408834,formal metadata preferred; otherwise best available public metadata,complete
FMS0961,fms0961,"Mapping the Exploitation Surface: A 10,000-Trial Taxonomy of What Makes LLM Agents Exploit Vulnerabilities",Charafeddine Mouzouni,2026,preprint,arXiv,,,2604.04561,https://arxiv.org/abs/2604.04561,arxiv,2604.04561,formal metadata preferred; otherwise best available public metadata,complete
FMS0964,fms0964,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,Luca Collini; Baleegh Ahmad; Joey Ah-kiow; Ramesh Karri,2026,journal,ACM Transactions on Design Automation of Electronic Systems,Association for Computing Machinery (ACM),10.1145/3832325,2505.11963,https://doi.org/10.1145/3832325,acm_crossref,10.1145/3832325,formal metadata preferred; otherwise best available public metadata,complete
FMS0966,fms0966,MASFuzzer: Fuzz Driver Generation and Adaptive Scheduling via Multidimensional API Sequences,Xingyu Liu; Zengqin Huang; Xiang Gao; Hailong Sun,2026,preprint,arXiv,,,2604.17977,https://arxiv.org/abs/2604.17977,arxiv,2604.17977,formal metadata preferred; otherwise best available public metadata,complete
FMS0968,fms0968,Mastermind: Strategy-grounded Learning for Repository-Scale Vulnerability Reproduction,Mingzhe Du; Luu Anh Tuan; Tianyi Wu; Renyang Liu; Zhijiang Guo; Dong Huang; See-Kiong Ng,2026,preprint,arXiv (Cornell University),Cornell University,,2607.01764,https://arxiv.org/abs/2607.01764,openalex,https://openalex.org/W7167380883,formal metadata preferred; otherwise best available public metadata,complete
FMS0969,fms0969,May the Feedback Be with You! Unlocking the Power of Feedback-Driven Deep Learning Framework Fuzzing via LLMs,Shaoyu Yang; Chunrong Fang; Haifeng Lin; Xiang Chen; Jia Liu; Zhenyu Chen,2025,preprint,arXiv,,,2506.17642,https://arxiv.org/abs/2506.17642,arxiv,2506.17642,formal metadata preferred; otherwise best available public metadata,complete
FMS1017,fms1017,Multi-Agent Penetration Testing AI for the Web,Isaac David; Arthur Gervais,2025,preprint,arXiv,,,2508.20816,https://arxiv.org/abs/2508.20816,arxiv,2508.20816,formal metadata preferred; otherwise best available public metadata,complete
FMS1024,fms1024,Mystique: Automated Vulnerability Patch Porting with Semantic and Syntactic-Enhanced LLM,Susheng Wu; Ruisi Wang; Yiheng Cao; Bihuan Chen; Zhuotong Zhou; Yiheng Huang; JunPeng Zhao; Xin Peng,2025,journal,Proceedings of the ACM on Software Engineering,Association for Computing Machinery (ACM),10.1145/3715718,,https://doi.org/10.1145/3715718,acm_crossref,10.1145/3715718,formal metadata preferred; otherwise best available public metadata,complete
FMS1034,fms1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,Penghui Li; Songchen Yao; Josef Sarfati Korich; Changhua Luo; Jianjia Yu; Yinzhi Cao; Junfeng Yang,2025,preprint,arXiv,,,2504.16057,https://arxiv.org/abs/2504.16057,arxiv,2504.16057,formal metadata preferred; otherwise best available public metadata,complete
FMS1041,fms1041,Okara: Detection and Attribution of TLS Man-in-the-Middle Vulnerabilities in Android Apps with Foundation Models,Haoyun Yang; Ronghong Huang; Yong Fang; Beizeng Zhang; Junpu Guo; Zhanyu Wu; Xianghang Mi,2026,preprint,arXiv,,,2601.22770,https://arxiv.org/abs/2601.22770,arxiv,2601.22770,formal metadata preferred; otherwise best available public metadata,complete
FMS1055,fms1055,"One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",Zexu Wang; Jiachi Chen; Zewei Lin; Wenqing Chen; Kaiwen Ning; Jianxing Yu; Yuming Feng; Yu Zhang; Weizhe Zhang; Zibin Zheng,2025,preprint,arXiv,,10.1145/3744916.3773198,2511.09134,https://arxiv.org/abs/2511.09134,arxiv,2511.09134,formal metadata preferred; otherwise best available public metadata,complete
FMS1063,fms1063,Orion: Fuzzing Workflow Automation,Max Bazalii; Marius Fleischer,2025,preprint,arXiv,,,2509.15195,https://arxiv.org/abs/2509.15195,arxiv,2509.15195,formal metadata preferred; otherwise best available public metadata,complete
FMS1076,fms1076,PATCHEVAL: A New Benchmark for Evaluating LLMs on Patching Real-World Vulnerabilities,Zichao Wei; Jun Zeng; Ming Wen; Zeliang Yu; Kai Cheng; Yiding Zhu; Jingyi Guo; Shiqi Zhou; Le Yin; Xiaodong Su; Zhechao Ma,2025,preprint,arXiv,,,2511.11019,https://arxiv.org/abs/2511.11019,arxiv,2511.11019,formal metadata preferred; otherwise best available public metadata,complete
FMS1081,fms1081,Pen-Strategist: A Reasoning Framework for Penetration Testing Strategy Formation and Analysis,Yasod Ginige; Pasindu Marasinghe; Sajal Jain; Suranga Seneviratne,2026,preprint,arXiv,,,2605.04499,https://arxiv.org/abs/2605.04499,arxiv,2605.04499,formal metadata preferred; otherwise best available public metadata,complete
FMS1083,fms1083,PenForge: On-the-Fly Expert Agent Construction for Automated Penetration Testing,Huihui Huang; Jieke Shi; Junkai Chen; Ting Zhang; Yikun Li; Chengran Yang; Eng Lieh Ouh; Lwin Khin Shar; David Lo,2026,conference,Proceedings of the IEEE/ACM 48th International Conference on Software Engineering,ACM,10.1145/3786582.3786814,2601.06910,https://doi.org/10.1145/3786582.3786814,acm_crossref,10.1145/3786582.3786814,formal metadata preferred; otherwise best available public metadata,complete
FMS1087,fms1087,PentestEval: Benchmarking LLM-based Penetration Testing with Modular and Stage-Level Design,"Yang, Ruozhao; Cheng, Mingfei; Gelei Deng; Tianwei Zhang; Junjie Wang; Xiaofei Xie",2025,preprint,arXiv (Cornell University),Cornell University,10.48550/arxiv.2512.14233,2512.14233,http://arxiv.org/abs/2512.14233,openalex,https://openalex.org/W4417467403,formal metadata preferred; otherwise best available public metadata,complete
FMS1088,fms1088,PentestMCP: LLM and MCP Based Multi-Agent Framework for Automated Penetration Testing,Jiqiang Zhai; Xinyi Zhou; Hong Miao; Zekun Li; Zhe Li; Hailu Yang,2025,preprint,Research Square preprint,Springer Nature,10.21203/rs.3.rs-7582841/v1,,https://doi.org/10.21203/rs.3.rs-7582841/v1,crossref,10.21203/rs.3.rs-7582841/v1,formal metadata preferred; otherwise best available public metadata,complete
FMS1093,fms1093,"PILOT: Command-Line Interface Fuzzing Via Path-Guided, Iterative Large Language Model Prompting",Momoko Shiraishi; Yinzhi Cao; Takahiro Shinagawa,2026,conference,2026 IEEE Symposium on Security and Privacy (SP),IEEE,10.1109/sp63933.2026.00211,2511.20555,https://doi.org/10.1109/sp63933.2026.00211,ieee_crossref,10.1109/sp63933.2026.00211,formal metadata preferred; otherwise best available public metadata,complete
FMS1095,fms1095,PoCEvolve: Generating Proof-of-Concept Exploits from Security Patches with Vulnerability-Aware Prompt Evolution,Duc Manh Tran; Ratnadira Widyasari; Ivana Clairine Irsan; Huihui Huang; Ting Zhang; Shar Lwin Khin; Ouh Eng Lieh; Hong Jin Kang; David Lo,2026,preprint,arXiv,,,2607.22076,https://arxiv.org/abs/2607.22076,arxiv,2607.22076,formal metadata preferred; otherwise best available public metadata,complete
FMS1096,fms1096,PoCGen: Generating Proof-of-Concept Exploits for Vulnerabilities in Npm Packages,Deniz Simsek; Aryaz Eghbali; Michael Pradel,2025,preprint,arXiv,,,2506.04962,https://arxiv.org/abs/2506.04962,arxiv,2506.04962,formal metadata preferred; otherwise best available public metadata,complete
FMS1098,fms1098,PoCo: Agentic Proof-of-Concept Exploit Generation for Smart Contracts,Vivi Andersson; Sofia Bobadilla; Harald Hobbelhagen; Martin Monperrus,2026,journal,ACM Transactions on Software Engineering and Methodology,Association for Computing Machinery,10.1145/3816704,,https://doi.org/10.1145/3816704,openalex,https://openalex.org/W7162318965,formal metadata preferred; otherwise best available public metadata,complete
FMS1135,fms1135,QLCoder: A Query Synthesizer For Static Analysis of Security Vulnerabilities,Claire Wang; Ziyang Li; Saikat Dutta; Mayur Naik,2025,preprint,arXiv,,,2511.08462,https://arxiv.org/abs/2511.08462,arxiv,2511.08462,formal metadata preferred; otherwise best available public metadata,complete
FMS1136,fms1136,QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration,Junze Hu; Xiangyu Jin; Yizhe Zeng; Yuling Liu; Yunpeng Li; Dan Du; Kaiyu Xie; Hongsong Zhu,2025,preprint,arXiv,,,2506.23644,https://arxiv.org/abs/2506.23644,arxiv,2506.23644,formal metadata preferred; otherwise best available public metadata,complete
FMS1149,fms1149,RapidPen: Fully Automated IP-to-Shell Penetration Testing with LLM-based Agents,Sho Nakatani,2025,preprint,arXiv,,,2502.16730,https://arxiv.org/abs/2502.16730,arxiv,2502.16730,formal metadata preferred; otherwise best available public metadata,complete
FMS1161,fms1161,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,Tran Vy Khang; Nguyen Dang Nguyen Khang; Nghi Hoang Khoa; Do Thi Thu Hien; Van-Hau Pham; Phan The Duy,2026,preprint,arXiv (Cornell University),Cornell University,,2603.27127,http://arxiv.org/abs/2603.27127,openalex,https://openalex.org/W7148177677,formal metadata preferred; otherwise best available public metadata,complete
FMS1227,fms1227,SAVANT: Vulnerability Detection in Application Dependencies through Semantic-Guided Reachability Analysis,Wang Lingxiang; Quanzhi Fu; Wenjia Song; Gelei Deng; Yi Liu; Dan Williams; Ying Zhang,2025,preprint,arXiv,,,2506.17798,https://arxiv.org/abs/2506.17798,arxiv,2506.17798,formal metadata preferred; otherwise best available public metadata,complete
FMS1228,fms1228,SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement,Yi Chen; Yun Bian; Haiquan Wang; Shihao Li; Zhe Cui,2026,preprint,arXiv,,,2603.08520,https://arxiv.org/abs/2603.08520,arxiv,2603.08520,formal metadata preferred; otherwise best available public metadata,complete
FMS1233,fms1233,SCGAgent: Recreating the Benefits of Reasoning Models for Secure Code Generation with Agentic Workflows,Rebecca Saul; Hao Wang; Koushik Sen; David Wagner,2025,preprint,arXiv,,,2506.07313,https://arxiv.org/abs/2506.07313,arxiv,2506.07313,formal metadata preferred; otherwise best available public metadata,complete
FMS1239,fms1239,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,Hwiwon Lee; Jiawei Liu; Dongjun Kim; Wubing Xia; Ziqi Zhang; Chunqiu Steven Xia; Zhang Lx,2026,preprint,arXiv (Cornell University),Cornell University,,2605.26548,https://arxiv.org/abs/2605.26548,openalex,https://openalex.org/W7162699664,formal metadata preferred; otherwise best available public metadata,complete
FMS1261,fms1261,SecureFixAgent: A Hybrid LLM Agent for Automated Python Static Vulnerability Repair,Jugal Gajjar; Kamalasankari Subramaniakuppusamy; Relsy Puthal; Kaustik Ranaware,2025,conference,2025 International Conference on Machine Learning and Applications (ICMLA),IEEE,10.1109/icmla66185.2025.00212,2509.16275,https://doi.org/10.1109/icmla66185.2025.00212,ieee_crossref,10.1109/icmla66185.2025.00212,formal metadata preferred; otherwise best available public metadata,complete
FMS1275,fms1275,Securing LLM-Generated Embedded Firmware through AI Agent-Driven Validation and Patching,Seyed Moein Abtahi; Akramul Azim,2025,conference,2025 IEEE International Conference on Collaborative Advances in Software and COmputiNg (CASCON),IEEE,10.1109/cascon66301.2025.00044,2509.09970,https://doi.org/10.1109/cascon66301.2025.00044,ieee_crossref,10.1109/cascon66301.2025.00044,formal metadata preferred; otherwise best available public metadata,complete
FMS1279,fms1279,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerability Repair in Solidity and Move,Rabimba Karanjai; Lei Xu; Weidong Shi,2025,preprint,arXiv,,,2502.18515,https://arxiv.org/abs/2502.18515,arxiv,2502.18515,formal metadata preferred; otherwise best available public metadata,complete
FMS1283,fms1283,Securing the Dark Matter: A Semantic-Enhanced Neuro-Symbolic Framework for Supply Chain Analysis of Opaque Industrial Software,Bowei Ning; Xuejun Zong; Lian Lian; Kan He; Yifei Sun; Yuxiang Lei; Plamen Vasilev,2026,preprint,arXiv,,,2605.07737,https://arxiv.org/abs/2605.07737,arxiv,2605.07737,formal metadata preferred; otherwise best available public metadata,complete
FMS1299,fms1299,Security in a Workflow: Exploring Role-Based Agentic Architectures for Vulnerability Handling,Srijita Basu; Miroslaw Staron,2026,preprint,arXiv,,,2606.14261,https://arxiv.org/abs/2606.14261,arxiv,2606.14261,formal metadata preferred; otherwise best available public metadata,complete
FMS1316,fms1316,SeedSmith: LLM-Driven Seed Synthesis for Directed Fuzzing,Junmin Zhu; Siyu Liu; Jie Hu; Fabio Gritti; Ati Priya Bajaj; Hulin Wang; Wenbo Guo; Tiffany Bao; Christopher Kruegel; Giovanni Vigna,2026,preprint,arXiv,,,2607.08949,https://arxiv.org/abs/2607.08949,arxiv,2607.08949,formal metadata preferred; otherwise best available public metadata,complete
FMS1334,fms1334,ShadowProbe: Language-Extensible Detection of Hidden Algorithmic Complexity Vulnerabilities,Yuanmin Xie; Xiangfan Wu; Wenhao Wu; Lingyun Ying; Puzhuo Liu; Haipeng Qu; Zhongyuan Chen; Min Zhou; Chengnian Sun,2026,preprint,arXiv,,,2607.05474,https://arxiv.org/abs/2607.05474,arxiv,2607.05474,formal metadata preferred; otherwise best available public metadata,complete
FMS1338,fms1338,Sifting the Noise: A Comparative Study of LLM Agents in Vulnerability False Positive Filtering,Yunpeng Xiong; Ting Zhang,2026,preprint,arXiv,,10.1145/3832100,2601.22952,https://arxiv.org/abs/2601.22952,arxiv,2601.22952,formal metadata preferred; otherwise best available public metadata,complete
FMS1394,fms1394,StealthBench: Measuring Operational Stealth in Autonomous Offensive-Security Agents,Ads Dawson; Adrian Wood,2026,preprint,arXiv,,,2607.26314,https://arxiv.org/abs/2607.26314,arxiv,2607.26314,formal metadata preferred; otherwise best available public metadata,complete
FMS1473,fms1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,Vidyut Sriram; Saatvik Pradhan; Suman Saha,2026,preprint,arXiv,,,2607.21641,https://arxiv.org/abs/2607.21641,arxiv,2607.21641,formal metadata preferred; otherwise best available public metadata,complete
FMS1492,fms1492,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark",Minghao Shao; Nanda Rani; Kimberly Milner; Haoran Xi; Meet Udeshi; Saksham Aggarwal; Venkata Sai Charan Putrevu; Sandeep Kumar Shukla; Prashanth Krishnamurthy; Farshad Khorrami; Ramesh Karri; Muhammad Shafique,2025,preprint,arXiv,,,2508.05674,https://arxiv.org/abs/2508.05674,arxiv,2508.05674,formal metadata preferred; otherwise best available public metadata,complete
FMS1509,fms1509,Trace: Securing Smart Contract Repository Against Access Control Vulnerability,Chong Chen; Jiachi Chen; Lingfeng Bao; David Lo; Yanlin Wang; Zhenyu Shan; Ting Chen; Guangqiang Yin; Jianxing Yu; Zibin Zheng,2025,preprint,arXiv,,,2510.19254,https://arxiv.org/abs/2510.19254,arxiv,2510.19254,formal metadata preferred; otherwise best available public metadata,complete
FMS1514,fms1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,Terry Yue Zhuo; Dingmin Wang; Hantian Ding; Varun Kumar; Zijian Wang,2025,preprint,arXiv,,,2508.18370,https://arxiv.org/abs/2508.18370,arxiv,2508.18370,formal metadata preferred; otherwise best available public metadata,complete
FMS1530,fms1530,TypePilot: Leveraging the Scala Type System for Secure LLM-generated Code,Alexander Sternfeld; Andrei Kucharavy; Ljiljana Dolamic,2025,preprint,arXiv,,,2510.11151,https://arxiv.org/abs/2510.11151,arxiv,2510.11151,formal metadata preferred; otherwise best available public metadata,complete
FMS1561,fms1561,VCAO: Verifier-Centered Agentic Orchestration for Strategic OS Vulnerability Discovery,Suyash Mishra,2026,preprint,arXiv (Cornell University),Cornell University,,,http://arxiv.org/abs/2604.08291,openalex,https://openalex.org/W7153670266,formal metadata preferred; otherwise best available public metadata,complete
FMS1571,fms1571,VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents,Katherine Swinea; Kshitiz Aryal; Lopamudra Praharaj; Maanak Gupta,2026,preprint,arXiv,,,2607.09653,https://arxiv.org/abs/2607.09653,arxiv,2607.09653,formal metadata preferred; otherwise best available public metadata,complete
FMS1573,fms1573,VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers,Pengyu Sun; Qishu Jin; Enhao Huang; Zifeng Kang; Xin Liu; Dakun Shen; Song Li,2026,preprint,arXiv,,,2605.21392,https://arxiv.org/abs/2605.21392,arxiv,2605.21392,formal metadata preferred; otherwise best available public metadata,complete
FMS1586,fms1586,VulnBot: Autonomous Penetration Testing for A Multi-Agent Collaborative Framework,Huayong Kong; Die Hu; Jingguo Ge; Liangxiong Li; Tong Li; Bing Wu,2025,preprint,arXiv (Cornell University),Cornell University,10.48550/arxiv.2501.13411,2501.13411,http://arxiv.org/abs/2501.13411,openalex,https://openalex.org/W4406786105,formal metadata preferred; otherwise best available public metadata,complete
FMS1592,fms1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,Yi Gao; Xing Hu; Zirui Chen; Xiaohu Yang,2024,preprint,arXiv,,,2409.16701,https://arxiv.org/abs/2409.16701,arxiv,2409.16701,formal metadata preferred; otherwise best available public metadata,complete
FMS1607,fms1607,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,Zhenlei Ye; Xiaobing Sun; Sicong Cao; Lili Bo; Bin Li,2025,preprint,arXiv (Cornell University),Cornell University,10.1145/3744916.3773218,2512.20203,http://arxiv.org/abs/2512.20203,openalex,https://openalex.org/W7117249500,formal metadata preferred; otherwise best available public metadata,complete
FMS1613,fms1613,What You Code Is What We Prove: Translating BLE App Logic into Formal Models with LLMs for Vulnerability Detection,Biwei Yan; Yue Zhang; Minghui Xu; Runyu Pan; Jinku Li; Xiuzhen Cheng,2025,preprint,arXiv,,,2509.09291,https://arxiv.org/abs/2509.09291,arxiv,2509.09291,formal metadata preferred; otherwise best available public metadata,complete
FMS1618,fms1618,When Fuzzing Meets Understanding: LLM-Driven Semantic Test Generation for RTL Verification,Kun Wang; Cangyuan Li; Kaiyan Chang; Siyang Cai; Yinhe Han; Ying Wang,2026,preprint,arXiv,,,2607.10340,https://arxiv.org/abs/2607.10340,arxiv,2607.10340,formal metadata preferred; otherwise best available public metadata,complete
FMS1635,fms1635,xOffense: An Autonomous Multi-Agent Framework for Penetration Testing with Domain-Adapted Large Language Models,Phung Duc Luong; Le Tran Gia Bao; Nguyen Vu Khai Tam; Dong Huu Nguyen Khoa; Nguyen Huu Quyen; Van-Hau Pham; Phan The Duy,2025,preprint,arXiv,,,2509.13021,https://arxiv.org/abs/2509.13021,arxiv,2509.13021,formal metadata preferred; otherwise best available public metadata,complete
FMS1639,fms1639,ZERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense,Anlan Zheng; Tiantian Zhu,2026,preprint,arXiv,,,2606.05567,https://arxiv.org/abs/2606.05567,arxiv,2606.05567,formal metadata preferred; otherwise best available public metadata,complete
FMS1640,fms1640,ZeroDayBench: Evaluating LLM Agents on Unseen Zero-Day Vulnerabilities for Cyberdefense,Nancy Lau; Louis Sloot; Jyoutir Raj; Giuseppe Marco Boscardin; Evan Harris; Dylan Bowman; Mario Brajkovski; Jaideep Chawla; Dan Zhao,2026,preprint,arXiv,,,2603.02297,https://arxiv.org/abs/2603.02297,arxiv,2603.02297,formal metadata preferred; otherwise best available public metadata,complete
