"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS0362","Can LLMs Patch Security Issues?","2023-11-13","","2312.00024","arxiv","full_text","study_level","FDSP feeds compiler and Bandit findings back to the LLM so that later patch candidates respond to external tool results.","public full text pp. 1; https://arxiv.org/pdf/2312.00024","FMS0362","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0363","Can LoRA Fusion Support Cross-Domain Tasks in Cloud-Edge Collaboration?","2026-04-09","","2605.23913","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0363","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0364","Can Open-Source LLM Agents Replace Static Application Security Testing Tools? An Empirical Assessment","2026-06-10","","2606.11672","arxiv","full_text","extended_synthesis","Snitch recursively applies a fixed prompt to repository files and is compared with Bandit; the evaluated agent does not control Bandit or adapt later actions from execution feedback.","public full text pp. 1; https://arxiv.org/pdf/2606.11672","FMS0364","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0365","Can Transformer Memory Be Corrupted? Investigating Cache-Side Vulnerabilities in Large Language Models","2025-10-20","","2510.17098","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS0365","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0366","Can We Further Elicit Reasoning in LLMs? Critic-Guided Planning with Retrieval-Augmentation for Solving Challenging Tasks","2024-10-02","","2410.01428","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0366","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0367","Causal Autoencoder-like Generation of Feedback Fuzzy Cognitive Maps with an LLM Agent","2025-12-3","10.1109/icmla66185.2025.00188","","ieee_crossref","report_retrieval","excluded_near_neighbor","The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.","title/abstract and source metadata; https://doi.org/10.1109/icmla66185.2025.00188","FMS0367","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0368","CausalFlow: Causal Attribution and Counterfactual Repair for LLM Agent Failures","2026-05-25","","2605.25338","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0368","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0369","Causality Analysis for Evaluating the Security of Large Language Models","2023-12-13","","2312.07876","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0369","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0370","CEKER: A Generalizable LLM Framework for Literature Analysis with a Case Study in Unikernel Security","2024-12-14","10.1007/978-3-032-09694-4_4","2412.10904","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0370","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0371","CGP-Tuning: Structure-Aware Soft Prompt Tuning for Code Vulnerability Detection","2025-01-08","","2501.04510","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0371","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0372","Chai: Agentic Discovery of Cryptographic Misuse Vulnerabilities","2026-06-25","","","openalex","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 2, 1; https://arxiv.org/pdf/2606.26933","FMS0372","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0373","Chain of Evidences and Evidence to Generate: Prompting for Context Grounded and Retrieval Augmented Reasoning","2024-01-11","","2401.05787","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0373","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0374","Chain-of-Thought Prompting of Large Language Models for Discovering and Fixing Software Vulnerabilities","2024-02-27","","2402.17230","arxiv","full_text","extended_synthesis","VSP applies structured chain-of-thought prompts to vulnerability identification, discovery, and patching without an observable Agent runtime or tool-feedback transition.","public full text pp. 1; https://arxiv.org/pdf/2402.17230","FMS0374","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0375","ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents","2026-03-13","","2603.12614","arxiv","title_abstract","existing_study_or_version","Matched existing study CP112 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0375","CP112","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0376","CHAINTRIX: A multi-pipeline LLM-augmented framework for automated smart-contract security auditing","2026-05-10","","2605.09350","arxiv","full_text","study_level","Chaintrix routes LLM-generated findings through deterministic structural checks and selected symbolic-execution or fuzz validation before reporting.","public full text pp. 1, 13; https://arxiv.org/pdf/2605.09350","FMS0376","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0377","Challenges and Future Directions in Agentic Reverse Engineering Systems","2026-04-15","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0377","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0378","Chasing Shadows: Pitfalls in LLM Security Research","2025-12-10","10.14722/ndss.2026.241749","2512.09549","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0378","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0379","ChatGPT: Excellent Paper! Accept It. Editor: Imposter Found! Review Rejected","2025-12-23","","2512.20405","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0379","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0380","ChatHTTPFuzz: Large Language Model-Assisted IoT HTTP Fuzzing","2024-11-18","","2411.11929","arxiv","title_abstract","existing_study_or_version","Matched existing study CP064 by exact normalized title .","title, abstract, and exported source metadata","FMS0380","CP064","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0381","ChatIoT: Large Language Model-based Security Assistant for Internet of Things with Retrieval-Augmented Generation","2025-02-14","","2502.09896","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0381","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0382","ChatNVD: Advancing Cybersecurity Vulnerability Assessment with Large Language Models","2024-12-06","","2412.04756","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0382","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0383","Checker Bug Detection and Repair in Deep Learning Libraries","2024-10-09","","2410.06440","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0383","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0384","Chiral Analysis of Smart Contracts: Detecting Vulnerabilities from Relational Inconsistencies Across Business Paths","2026-07-20","","2607.17987","arxiv","full_text","extended_synthesis","ChiralDetector combines path extraction, LLM semantic judgment, strict validation, and root-cause reporting in a staged pipeline, but validation does not change a later LLM-controlled action.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.17987","FMS0384","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0385","CIA+TA Risk Assessment for AI Reasoning Vulnerabilities","2025-08-19","","2508.15839","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS0385","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0386","CIBER: A Comprehensive Benchmark for Security Evaluation of Code Interpreter Agents","2026-02-23","","2602.19547","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0386","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0387","Cisco Integrated AI Security and Safety Framework Report","2025-12-15","","2512.12921","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0387","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0388","CivicShield: A Cross-Domain Defense-in-Depth Framework for Securing Government-Facing AI Chatbots Against Multi-Turn Adversarial Attacks","2026-03-30","","2603.29062","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0388","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0389","CKG-LLM: LLM-Assisted Detection of Smart Contract Access Control Vulnerabilities Based on Knowledge Graphs","2025-12-07","","2512.06846","arxiv","full_text","study_level","The LLM produces executable graph queries and an auxiliary model refines query generation; full text shows an observable analysis-tool transition.","public full text pp. 1, 3; https://arxiv.org/pdf/2512.06846","FMS0389","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0390","CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph","2024-11-18","","2411.11532","arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP100 by exact normalized title .","title, abstract, and exported source metadata","FMS0390","CP100","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0391","Clarify or Answer: Reinforcement Learning for Agentic VQA with Context Under-specification","2026-01-23","","2601.16400","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0391","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0392","CLASSIFICATION OF SOURCE CODE VULNERABILITIES AND ANALYSIS OF DETECTION METHODS: EVALUATION, COMPARISON, AND PROPOSED APPROACHES","2026-03-28","10.5121/ijnsa.2026.18201","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0392","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0393","Clawed and Dangerous: Can We Trust Open Agentic Systems?","2026-03-27","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0393","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0394","ClawGuard: A Runtime Security Framework for Tool-Augmented LLM Agents Against Indirect Prompt Injection","2026-04-13","","2604.11790","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0394","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0395","ClawLess: A Security Model of AI Agents","2026-04-07","","2604.06284","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0395","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0396","ClozeMaster: Fuzzing Rust Compiler by Harnessing LLMs for Infilling Masked Real Programs","2026-05-01","10.1109/icse55347.2025.00175","2605.00413","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0396","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0397","Cmprsr: Abstractive Token-Level Question-Agnostic Prompt Compressor","2025-11-15","","2511.12281","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0397","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0398","Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents","2026-02-02","","2602.02164","arxiv","title_abstract","existing_study_or_version","Matched existing study CP080 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0398","CP080","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0399","COALESCE: Economic and Security Dynamics of Skill-Based Task Outsourcing Among Team of Autonomous LLM Agents","2025-06-02","","2506.01900","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0399","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0400","COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery","2026-04-14","","2604.12172","arxiv","title_abstract","existing_study_or_version","Matched existing study CP238 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0400","CP238","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0401","Cochise: A Reference Harness for Autonomous Penetration Testing","2026-05-12","","2605.11671","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2605.11671","FMS0401","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0402","CoCoNUTS: Concentrating on Content while Neglecting Uninformative Textual Styles for AI-Generated Peer Review Detection","2025-08-28","","2509.04460","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0402","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0403","Code as Agent Harness","2026-05-18","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0403","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0404","Code-Augur: Agentic Vulnerability Detection via Specification Inference","2026-06-17","","2606.18619","arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP216 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0404","CP216","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0405","Code Change Intention, Development Artifact and History Vulnerability: Putting Them Together for Vulnerability Fix Detection by LLM","2025-01-24","","2501.14983","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0405","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0406","Code Documentation and Analysis to Secure Software Development","2024-07-16","","2407.11934","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0406","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0407","CodeAgent: Autonomous Communicative Agents for Code Review","2024-02-03","","2402.02172","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0407","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0408","CodeBC: A More Secure Large Language Model for Smart Contract Code Generation in Blockchain","2025-04-28","","2504.21043","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0408","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0409","CodeFuse-CR-Bench: A Comprehensiveness-aware Benchmark for End-to-End Code Review Evaluation in Python Projects","2025-09-18","","2509.14856","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0409","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0410","CodeHacker: Automated Test Case Generation for Detecting Vulnerabilities in Competitive Programming Solutions","2026-02-23","","2602.20213","arxiv","full_text","extended_synthesis","CodeHacker supplies an adjacent iterative code-and-test generation mechanism, but its evaluated target is competitive-programming correctness rather than vulnerability mining.","public full text pp. 1; https://arxiv.org/pdf/2602.20213","FMS0410","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0411","CodeLMSec Benchmark: Systematically Evaluating and Finding Security Vulnerabilities in Black-Box Code Language Models","2023-02-08","","2302.04012","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0411","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0412","Codexity: Secure AI-assisted Code Generation","2024-05-07","","2405.03927","arxiv","full_text","study_level","Codexity returns Infer or CppCheck findings to the LLM and iterates repair until the analyzer accepts the generated program or the attempt limit is reached.","public full text pp. 1; https://arxiv.org/pdf/2405.03927","FMS0412","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0413","Collaborative Retrieval for Large Language Model-based Conversational Recommender Systems","2025-02-19","","2502.14137","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0413","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0414","Combinatorial Reasoning: Selecting Reasons in Generative AI Pipelines via Combinatorial Optimization","2024-06-19","","2407.00071","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0414","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0415","Combining Deep Architectures for Information Gain estimation and Reinforcement Learning for multiagent field exploration","2025-05-29","","2505.23865","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS0415","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0416","Combining GPT and Code-Based Similarity Checking for Effective Smart Contract Vulnerability Detection","2024-12-24","","2412.18225","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0416","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0417","CommandSans: Securing AI Agents with Surgical Precision Prompt Sanitization","2025-10-09","","2510.08829","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0417","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0418","Commercial LLM Agents Are Already Vulnerable to Simple Yet Dangerous Attacks","2025-02-12","","2502.08586","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0418","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0419","CommitShield: Tracking Vulnerability Introduction and Fix in Version Control Systems","2025-01-07","","2501.03626","arxiv","full_text","extended_synthesis","CommitShield combines static-analysis output with LLM-generated descriptions and patch context in a fixed detector rather than an adaptive Agent-runtime loop.","public full text pp. 2, 1, 7; https://arxiv.org/pdf/2501.03626","FMS0419","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0420","Comparative Analysis of Large Language Models in Solidity Smart Contract Vulnerability Detection: Review","2025-2-9","10.1109/icaisc64594.2025.10959494","","ieee_crossref","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0420","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0421","COMPARATIVE ANALYSIS OF THE EFFECTIVENESS OF SOFTWARE CODE VULNERABILITY DETECTION USING LLM AND SAST","2026-3-26","10.28925/2663-4023.2026.32.1165","","crossref","title_abstract","background_reference","The title and abstract provide adjacent target-software context, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0421","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0422","Comparing AI Agents to Cybersecurity Professionals in Real-World Penetration Testing","2025-12-10","","2512.09882","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0422","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0423","Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection","2024-07-23","","2407.16235","arxiv","title_abstract","existing_study_or_version","Matched existing study CP202 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0423","CP202","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0424","Compartmentalization-Aware Automated Program Repair","2026-03-01; 2026-03-10","","2603.09544","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0424","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0425","COMPASS: Context-Modulated PID Attention Steering System for Hallucination Mitigation","2025-11-05","","2511.14776","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0425","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0426","Compatibility at a Cost: Systematic Discovery and Exploitation of MCP Clause-Compliance Vulnerabilities","2026-03-10","","2603.10163","arxiv","full_text","extended_synthesis","The MCP analysis combines static slicing with LLM semantic checks and separate exploitation analysis; the LLM does not control an adaptive tool-feedback loop.","public full text pp. 1, 5, 6, 9; https://arxiv.org/pdf/2603.10163","FMS0426","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0427","CompileAgent: Automated Real-World Repo-Level Compilation with Tool-Integrated LLM-based Agent System","2025-05-07","","2505.04254","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0427","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0428","Comprehensive Vulnerability Analysis is Necessary for Trustworthy LLM-MAS","2025-06-02","","2506.01245","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS0428","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0429","Concept -- An Evaluation Protocol on Conversational Recommender Systems with System-centric and User-centric Factors","2024-04-04","","2404.03304","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0429","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0430","Concept-Reversed Winograd Schema Challenge: Evaluating and Improving Robust Reasoning in Large Language Models via Abstraction","2024-10-15","","2410.12040","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0430","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0431","ConfProBench: A Confidence Evaluation Benchmark for MLLM-Based Process Judges","2025-08-06","","2508.04576","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0431","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0432","ConMe: Rethinking Evaluation of Compositional Reasoning for Modern VLMs","2024-06-12","","2406.08164","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0432","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0433","ConneX: Automatically Resolving Transaction Opacity of Cross-Chain Bridges for Security Analysis","2025-11-03","","2511.01393","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0433","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0434","Constraint-Guided Multi-Agent Decompilation for Executable Binary Recovery","2026-04-27","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0434","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0435","Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing","2025-02-21","","2502.15506","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2502.15506","FMS0435","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0436","Content Fuzzing for Escaping Information Cocoons on Digital Social Media","2026-04-07","","2604.05461","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0436","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0437","Context Contamination in LLM Analysis of Network Security Logs: Poison with Passive Prompt Injection and Mitigation Evaluation","2026-07-16","","2607.14493","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0437","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0438","Contextual Image Attack: How Visual Context Exposes Multimodal Safety Vulnerabilities","2025-12-02","","2512.02973","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0438","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0439","Contextualizing Sink Knowledge for Java Vulnerability Discovery","2026-04-02","","2604.01645","arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP209 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0439","CP209","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0440","Continual Learning for VLMs: A Survey and Taxonomy Beyond Forgetting","2025-08-06","","2508.04227","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0440","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0441","Continuous Discovery of Vulnerabilities in LLM Serving Systems with Fuzzing","2026-05-11","","2605.11202","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0441","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0442","Contract-Graph Fusion and Cross-Graph Matching for Smart-Contract Vulnerability Detection","2025-10-09","10.3390/app151910844","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0442","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0443","ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts","2024-09-15","10.1145/3691620.3695349","2409.09661","arxiv","full_text","study_level","ContractTinker combines static program context with successive LLM roles; a validator's rejection and recommendations trigger another LLM refinement before downstream compilation and manual checks.","public full text pp. 2, 1; https://arxiv.org/pdf/2409.09661","FMS0443","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0444","ContraFix: Agentic Vulnerability Repair via Differential Runtime Evidence and Skill Reuse","2026-05-17","","","openalex","title_abstract","version_reconciliation","Alternate or formal version of existing study U10; metadata may be reconciled without a new study count.","title, abstract, and exported source metadata","FMS0444","U10","existing_study_version_not_counted","no","not_applicable","","reconciled_source_version"
"FMS0445","ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair","2026-05-17","","2605.17450","arxiv","title_abstract","existing_study_or_version","Matched existing study CP222 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0445","CP222","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0446","Contrastive Knowledge Transfer and Robust Optimization for Secure Alignment of Large Language Models","2025-10-31","","2510.27077","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0446","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0447","Control at Stake: Evaluating the Security Landscape of LLM-Driven Email Agents","2025-07-03","","2507.02699","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0447","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
