record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
FMS0023,"A Fast, Performant, Secure Distributed Training Framework For Large Language Model",CS_FMS0023,FMS0023,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0024,"A Fast, Reliable, and Secure Programming Language for LLM Agents with Code Actions",CS_FMS0024,FMS0024,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0025,A First Look At Efficient And Secure On-Device LLM Inference Against KV Leakage,CS_FMS0025,FMS0025,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.,Integrated multi-source search through 2026-07-30.
FMS0026,A First Look at GPT Apps: Landscape and Vulnerability,CS_FMS0026,FMS0026,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0027,A First Look at the Security Issues in the Model Context Protocol Ecosystem,CS_FMS0027,FMS0027,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0028,A First Measurement Study on Authentication Security in Real-World Remote MCP Servers,CS_FMS0028,FMS0028,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0029,A Formal Framework for Assessing and Mitigating Emergent Security Risks in Generative AI Models: Bridging Theory and Dynamic Risk Mitigation,CS_FMS0029,FMS0029,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.",Integrated multi-source search through 2026-07-30.
FMS0030,"A Formal Security Framework for MCP-Based AI Agents: Threat Taxonomy, Verification Models, and Defense Mechanisms",CS_FMS0030,FMS0030,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0031,A Formula-Driven Survey and Research Agenda for On-Policy Distillation,CS_FMS0031,FMS0031,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0032,A Framework for Formalizing LLM Agent Security,CS_FMS0032,FMS0032,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0033,A Framework for Generating Conversational Recommendation Datasets from Behavioral Interactions,CS_FMS0033,FMS0033,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0034,A Framework to Assess Multilingual Vulnerabilities of LLMs,CS_FMS0034,FMS0034,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0035,A Fuzzy Supervisor Agent Design for Clinical Reasoning Assistance in a Multi-Agent Educational Clinical Scenario Simulation,CS_FMS0035,FMS0035,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0036,A generative AI cybersecurity risks mitigation model for code generation: using ANN-ISM hybrid approach,CS_FMS0036,FMS0036,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0037,A generative AI-driven cybersecurity framework for small and medium enterprises software development: an ANN-ISM approach,CS_FMS0037,FMS0037,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0038,A Large Language Model Approach to Generating Bypass Rules for Malware Evasion in Analysis Sandbox,CS_FMS0038,FMS0038,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0039,A Large Language Model Enhanced Conversational Recommender System,CS_FMS0039,FMS0039,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0040,A large scale analysis of code security in public repositories,CS_FMS0040,FMS0040,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0041,"A Lifecycle and Application-Stack Survey of Large Language Model Vulnerabilities: Attacks, Risks, Defenses, and Open Problems",CS_FMS0041,FMS0041,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0042,A Literature Review on Simulation in Conversational Recommender Systems,CS_FMS0042,FMS0042,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0043,"A LLM-based Controllable, Scalable, Human-Involved User Simulator Framework for Conversational Recommender Systems",CS_FMS0043,FMS0043,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0044,A Multi-Agent Conversational Recommender System,CS_FMS0044,FMS0044,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0045,A multi-agent LLM framework for severity classification of complaint events: Probabilistic reasoning with scene uncertainty,CS_FMS0045,FMS0045,conference_version,crossref; elsevier_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0046,A Next-Generation Cyber-Range Framework for O-RAN and 6G Security Validation,CS_FMS0046,FMS0046,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0047,A Penalty Goes a Long Way: Measuring Lexical Diversity in Synthetic Texts Under Prompt-Influenced Length Variations,CS_FMS0047,FMS0047,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0048,A Preliminary Study on Using Large Language Models in Software Pentesting,CS_FMS0048,FMS0048,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",Integrated multi-source search through 2026-07-30.
FMS0049,A Prompt-Based Framework for Loop Vulnerability Detection Using Local LLMs,CS_FMS0049,FMS0049,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,The contribution is prompt-based vulnerability detection; the reviewed workflow does not show an LLM decision changing a later security-tool or execution action.,Integrated multi-source search through 2026-07-30.
FMS0050,A Qualitative Study on Using ChatGPT for Software Security: Perception vs. Practicality,CS_FMS0050,FMS0050,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0051,A Quasi-Experimental Developer Study of Security Training in LLM-Assisted Web Application Development,CS_FMS0051,FMS0051,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0052,"A Red Teaming Framework for Evaluating Robustness of AI-enabled Security Orchestration, Automation, and Response Systems",CS_FMS0052,FMS0052,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0053,A Review of Hydrogen-Enabled Resilience Enhancement for Multi-Energy Systems,CS_FMS0053,FMS0053,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0054,A Safety and Security Framework for Real-World Agentic Systems,CS_FMS0054,FMS0054,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0055,A Security Analysis of the OpenClaw AI Agent Framework,CS_FMS0055,FMS0055,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0056,A Smart Contract Vulnerability Detection Manner Based on Large Language Model,CS_FMS0056,FMS0056,conference_version,springer_crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0057,A Standardized Re-evaluation of Conversational Recommender Systems on the ReDial Dataset,CS_FMS0057,FMS0057,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0058,"A Survey of Attacks on Large Vision-Language Models: Resources, Advances, and Future Trends",CS_FMS0058,FMS0058,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0059,A Survey of Fuzzing for ROS-Based Robotic Systems,CS_FMS0059,FMS0059,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0060,"A Survey of Large Audio Language Models: Generalization, Trustworthiness, and Outlook",CS_FMS0060,FMS0060,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0061,"A Survey of LLM-based Automated Program Repair: Taxonomies, Design Paradigms, and Applications",CS_FMS0061,FMS0061,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0062,"A Survey of LLM-Driven AI Agent Communication: Protocols, Security Risks, and Defense Countermeasures",CS_FMS0062,FMS0062,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0063,"A Survey of LLM-Driven Penetration Testing: Taxonomy, Co-Evolution, and Open Challenges",CS_FMS0063,FMS0063,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0064,A Survey of Operating System Kernel Fuzzing,CS_FMS0064,FMS0064,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0065,A Survey of Recent Backdoor Attacks and Defenses in Large Language Models,CS_FMS0065,FMS0065,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0066,A Survey of Safety and Trustworthiness of Large Language Models through the Lens of Verification and Validation,CS_FMS0066,FMS0066,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0067,"A Survey on Adversarial Machine Learning for Code Data: Realistic Threats, Countermeasures, and Interpretations",CS_FMS0067,FMS0067,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0068,"A Survey on Agentic Security: Applications, Threats and Defenses",CS_FMS0068,FMS0068,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0069,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,CS_FMS0069,FMS0069,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0070,A Survey on Data Security in Large Language Models,CS_FMS0070,FMS0070,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0071,A Survey on Failure Analysis and Fault Injection in AI Systems,CS_FMS0071,FMS0071,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0072,"A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly",CS_FMS0072,FMS0072,conference_version,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0073,"A Survey on Large Language Models for Network Operations &amp; Management: Applications, Techniques, and Opportunities",CS_FMS0860,FMS0860,conference_version,openalex,FMS0860,identifier/title/author/abstract reconciliation,alternate_version,alternate_version_not_counted,Alternate source/title version of FMS0860; retained in the version crosswalk.,Integrated multi-source search through 2026-07-30.
FMS0074,A survey on large language models for software engineering,CS_FMS0074,FMS0074,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0075,"A Survey on Long-Term Memory Security in LLM Agents: Attacks, Defenses, and Governance Across the Memory Lifecycle",CS_FMS0075,FMS0075,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0076,A survey on machine learning techniques applied to source code,CS_FMS0076,FMS0076,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0077,"A Survey on Point-of-Interest Recommendation: Models, Architectures, and Security",CS_FMS0077,FMS0077,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0078,A Survey on Privacy Risks and Protection in Large Language Models,CS_FMS0078,FMS0078,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0079,A Survey on the Development of Network Protocol Fuzzing Techniques,CS_FMS0079,FMS0079,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0080,A Survey on the Safety and Security Threats of Computer-Using Agents: JARVIS or Ultron?,CS_FMS0080,FMS0080,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0081,A Survey: Towards Privacy and Security in Mobile Large Language Models,CS_FMS0081,FMS0081,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0082,A Systematic Classification of Vulnerabilities in MoveEVM Smart Contracts (MWC),CS_FMS0082,FMS0082,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0083,A Systematic Literature Review on Detecting Software Vulnerabilities with Large Language Models,CS_FMS0083,FMS0083,conference_version,acm_crossref; arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0084,A Systematic Literature Review on Large Language Models for Automated Program Repair,CS_FMS0084,FMS0084,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0085,A Systematic Literature Review on LLM Defenses Against Prompt Injection and Jailbreaking: Expanding NIST Taxonomy,CS_FMS0085,FMS0085,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0086,A systematic literature review on the impact of AI models on the security of code generation,CS_FMS0086,FMS0086,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0087,A Systematic Review of Vulnerability Scanning Tools for Large Language Models (LLMs),CS_FMS0087,FMS0087,conference_version,crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0088,A Systematic Security Evaluation of OpenClaw and Its Variants,CS_FMS0088,FMS0088,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0089,A Systematic Study of Code Obfuscation Against LLM-based Vulnerability Detection,CS_FMS0089,FMS0089,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0090,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models,CS_FMS0090,FMS0090,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,Two execution validators return payload and path feedback to an adaptive prompting loop that iteratively revises generated web-vulnerability PoCs.,Integrated multi-source search through 2026-07-30.
FMS0091,A Systematic Survey of Security Threats and Defenses in LLM-Based AI Agents: A Layered Attack Surface Framework,CS_FMS0091,FMS0091,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0092,A Tensor-Train Decomposition based Compression of LLMs on Group Vector Systolic Accelerator,CS_FMS0092,FMS0092,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0093,"A Validated Prompt Bank for Malicious Code Generation: Separating Executable Weapons from Security Knowledge in 1,554 Consensus-Labeled Prompts",CS_FMS0093,FMS0093,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0094,A Vulnerability Code Intent Summary Dataset,CS_FMS0094,FMS0094,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0095,A zero-shot framework for cross-project vulnerability detection in source code,CS_FMS0095,FMS0095,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0096,A2AS: Agentic AI Runtime Security and Self-Defense,CS_FMS0096,FMS0096,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0097,Accessible Smart Contracts Verification: Synthesizing Formal Models with Tamed LLMs,CS_FMS0097,FMS0097,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0098,ACCoRD: Actor-Critic Conflict Resolution with Deep learning for O-RAN xApps,CS_FMS0098,FMS0098,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0099,ACE: A Security Architecture for LLM-Integrated App Systems,CS_FMS0099,FMS0099,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0100,ACFIX: Guiding LLMs with Mined Common RBAC Practices for Context-Aware Repair of Access Control Vulnerabilities in Smart Contracts,CS_FMS0100,FMS0100,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,A generator and validator form a bounded repair loop; validator feedback revises the role-permission patch until it passes or the attempt limit is reached.,Integrated multi-source search through 2026-07-30.
FMS0101,Active Code Learning: Benchmarking Sample-Efficient Training of Code Models,CS_FMS0101,FMS0101,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0102,"Adaptive Adversaries: A Multi-Turn, Multi-LLM Benchmark for LLM Agent Security",CS_FMS0102,FMS0102,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0103,"Adaptive and AI-Augmented Security Testing: A Systematic Survey of Program Analysis, Feedback-Driven Testing, and Hybrid Learning-Based Approaches",CS_FMS0103,FMS0103,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0104,Adaptive Capitulation: A Structural Failure Mode of LLM Responses in Vulnerability Contexts,CS_FMS0104,FMS0104,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0105,Adaptive Plan-Execute Framework for Smart Contract Security Auditing,CS_FMS0105,FMS0105,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0106,AdaptJobRec: Enhancing Conversational Career Recommendation through an LLM-Powered Agentic System,CS_FMS0106,FMS0106,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0107,ADFEmu: Enhancing Firmware Fuzzing with Direct Memory Access (DMA) Input Emulation Using Concolic Execution and Large Language Models (LLMs),CS_FMS0107,FMS0107,conference_version,crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0108,ADR: An Agentic Detection System for Enterprise Agentic AI Security,CS_FMS0108,FMS0108,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0109,Advanced Smart Contract Vulnerability Detection via LLM-Powered Multi-Agent Systems,CS_FMS0109,FMS0109,conference_version,ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS0110,Advancing Embodied Agent Security: From Safety Benchmarks to Input Moderation,CS_FMS0110,FMS0110,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0111,Advancing Jailbreak Strategies: A Hybrid Approach to Exploiting LLM Vulnerabilities and Bypassing Modern Defenses,CS_FMS0111,FMS0111,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0112,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,CS_FMS0112,FMS0112,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0113,Advancing LLM-Based Security Automation with Customized Group Relative Policy Optimization for Zero-Touch Networks,CS_FMS0113,FMS0113,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0114,Advancing Security with Digital Twins: A Comprehensive Survey,CS_FMS0114,FMS0114,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0115,Advancing Software Vulnerability Detection with Reasoning LLMs: DeepSeek-R1′s Performance and Insights,CS_FMS0115,FMS0115,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0116,Adversarial Attacks on Multimodal Large Language Models: A Comprehensive Survey,CS_FMS0116,FMS0116,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0117,Adversarial Defense in Cybersecurity: A Systematic Review of GANs for Threat Detection and Mitigation,CS_FMS0117,FMS0117,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0118,Adversarial Intent is a Latent Variable: Stateful Trust Inference for Securing Multimodal Agentic RAG,CS_FMS0118,FMS0118,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
