discovery_id,title,publication_dates,doi,arxiv_id,source_ids,access_status,assessment_status,ai_assisted_proposed_decision,ai_assisted_proposed_layer,decision_reason,source_location,version_status,version_target,second_coder_required,author_final_decision,author_final_reason,human_confirmation_status
FMS0426,Compatibility at a Cost: Systematic Discovery and Exploitation of MCP Clause-Compliance Vulnerabilities,2026-03-10,,2603.10163,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The MCP analysis combines static slicing with LLM semantic checks and separate exploitation analysis; the LLM does not control an adaptive tool-feedback loop.,"public full text pp. 1, 5, 6, 9; https://arxiv.org/pdf/2603.10163",,,no,,,pending
FMS0435,Construction and Evaluation of LLM-based agents for Semi-Autonomous penetration testing,2025-02-21,,2502.15506,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2502.15506",,,yes_after_author_inclusion,,,pending
FMS0443,ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts,2024-09-15,10.1145/3691620.3695349,2409.09661,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,ContractTinker combines static program context with successive LLM roles; a validator's rejection and recommendations trigger another LLM refinement before downstream compilation and manual checks.,"public full text pp. 2, 1; https://arxiv.org/pdf/2409.09661",,,yes_after_author_inclusion,,,pending
FMS0444,ContraFix: Agentic Vulnerability Repair via Differential Runtime Evidence and Skill Reuse,2026-05-17,,,openalex,downloaded_and_text_extracted,version_relation_identified,version_reconciliation,not_counted_as_separate_study,The current corpus already counts ContraFix; retain this title/version as provenance rather than a new study.,"public full text pp. 1, 2; https://arxiv.org/pdf/2605.17450",alternate_version_existing,U10,no,,,pending
FMS0457,CovRL: Fuzzing JavaScript Engines with Coverage-Guided Reinforcement Learning for LLM-based Mutation,2024-02-19,,2402.12222,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 2, 1; https://arxiv.org/pdf/2402.12222",,,no,,,pending
FMS0479,CryptoFormalEval: Integrating LLMs and Formal Verification for Automated Cryptographic Protocol Vulnerability Detection,2024-11-20,,2411.13627,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Agents iteratively formalize protocols, invoke Tamarin, and adapt to prover feedback until a counterexample is found or the call budget is exhausted.","public full text pp. 1, 3; https://arxiv.org/pdf/2411.13627",,,yes_after_author_inclusion,,,pending
FMS0488,CVE-Bench: A Benchmark for AI Agents' Ability to Exploit Real-World Web Application Vulnerabilities,2025-03-21,,2503.17332,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,CVE-Bench executes LLM agents in sandboxed web applications and judges their multi-step exploit actions against vulnerability-specific success conditions.,"public full text pp. 2, 1; https://arxiv.org/pdf/2503.17332",,,yes_after_author_inclusion,,,pending
FMS0489,CVE-Bench: Benchmarking LLM-based Software Engineering Agent’s Ability to Repair Real-World CVE Vulnerabilities,2025-01-01,10.18653/v1/2025.naacl-long.212,,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2, 3; https://aclanthology.org/2025.naacl-long.212.pdf",,,yes_after_author_inclusion,,,pending
FMS0494,CyberChainBench: Can AI Agents Secure Smart Contracts Against Real-World On-Chain Vulnerabilities?,2026-06-24,,2606.26216,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"CyberChainBench evaluates coding agents in a tool call/result loop that detects, exploits, and patches smart contracts on block-anchored historical forks.","public full text pp. 1, 3; https://arxiv.org/pdf/2606.26216",,,yes_after_author_inclusion,,,pending
FMS0500,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,2025-02-15,,2502.10931,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2502.10931,,,yes_after_author_inclusion,,,pending
FMS0509,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,2026-06-24,,2606.25332,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3, 2; https://arxiv.org/pdf/2606.25332",,,yes_after_author_inclusion,,,pending
FMS0513,deepSURF: Detecting Memory Safety Vulnerabilities in Rust Through Fuzzing LLM-Augmented Harnesses,2025-06-18; 2026-5-18,10.1109/sp63933.2026.00060,2506.15648,arxiv; crossref; ieee_crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"deepSURF uses static analysis and LLM-selected constructor context to augment Rust fuzzing harnesses, while coverage and crash feedback remain within the downstream fuzzer.","public full text pp. 1, 2; https://arxiv.org/pdf/2506.15648",,,no,,,pending
FMS0530,Detecting Economic Vulnerability via Multi-Agent LLM Architecture and Context-Aware Cluster Analysis,2026-2-3,10.1007/978-3-032-11358-0_21,,springer_crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.1007/978-3-032-11358-0_21,,,no,,,pending
FMS0533,Detecting Vulnerability-Inducing Commits via Multi-Stage Reasoning with LLM-Based Agents,2026-07-07,,2607.05772,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,VIC-RAGENT passes structured intermediate judgments through specialized agents and uses audit-supervisor validation feedback before the final commit classification.,"public full text pp. 1, 2, 4; https://arxiv.org/pdf/2607.05772",,,yes_after_author_inclusion,,,pending
FMS0538,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,2025-11-17,,2511.12950,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 3, 1; https://arxiv.org/pdf/2511.12950",,,yes_after_author_inclusion,,,pending
FMS0541,Directed Symbolic Execution for Vulnerability Discovery: An LLM-Guided Approach in KLEE,2026-07-23,,2607.21676,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,LLM-produced security markings change KLEE path prioritization and KLEE emits replayable test inputs.,"public full text pp. 1, 2, 3; https://arxiv.org/pdf/2607.21676",,,yes_after_author_inclusion,,,pending
FMS0558,DREA: Decoupled Reasoning and Exploration Agents for Repository-Level Vulnerability Detection,2026-07-15,,2607.13439,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,DREA separates a planning agent from an explorer agent so vulnerability hypotheses trigger on-demand repository-context retrieval and later reasoning updates.,"public full text pp. 1, 7; https://arxiv.org/pdf/2607.13439",,,yes_after_author_inclusion,,,pending
FMS0568,Embedding Bayesian optimization in a multi-agent large language model framework for critical heat flux modeling with uncertainty quantification,2026-7-01,10.1016/j.net.2026.104573,,crossref; elsevier_crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.1016/j.net.2026.104573,,,no,,,pending
FMS0575,Enhancing Automated Penetration Testing with Minimal Human Intervention: The AutoPentester LLM Agent Framework,2025-01-01,10.2139/ssrn.5586676,,crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"The title and abstract describe an AutoPentester LLM agent framework, but public full text is still needed before eligibility can be confirmed.",title/abstract and source metadata; https://doi.org/10.2139/ssrn.5586676,,,pending_full_text_and_author_inclusion,,,pending
FMS0577,Enhancing Black-box Compiler Option Fuzzing with LLM through Command Feedback,2024-10-28,10.1109/issre62328.2024.00039,,crossref; ieee_crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.1109/issre62328.2024.00039,,,pending_full_text_and_author_inclusion,,,pending
FMS0578,Enhancing Continual Learning for Software Vulnerability Prediction: Addressing Catastrophic Forgetting via Hybrid-Confidence-Aware Selective Replay for Temporal LLM Fine-Tuning,2026-01-01; 2026-02-27,10.5220/0014640400004061,2602.23834,arxiv; crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 1, 2; https://arxiv.org/pdf/2602.23834",,,no,,,pending
FMS0580,Enhancing Large Language Model Collaboration Using a Multi-Agent Framework with Uncertainty Quantification,2025-11-11,10.1007/978-981-95-4409-7_1,,springer_crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.1007/978-981-95-4409-7_1,,,no,,,pending
FMS0584,Enhancing Multi-Agent Consensus Through Third-Party LLM Integration: Analyzing Uncertainty and Mitigating Hallucinations in Large Language Models,2025-3-21,10.1109/icaace65325.2025.11019272,,ieee_crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.1109/icaace65325.2025.11019272,,,no,,,pending
FMS0598,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,2026-03-25,,2603.24221,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2603.24221",,,yes_after_author_inclusion,,,pending
FMS0600,"ESAA-Security: An Event-Sourced, Verifiable Architecture for Agent-Assisted Security Audits of AI-Generated Code",2026-03-06,,2603.06365,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"ESAA-Security proposes an event-sourced agent-assisted audit architecture with executable checks, but the reviewed material does not establish an evaluated target-software workflow sufficient for study-level coding.","public full text pp. 1, 2; https://arxiv.org/pdf/2603.06365",,,no,,,pending
FMS0604,ETrace:Event-Driven Vulnerability Detection in Smart Contracts via LLM-Based Trace Analysis,2025-06-18,10.1145/3755881.3755934,2506.15790,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,ETrace interprets already-collected transaction traces in a fixed analysis path; no feedback from target execution changes a later LLM-controlled action.,"public full text pp. 1, 3; https://arxiv.org/pdf/2506.15790",,,no,,,pending
FMS0605,EvalSVA: Multi-Agent Evaluators for Next-Gen Software Vulnerability Assessment,2024-12-11,,2501.14737,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 3, 1, 5; https://arxiv.org/pdf/2501.14737",,,no,,,pending
FMS0606,Evaluating Agentic Penetration Testing Frameworks in Red vs Blue Exercises,2026-01-01,10.2139/ssrn.6749360,,crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.2139/ssrn.6749360,,,pending_full_text_and_author_inclusion,,,pending
FMS0613,Evaluating LLMs for One-Shot Patching of Real and Artificial Vulnerabilities,2025-11-28,,2511.23408,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 1, 2; https://arxiv.org/pdf/2511.23408",,,no,,,pending
FMS0614,Evaluating LLMs for Real-World Web Vulnerability Detection,2026-06-19,,2606.21397,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The study launches repository-aware CLI agents in isolated plugin workspaces and evaluates the reports produced after agent-selected code inspection across repeated runs.,"public full text pp. 3, 1; https://arxiv.org/pdf/2606.21397",,,yes_after_author_inclusion,,,pending
FMS0615,Evaluating Open-Weight LLMs for Generating Structured Threat Information for Autonomous Vehicle Vulnerabilities,2026-07-17,,2607.16175,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 1, 5, 2; https://arxiv.org/pdf/2607.16175",,,no,,,pending
FMS0618,Evaluating the Effectiveness of Coverage-Guided Fuzzing for Testing Deep Learning Library APIs,2025-09-18,,2509.14626,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 1, 9, 2; https://arxiv.org/pdf/2509.14626",,,no,,,pending
FMS0619,Evaluating the Effectiveness of Multi-Agent Large Language Models for Automated Vulnerable Code Repair,2026-01-01,10.5220/0014480400004061,,crossref,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The title and abstract describe multi-agent vulnerable-code repair, but public full text is still needed to verify executable validation or tool-mediated state transitions.",public full text pp. 1; https://www.scitepress.org/Papers/2026/144804/144804.pdf,,,yes_after_author_inclusion,,,pending
FMS0637,Exploring the Vulnerability of the Content Moderation Guardrail in Large Language Models via Intent Manipulation,2025-05-24,,2505.18556,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 2, 1; https://arxiv.org/pdf/2505.18556",,,no,,,pending
FMS0642,Extracting Recurring Vulnerabilities from Black-Box LLM-Generated Software,2026-02-02,,2602.04894,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"FSTab analyzes recurring vulnerabilities in agent-generated applications, but the vulnerability-mining method is a black-box prediction and validation study rather than an adaptive Agentic workflow.","public full text pp. 1, 4; https://arxiv.org/pdf/2602.04894",,,no,,,pending
FMS0648,FalseCrashReducer: Mitigating False Positive Crashes in OSS-Fuzz-Gen Using Agentic AI,2025-10-02,,2510.02185,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2510.02185,,,yes_after_author_inclusion,,,pending
FMS0650,FaultLine: Automated Proof-of-Vulnerability Generation Using LLM Agents,2025-07-21,,2507.15241,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 7; https://arxiv.org/pdf/2507.15241",,,yes_after_author_inclusion,,,pending
FMS0651,Favia: Forensic Agent for Vulnerability-fix Identification and Analysis,2026-02-13,,2602.12500,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,Favia uses a ReAct agent and repository tools to iteratively judge causal alignment between CVEs and candidate vulnerability-fixing commits.,"public full text pp. 1, 8, 7; https://arxiv.org/pdf/2602.12500",,,yes_after_author_inclusion,,,pending
FMS0659,Fixing Security Vulnerabilities with AI in OSS-Fuzz,2024-11-03,,2411.03346,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The OSS-Fuzz repair workflow uses agent-selected repository context, patch generation, oracle execution, and iteration feedback to revise later patches.",public full text pp. 1; https://yuntongzhang.github.io/assets/pdf/icse26-seip.pdf,,,yes_after_author_inclusion,,,pending
FMS0661,FLARE: Agentic Coverage-Guided Fuzzing for LLM-Based Multi-Agent Systems,2026-04-07,,2604.05289,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,FLARE fuzzes LLM multi-agent applications; it is relevant to the security of agent systems rather than an Agentic LLM mining vulnerabilities in target software.,"public full text pp. 2, 1; https://arxiv.org/pdf/2604.05289",,,no,,,pending
FMS0664,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,2026-05-12,,2605.11514,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,FlowSteer attacks multi-agent planning workflows and therefore supplies agent-security context rather than target-software evidence.,"public full text pp. 1, 2; https://arxiv.org/pdf/2605.11514",,,no,,,pending
FMS0676,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,2025-01-01; 2025-09-16,10.18653/v1/2025.emnlp-main.802,2509.14289,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2509.14289",,,yes_after_author_inclusion,,,pending
FMS0677,From Controlled to the Wild: Evaluation of Pentesting Agents for the Real-World,2026-05-11,,2605.10834,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The study executes existing pentesting agents against expert-annotated real-world targets and evaluates their multi-step tool trajectories and validated findings.,"public full text pp. 1, 4; https://arxiv.org/pdf/2605.10834",,,yes_after_author_inclusion,,,pending
FMS0678,From Coverage to Causes: Data-Centric Fuzzing for JavaScript Engines,2025-12-19,,2512.18102,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 3, 1, 2; https://arxiv.org/pdf/2512.18102",,,no,,,pending
FMS0684,From LLMs to Agents: A Comparative Evaluation of LLMs and LLM-based Agents in Security Patch Detection,2025-11-11,,2511.08060,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The ReAct agent selects interprocedural context tools, observes their output, and iterates before classifying a patch.","public full text pp. 3, 1, 4, 2; https://arxiv.org/pdf/2511.08060",,,yes_after_author_inclusion,,,pending
FMS0686,From Model to Breach: Towards Actionable LLM-Generated Vulnerabilities Reporting,2025-11-06,,2511.04538,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The paper develops severity reporting for vulnerabilities in LLM-generated code without an observable Agent runtime controlling analysis or validation tools.,"public full text pp. 1, 2; https://arxiv.org/pdf/2511.04538",,,no,,,pending
FMS0691,From Rookie to Expert: Manipulating LLMs for Automated Vulnerability Exploitation in Enterprise Software,2025-12-28,,2512.22753,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,RSA uses human-driven multi-round prompting to obtain exploits for known CVEs; the prompting rounds are not an autonomous Agent runtime or tool-feedback loop.,public full text pp. 1; https://arxiv.org/pdf/2512.22753,,,no,,,pending
FMS0698,From Trace to Line: LLM Agent for Real-World OSS Vulnerability Localization,2025-09-30,,2510.02389,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2510.02389",,,yes_after_author_inclusion,,,pending
FMS0705,FuzzAug: Data Augmentation by Coverage-guided Fuzzing for Neural Test Generation,2024-06-12,,2406.08665,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,background_reference_candidate,background_reference,"The record supplies background on agent security, evaluation, traditional mechanisms, or governance rather than target-software Agentic vulnerability discovery or validation.","public full text pp. 1, 2; https://arxiv.org/pdf/2406.08665",,,no,,,pending
FMS0707,Fuzzing BusyBox: Leveraging LLM and Crash Reuse for Embedded Bug Unearthing,2024-03-06,,2403.03897,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The BusyBox study uses LLM-generated initial seeds and replays crashes from related targets, but does not return runtime feedback to an LLM-controlled next action.","public full text pp. 2, 1, 3; https://www.usenix.org/system/files/usenixsecurity24-asmita.pdf",,,no,,,pending
FMS0708,Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,2024-9-11,10.1145/3650212.3680389,,acm_crossref; crossref,not_available,version_relation_identified,version_reconciliation,not_counted_as_separate_study,Same CovRL study as FMS0457; prefer the formal ACM version for metadata while preserving the arXiv source.,title/abstract and source metadata; https://doi.org/10.1145/3650212.3680389,alternate_version_new,FMS0457,no,,,pending
FMS0713,Fuzzy-LLM: Multi-Agent Task Planning with Large Language Models,2025-6-25,10.1109/snpd65828.2025.11254718,,ieee_crossref,not_available,title_abstract_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The record is outside target-software vulnerability discovery and validation or uses vulnerability in a non-software sense.,title/abstract and source metadata; https://doi.org/10.1109/snpd65828.2025.11254718,,,no,,,pending
FMS0717,GameplayQA: A Benchmarking Framework for Decision-Dense POV-Synced Multi-Video Understanding of 3D Virtual Agents,2026-03-25,,2603.24329,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,exclude_near_neighbor,excluded_near_neighbor,The paper concerns gameplay video question answering and is unrelated to software vulnerability discovery or validation.,"public full text pp. 1, 2; https://arxiv.org/pdf/2603.24329",,,no,,,pending
FMS0718,GapForge: Directed Compiler Fuzzing via Coverage-Gap Analysis,2026-07-17,,2607.15762,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.15762",,,yes_after_author_inclusion,,,pending
FMS0733,GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts,2026-04-27,,2604.24341,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The graph-of-thought workflow combines dynamic reasoning-path exploration with static-analysis operations; full-text access is still needed for coding.,public full text pp. 1; https://arxiv.org/pdf/2604.24341,,,yes_after_author_inclusion,,,pending
FMS0734,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,2023-08-07,10.1145/3597503.3639117,2308.03314,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"GPTScan couples LLM-selected variables and statements to static confirmation, so the LLM decision changes a later tool-mediated validation action.","public full text pp. 1, 4; https://arxiv.org/pdf/2308.03314",,,yes_after_author_inclusion,,,pending
FMS0741,Guided Reasoning in LLM-Driven Penetration Testing Using Structured Attack Trees,2025-09-09,,2509.07939,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 4, 2; https://arxiv.org/pdf/2509.07939",,,yes_after_author_inclusion,,,pending
FMS0742,Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation,2025-06-28,,2506.23034,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"CodeQL findings and LLM-produced explanations are returned as structured feedback for later code repair, yielding an observable analysis-to-repair transition.","public full text pp. 1, 3; https://arxiv.org/pdf/2506.23034",,,yes_after_author_inclusion,,,pending
FMS0744,Hackers or Hallucinators? A Comprehensive Analysis of LLM-Based Automated Penetration Testing,2026-04-07,,2604.05719,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 1, 7; https://arxiv.org/pdf/2604.05719",,,no,,,pending
FMS0747,HackSynth: LLM Agent and Evaluation Framework for Autonomous Penetration Testing,2024-12-02,,2412.01778,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3; https://arxiv.org/pdf/2412.01778",,,yes_after_author_inclusion,,,pending
FMS0752,HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines,2025-12-03,,2512.03420,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"HarnessAgent routes source-retrieval, compilation, repair, and harness-validation tools; build and validation failures change subsequent harness-generation actions.",public full text pp. 1; https://arxiv.org/pdf/2512.03420,,,yes_after_author_inclusion,,,pending
FMS0753,Harnessing Large Language Models for Seed Generation in Greybox Fuzzing,2024-11-27,,2411.18143,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2411.18143,,,yes_after_author_inclusion,,,pending
FMS0755,Harnessing LLMs for Document-Guided Fuzzing of OpenCV Library,2025-07-19,,2507.14558,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The OpenCV workflow uses documentation to generate fuzzing inputs before execution, without an observable feedback transition back to the LLM.","public full text pp. 2, 1, 3; https://arxiv.org/pdf/2507.14558",,,no,,,pending
FMS0768,Hound: Relation-First Knowledge Graphs for Complex-System Reasoning in Security Audits,2025-09-29,,2510.09633,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 11; https://arxiv.org/pdf/2510.09633",,,yes_after_author_inclusion,,,pending
FMS0775,How Safe Are AI-Generated Patches? A Large-scale Study on Security Risks in LLM and Agentic Automated Program Repair on SWE-bench,2025-06-30,,2507.02976,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"The study directly executes and compares established autonomous repair agents, then evaluates the security properties of their repository patches.","public full text pp. 1, 2, 5, 3; https://arxiv.org/pdf/2507.02976",,,yes_after_author_inclusion,,,pending
