disagreement_id,record_id,cohort,title,field,field_type,coder_x_label,coder_y_label,evidence_status,evidence_location_lead,evidence_excerpt_lead,evidence_summary,codebook_rule,human_final_label,brief_reason,evidence_location_verified,unresolved,reviewer_initials,review_date,row_status,task_id,case_id,third_party_task_id,third_party_case_id,third_party_row_type,third_party_study_title,third_party_material_path,third_party_material_sha256,third_party_final_label,third_party_verified_evidence_locator,third_party_brief_reason,third_party_confidence,third_party_unresolved,third_party_reviewer_initials,third_party_review_date,third_party_original_final_label,decision_provenance
U29__capability,U29,released_67,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,"https://arxiv.org/abs/2604.06506 | Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary). | excerpt pages 4, 1","[p.4] Thissource exploration phase provides the context needed for three key driver decisions: (1) Entry function 𝑒: The LLM selects 𝑒 based on the entrypoint strategy from Phase 1 (§3.3) and retrieves its signature to deter- mine parameter types and allocate arguments. [p.1] Modern static analysis (SA) tools [1, 3, 4, 8] can scan millions of lines and efficiently flag thousands of candidate sites, but with high false positive rates.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction,"context aggregation / rule extraction: p.5“Input:Vulnerability specificationspec 𝑖 , project source𝑃 Output:Concrete test inputs orinconclusive Data:𝑇 explore: exploration budget (default 8),𝑇 author: authoring deadline (default 12), 𝑇max: total turn budget (default 60),𝑅 max: refinement limit after site reached (default 15) 1𝑡←0;refine_count←0; 2while𝑡<𝑇 max do 3action←LLM(plan,history); 4if𝑡<𝑇 explore then // Source exploration”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.5; papers/A043.pdf,no,OY,2026-08-24,ready,R2-247,A043,R2-247,A043,disagreement,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,papers/A043.pdf,0A3175095BBEB0FBE61A35450B5ECF2A1A1EC5BFECAC5FFD0912788927C4F28A,context aggregation / rule extraction,p.5; papers/A043.pdf,"context aggregation / rule extraction: p.5“Input:Vulnerability specificationspec 𝑖 , project source𝑃 Output:Concrete test inputs orinconclusive Data:𝑇 explore: exploration budget (default 8),𝑇 author: authoring deadline (default 12), 𝑇max: total turn budget (default 60),𝑅 max: refinement limit after site reached (default 15) 1𝑡←0;refine_count←0; 2while𝑡<𝑇 max do 3action←LLM(plan,history); 4if𝑡<𝑇 explore then // Source exploration”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",high,no,OY,2026-08-24,,OY external rereview
FMS0676__capability,FMS0676,final_multisource_132,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,cross-stage capability,multi-label,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2509.14289 | role p.1; action p.1; feedback p.1; validation p.2; evaluation p.1,"agents, ranging from singular to modular de- respond dynamically to network feedback, thereby signs, across realistic penetration testing sce- enabling new PT capabilities such as autonomous narios, analyzing their empirical performance reconnaissance, adaptive exploit crafting, and ad-",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,no qualifying label observed,论文描述的相关流程为“ailure Mode Failure Reasons (FRs) Root Causes & Short Definitions & Occurrence FM1: Hallucination & Syntax Errors Syntax errors Tool misinterpretation Command execution failures Prompt ambiguity (missing/unclear instructions):57% Token-level drift (local generation deviation):30% Sampling randomness (decoding variability):13% FM2: Looping & Repetition Stuck in loop Premature termination Prompt chain misalignment (no explicit st”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。,p.7; papers/A076.pdf,no,OY,2026-08-24,ready,R2-248,A076,R2-248,A076,disagreement,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,papers/A076.pdf,B4AC3E255567BF23BA7E24AFAA74F9E4418E0911AF553A96B2691FDB3845CDF6,no qualifying label observed,p.7; papers/A076.pdf,论文描述的相关流程为“ailure Mode Failure Reasons (FRs) Root Causes & Short Definitions & Occurrence FM1: Hallucination & Syntax Errors Syntax errors Tool misinterpretation Command execution failures Prompt ambiguity (missing/unclear instructions):57% Token-level drift (local generation deviation):30% Sampling randomness (decoding variability):13% FM2: Looping & Repetition Stuck in loop Premature termination Prompt chain misalignment (no explicit st”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。,medium,no,OY,2026-08-24,,OY external rereview
FMS1055__lifecycle,FMS1055,final_multisource_132,"One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",lifecycle coverage,multi-label,candidate analysis,candidate analysis;execution observation;reporting and audit;reproduction and validation,source-linked lead,https://arxiv.org/pdf/2511.09134 | role p.1; action p.1; feedback p.5; validation p.1; evaluation p.1,"tract authority. Through signature verification, smart contracts can Language Models (LLMs) to assist in the static taint analysis of ensure that signers possess the required permissions, thus enhanc-",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",candidate analysis; reproduction and validation,"candidate analysis: p.4“These professionally-audited reports offer structured content for quick vulnerability analysis. function claim(...) { … bytes32 messageHash=keccak256(abi.encodePacked(msg.sender,_claimAmount)); require(signatureManager == recover(messageHash,_signature),""invalid signature""); signatureClaimed[_signature] = true //transfer token _transfer(address(this),msg.sender,_claimAmount); } Issue: Sig”；reproduction and validation: p.8“Cross-Project Replay Attack (X-PRA).LASiRanalyzes variable dependencies inWarnings_nodesto confirm if the_hashvalue at the sinks (ecrecover(_hash, v, r, s)) is influenced by theaddress(this) variable.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.4；p.8; papers/A010.pdf,no,OY,2026-08-24,ready,R2-249,A010,R2-249,A010,disagreement,"One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",papers/A010.pdf,77F2DA83EF8C59C6A1061577A5BE56A59D308D96220E9F5409857E1DE7F65CAD,candidate analysis; reproduction and validation,p.4；p.8; papers/A010.pdf,"candidate analysis: p.4“These professionally-audited reports offer structured content for quick vulnerability analysis. function claim(...) { … bytes32 messageHash=keccak256(abi.encodePacked(msg.sender,_claimAmount)); require(signatureManager == recover(messageHash,_signature),""invalid signature""); signatureClaimed[_signature] = true //transfer token _transfer(address(this),msg.sender,_claimAmount); } Issue: Sig”；reproduction and validation: p.8“Cross-Project Replay Attack (X-PRA).LASiRanalyzes variable dependencies inWarnings_nodesto confirm if the_hashvalue at the sinks (ecrecover(_hash, v, r, s)) is influenced by theaddress(this) variable.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
FMS0509__lifecycle,FMS0509,final_multisource_132,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,lifecycle coverage,multi-label,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit,source-linked lead,https://arxiv.org/pdf/2606.25332 | role p.1; action p.1; feedback p.3; validation p.2; evaluation p.1,"- guage Models, Decoupled Evaluation, Ground-Truth Injection 1 Introduction Recent advances in Large Language Models (LLMs) for code generation and logical reasoning have accelerated the development of autonomous cybersecurity systems. Prior work, such as PentestGPT [1] has shown t",A source-linked excerpt and locator are supplied as review leads for auditability.,"Mark only observable lifecycle actions or outputs. Reporting and audit requires explicit packaging, routing, disclosure, or audit transition; a report name alone is insufficient.",path and input exploration; reproduction and validation,"path and input exploration: p.10“When reconnaissance fails, the framework wou ld in- ject only the vulnerable endpoint, parameter, and CWE category, rather than a known CVE identifier.”；reproduction and validation: p.10“This would require the agent to synthesize payloads without relying on historical proof-of-concept templates, enabling a more isolated assessment of zero-day exploit-generation capability.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",p.10; papers/A056.pdf,no,OY,2026-08-24,ready,R2-250,A056,R2-250,A056,disagreement,Decoupling Reconnaissance and Exploitation: Measuring the Capability Boundaries of LLM-Based Web Penetration Testing,papers/A056.pdf,D33D9062890AED072FC57BFEEE5B61D39F33AED41F887DE1EA493CEBA156A6C4,path and input exploration; reproduction and validation,p.10; papers/A056.pdf,"path and input exploration: p.10“When reconnaissance fails, the framework wou ld in- ject only the vulnerable endpoint, parameter, and CWE category, rather than a known CVE identifier.”；reproduction and validation: p.10“This would require the agent to synthesize payloads without relying on historical proof-of-concept templates, enabling a more isolated assessment of zero-day exploit-generation capability.”。这些均是系统实际执行的动作；未将作者或维护者的后续行为计入。",high,no,OY,2026-08-24,,OY external rereview
C10__external_traceability,C10,released_67,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,external traceability,single-label,no external trace reported,benchmark ground truth / public material,source-linked lead,"https://arxiv.org/abs/2509.11523 | Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations). | excerpt pages 9, 17","[p.9] All datasets follow publicly available splits. [p.17] 6 DISCUSSION Threats.First, our evaluation relies on public datasets (PrimeVul, SVEN) and their pair-wise labels; any label noise or imperfect fix mapping can bias results.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,benchmark ground truth / public material,"论文相关事实为“We have also released all generated vulnerability reports, the prompts and system logic used in VulAgent, the static tool for constructing context for the SVEN dataset, and the resulting context-augmented dataset package.”。材料明确使用或发布公开 benchmark/dataset 作为可核查基础，但没有把系统新发现逐项对齐到公开外部记录。",p.9; papers/A027.pdf,no,OY,2026-08-24,ready,R2-252,A027,R2-252,A027,disagreement,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,papers/A027.pdf,CA323542F5572004E8678AAEF82E8FB8FA890A66C9BC77AAA916FCC6747DC1B4,benchmark ground truth / public material,p.9; papers/A027.pdf,"论文相关事实为“We have also released all generated vulnerability reports, the prompts and system logic used in VulAgent, the static tool for constructing context for the SVEN dataset, and the resulting context-augmented dataset package.”。材料明确使用或发布公开 benchmark/dataset 作为可核查基础，但没有把系统新发现逐项对齐到公开外部记录。",high,no,OY,2026-08-24,,OY external rereview
FMS0916__capability,FMS0916,final_multisource_132,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,cross-stage capability,multi-label,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://arxiv.org/pdf/2509.15433 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,"ces the time and specialized expertise required to confirm a vulnerability's existence and impact. This accelerates the feedback loop for developers, enabling quicker patch development and more robust regression testing. D. Dynamic Bug Description and Remediation Suggestions While SAST identifies issues, the descriptions of the vulnerabilities and its remediation are usually hardcoded, and often lack the context necessary for immediate developer action. Leveraging their natural",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,no qualifying label observed,"论文描述的相关流程为“By providing clear bug explanations and direct remediation advice, LLMs streamline the developer's workflow, reducing the ""time to fix"" and minimizing the window of vulnerability.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",p.2; papers/A009.pdf,no,OY,2026-08-24,ready,R2-253,A009,R2-253,A009,disagreement,LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,papers/A009.pdf,BC4271CDA1D783B6E2EFC34C20C14290ADC14A408FF703FA0D1750310625FB05,no qualifying label observed,p.2; papers/A009.pdf,"论文描述的相关流程为“By providing clear bug explanations and direct remediation advice, LLMs streamline the developer's workflow, reducing the ""time to fix"" and minimizing the window of vulnerability.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。",medium,no,OY,2026-08-24,,OY external rereview
C24__principal_evidence,C24,released_67,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,principal reported evidence output,single-label,controlled task completion,reproducible validation,source-linked lead,"https://bountybench.github.io/ | Paper pp. 1–3 (Abstract/framework), pp. 3–7 (Detect/Exploit/Patch evaluators), pp. 7–10 (agent evaluation), and public benchmark/run-log description. | excerpt pages 2","[p.2] Even with CTF benchmarks, there have been issues with tasks being broken and unsolvable, and infrastructure introducing new vulnerabilities [23]. [p.2] Capture the Flag (CTF) benchmarks have seen significant adoption [31, 36, 38]; for instance, Cybench [38] has seen adoption as the only open-source cybersecurity benchmark leveraged for UK/US AISI Pre-Deployment Evaluation [33], Claude 3.7 Sonnet System Card [3], among others.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,candidate judgment,"摘要的主要输出为“BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems Andy K. Zhang1 Joey Ji1,† Celeste Menders1,† Riya Dulepet1,† Thomas Qin1,† Ron Y. Wang1,‡ Junrong Wu1,‡ Kyleen Liao1,‡ Jiliang Li1,‡ Jinghan Hu1 Sara Hong1 Nardos Demilew1 Shivatmica Murgai1 Jason Tran1 Nishka Kacheria1 Ethan Ho1 Denis Liu1 Lauren McLane1 Olivia Bruvik1 Dai-Rong H”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。","p.1, Abstract; papers/A099.txt",no,OY,2026-08-24,ready,R2-254,A099,R2-254,A099,disagreement,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,papers/A099.txt,31B5F6D4641E14C548247F9DCDB9A97D117859E3506073FF441F7F7D9F37322E,candidate judgment,"p.1, Abstract; papers/A099.txt","摘要的主要输出为“BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems Andy K. Zhang1 Joey Ji1,† Celeste Menders1,† Riya Dulepet1,† Thomas Qin1,† Ron Y. Wang1,‡ Junrong Wu1,‡ Kyleen Liao1,‡ Jiliang Li1,‡ Jinghan Hu1 Sara Hong1 Nardos Demilew1 Shivatmica Murgai1 Jason Tran1 Nishka Kacheria1 Ethan Ho1 Denis Liu1 Lauren McLane1 Olivia Bruvik1 Dai-Rong H”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。",medium,no,OY,2026-08-24,,OY external rereview
U26__principal_evidence,U26,released_67,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,principal reported evidence output,single-label,runtime safety signal,controlled task completion,source-linked lead,"https://arxiv.org/abs/2604.12172 | Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results). | excerpt pages 3, 1",[p.3] T2 uses the same architecture but tasks the LLM with emergent vulnerability discovery. [p.1] The current Web3 security apparatus is structurally blind to this class of vulnerability.,A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,candidate judgment,"摘要的主要输出为“COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery Dominik Blain QreativeLab Gatineau, QC, Canada dominik@qreativelab.io Abstract—Cross-chain bridge exploits have caused over $1.1B in losses through a single recurring pathology: temporal ordering violations in distributed state machines. Existing static analyzers and bounded symbolic e”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。","p.1, Abstract; papers/A035.pdf",no,OY,2026-08-24,ready,R2-255,A035,R2-255,A035,disagreement,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,papers/A035.pdf,C28FA54C44A89C53DA07EAAA0FF33D30E892F093E6D78B8F15A87B42321BE34A,candidate judgment,"p.1, Abstract; papers/A035.pdf","摘要的主要输出为“COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery Dominik Blain QreativeLab Gatineau, QC, Canada dominik@qreativelab.io Abstract—Cross-chain bridge exploits have caused over $1.1B in losses through a single recurring pathology: temporal ordering violations in distributed state machines. Existing static analyzers and bounded symbolic e”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。",medium,no,OY,2026-08-24,,OY external rereview
C17__principal_evidence,C17,released_67,Synthesizing multi-agent harnesses for vulnerability discovery,principal reported evidence output,single-label,reproducible validation,externally traceable material,source-linked lead,"https://arxiv.org/abs/2604.20801 | Paper pp. 1–3 (Abstract and motivating harness), pp. 5–9 (typed DSL and outer loop), and pp. 9–12 (evaluation, Table 2 and vendor-confirmed CVEs). | excerpt pages 3","[p.3] The harness has produced a small, reproducible HEIF file that triggers the heap-buffer-overflow found in CVE-2020-23109. [p.3] Synthesizing Multi-Agent Harnesses for Vulnerability Discovery Input // heif_colorconv.cc voidconvert_colsp( Image* in, out) { intw = in->width; if(in_a && out_a) memcpy(dst, src,w*2); } libheif AgentFlow Propose Execute & Observe Score Diagnose Iter 1 Harness𝐻0 agent libheif stderr file rejected by parser ×fail format not satisfied Iter 2 Harness𝐻1 analyzer crafter libheif coverage no crash, exit 0 ×fail vuln. branch not reached Iter 3 Harness𝐻2 analyzer crafter verifier libheif coverage ASan retry heap-buffer-overflow ✓CVE triggered PoC constructed 0100110110110010 0110010101001000 0010101011010110 Output 0100110110110010 0110010101001000 0010101011010110 1100101101110100 10010110001110",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Select the observable result most directly supporting the main finding. Benchmark ground truth or aggregate CVE counts do not automatically establish externally traceable material.,candidate judgment,"摘要的主要输出为“Synthesizing Multi-Agent Harnesses for Vulnerability Discovery Hanzhi Liu University of California, Santa Barbara hanzhi@ucsb.edu Chaofan Shou Fuzzland shou@fuzz.land Xiaonan Liu Fuzzland xl@fuzz.land Hongbo Wen University of California, Santa Barbara hongbowen@ucsb.edu Yanju Chen University of California, San Diego yanju@ucsd.edu Ryan Jingyang Fang World Liberty Financial ryan”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。","p.1, Abstract; papers/A013.pdf",no,OY,2026-08-24,ready,R2-256,A013,R2-256,A013,disagreement,Synthesizing multi-agent harnesses for vulnerability discovery,papers/A013.pdf,896F1E7B49BACBB567AA2D4CAD74DB0AFED738982B3863743F20CFFED47D2EC7,candidate judgment,"p.1, Abstract; papers/A013.pdf","摘要的主要输出为“Synthesizing Multi-Agent Harnesses for Vulnerability Discovery Hanzhi Liu University of California, Santa Barbara hanzhi@ucsb.edu Chaofan Shou Fuzzland shou@fuzz.land Xiaonan Liu Fuzzland xl@fuzz.land Hongbo Wen University of California, Santa Barbara hongbowen@ucsb.edu Yanju Chen University of California, San Diego yanju@ucsd.edu Ryan Jingyang Fang World Liberty Financial ryan”。未定位到更强的受控完成、运行信号、复现材料或逐项外部对齐，故按候选判断编码。",medium,no,OY,2026-08-24,,OY external rereview
FMS0842__capability,FMS0842,final_multisource_132,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,https://spectrum.library.concordia.ca/id/eprint/996544/1/Dai_MA_F2025.pdf | role p.3; action p.11; feedback p.3; validation p.3; evaluation p.3,"nerator that produces actionable and context-aware step-by-step guidance; and 3) a Reflector that evaluates execution feedback and facilitates structured reflective learning. A comprehensive PT knowledge vector database (VDB) is built from public cybersecurity resources, including MITRE ATT&CK and the OWASP Testing Guide (OTG), forming a tree-structured repository of tactics, techniques, and abstract actions. Experiments were conducted on the Sau machine from the Hack The Bo",A source-linked excerpt and locator are supplied as review leads for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,no qualifying label observed,论文描述的相关流程为“RefPentester integrates three main components: 1) a Process Navigator that identiﬁes the current PT stage and retrieves corresponding hierarchi- cal knowledge via a retrieval-augmented generation (RAG) pipeline; 2) a Generator that produces actionable and context-aware step-by-step guidance; and 3) a Reﬂector that evaluates execution feedback and facilitates structured reﬂective learning.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。,p.3; papers/A179.pdf,no,OY,2026-08-24,ready,R2-257,A179,R2-257,A179,disagreement,Knowledge-Informed Self-Reflective Automated Penetration Testing Based on LLMs,papers/A179.pdf,836A88C76ACAB01B44F654EC590138E31B05E6E8B367539923FA3D2DAE1FBD2E,no qualifying label observed,p.3; papers/A179.pdf,论文描述的相关流程为“RefPentester integrates three main components: 1) a Process Navigator that identiﬁes the current PT stage and retrieves corresponding hierarchi- cal knowledge via a retrieval-augmented generation (RAG) pipeline; 2) a Generator that produces actionable and context-aware step-by-step guidance; and 3) a Reﬂector that evaluates execution feedback and facilitates structured reﬂective learning.”。全文未定位到可核查的“前序信息或反馈 -> 后续动作改变”链条，故不把多模块并列或普通人工评估计为 cross-stage capability。,medium,no,OY,2026-08-24,,OY external rereview
U25__capability,U25,released_67,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,cross-stage capability,multi-label,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,source-linked lead,"https://arxiv.org/abs/2604.13611 | Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study). | excerpt pages 6, 17","[p.6] In response, it iteratively analyzes the cause of the failure and updates the PoC. [p.17] Otherwise, we select corresponding primitive operations to update PoC based on the reason and the type of vulnerability.",A source-linked excerpt and locator are supplied as review leads; the cited source and locator should be retained for auditability.,Require an explicit cross-stage connection. Information must guide later action; feedback must alter later action; packaging must assemble prior outputs; governance must enforce an actual gate.,context aggregation / rule extraction; feedback interpretation / loop adjustment; validation organization / evidence packaging,"context aggregation / rule extraction: p.7“In detail, to avoid the influence of cheatcodes on the results,V2Eexecutes the PoC in a customized EVM and collects the execution context to analyze whether the vulnerability has been triggered.”；feedback interpretation / loop adjustment: p.11“∀𝑃𝑜𝐶∈𝑐𝑜𝑟𝑝𝑢𝑠,¬𝑇 𝑟𝑖𝑔𝑔𝑒𝑟(𝑃𝑜𝐶)&&¬𝑃𝑟𝑜 𝑓 𝑖𝑡(𝑃𝑜𝐶)=>𝑀𝑎𝑛𝑢𝑎𝑙𝑙𝑦 𝐶ℎ𝑒𝑐𝑘(4) 4.3 Feedback-Driven PoC Refinement When the PoC fails verification,V2Eperforms PoC optimization based on the execution feedback through bytecode semantic analysis and primitive operation.”；validation organization / evidence packaging: p.3“• We proposeV2E, a novel automated smart contract vulnerability validating framework, to generate and refine vulnerability-specific PoC, observe and interpret its execution results to confirm a reported vulnerability.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",p.3；p.7；p.11; papers/A181.pdf,no,OY,2026-08-24,ready,R2-258,A181,R2-258,A181,disagreement,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,papers/A181.pdf,0BE5DA5763A0CAD3FBD713704B487520D3522255E8C51D8CA12402D9A55789BE,context aggregation / rule extraction; feedback interpretation / loop adjustment; validation organization / evidence packaging,p.3；p.7；p.11; papers/A181.pdf,"context aggregation / rule extraction: p.7“In detail, to avoid the influence of cheatcodes on the results,V2Eexecutes the PoC in a customized EVM and collects the execution context to analyze whether the vulnerability has been triggered.”；feedback interpretation / loop adjustment: p.11“∀𝑃𝑜𝐶∈𝑐𝑜𝑟𝑝𝑢𝑠,¬𝑇 𝑟𝑖𝑔𝑔𝑒𝑟(𝑃𝑜𝐶)&&¬𝑃𝑟𝑜 𝑓 𝑖𝑡(𝑃𝑜𝐶)=>𝑀𝑎𝑛𝑢𝑎𝑙𝑙𝑦 𝐶ℎ𝑒𝑐𝑘(4) 4.3 Feedback-Driven PoC Refinement When the PoC fails verification,V2Eperforms PoC optimization based on the execution feedback through bytecode semantic analysis and primitive operation.”；validation organization / evidence packaging: p.3“• We proposeV2E, a novel automated smart contract vulnerability validating framework, to generate and refine vulnerability-specific PoC, observe and interpret its execution results to confirm a reported vulnerability.”。引文分别说明前序信息/反馈如何改变后续检索、生成、验证、记忆或审查动作。",high,no,OY,2026-08-24,,OY external rereview
FMS0090__external_traceability,FMS0090,final_multisource_132,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models,external traceability,single-label,benchmark ground truth / public material,publicly aligned external trace,source-linked lead,https://arxiv.org/pdf/2510.10148 | role p.1; action p.1; feedback p.2; validation p.1; evaluation p.1,"g on the practical feasibility of leveraging publicly dis- closed information. We evaluate GPT-4o and DeepSeek-R1 on of-Concept (PoC) is indispensable for validating vulnerability, 100 real-world and reproducible CVEs across three stages of enabling root-cause analysis, and supporting regression testing. vulnerability disclosure: (1) newly disclosed vuln",A source-linked excerpt and locator are supplied as review leads for auditability.,Code separately from principal output. Only item-level alignment between a concrete system result and a specific public external record qualifies as publicly aligned external trace.,author-reported external clue,"论文相关事实为“As shown in Figure 1, we define three input scenariosS= {S1,S 2,S 3}aligns with realistic threat for each vulnerability vbased on its public informationP(v), where: •S 1 ={D}: Using only the description, reflecting minimal disclosure but with potentially semantic guidance, corre- sponding to the newly disclosed vulnerability. •S 2 ={D, P}: Combining the description and patch, support- ing semantic understanding and vulnerabilit”。这是作者报告的披露/确认线索，但未同时提供读者可逐项定位的 trigger、replay、PoC 或公开记录链接。",p.4; papers/A113.pdf,no,OY,2026-08-24,ready,R2-259,A113,R2-259,A113,disagreement,A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models,papers/A113.pdf,6F47006D6C64D276E6482BF792F5F6F053AAF284E5C441ACD7DC576BD3E215FD,author-reported external clue,p.4; papers/A113.pdf,"论文相关事实为“As shown in Figure 1, we define three input scenariosS= {S1,S 2,S 3}aligns with realistic threat for each vulnerability vbased on its public informationP(v), where: •S 1 ={D}: Using only the description, reflecting minimal disclosure but with potentially semantic guidance, corre- sponding to the newly disclosed vulnerability. •S 2 ={D, P}: Combining the description and patch, support- ing semantic understanding and vulnerabilit”。这是作者报告的披露/确认线索，但未同时提供读者可逐项定位的 trigger、replay、PoC 或公开记录链接。",medium,no,OY,2026-08-24,,OY external rereview
