matrix_id,system,primitive_family,use_role,named_tools,source_location,role_assignment_basis,extraction_note
C31,GONDAR,fuzzing_input_harness,both,sink analysis;libFuzzer;execution logs;exploit synthesis,"Paper pp. 1–4 (Abstract/overview), pp. 4–7 (methodology and agents), pp. 7–14 (evaluation and industry validation), and pp. 15–17 (discussion/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
C31,GONDAR,runtime_oracle,both,sink analysis;libFuzzer;execution logs;exploit synthesis,"Paper pp. 1–4 (Abstract/overview), pp. 4–7 (methodology and agents), pp. 7–14 (evaluation and industry validation), and pp. 15–17 (discussion/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
C31,GONDAR,replay_poc_pov,both,sink analysis;libFuzzer;execution logs;exploit synthesis,"Paper pp. 1–4 (Abstract/overview), pp. 4–7 (methodology and agents), pp. 7–14 (evaluation and industry validation), and pp. 15–17 (discussion/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U01,RAVEN,static_taint_specification,both,retrieval-assisted code analysis;patch validator,"Paper pp. 1–3 (Abstract/design motivation), pp. 3–7 (RAG/curator/repair-review loop), and pp. 7–11 (evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U01,RAVEN,patch_build_test,both,retrieval-assisted code analysis;patch validator,"Paper pp. 1–3 (Abstract/design motivation), pp. 3–7 (RAG/curator/repair-review loop), and pp. 7–11 (evaluation and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U02,Revelio,static_taint_specification,both,CodeQL;fuzzing/sanitizer execution;PoV validation,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U02,Revelio,runtime_oracle,both,CodeQL;fuzzing/sanitizer execution;PoV validation,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U02,Revelio,replay_poc_pov,both,CodeQL;fuzzing/sanitizer execution;PoV validation,"Paper pp. 1–6 (architecture), pp. 6–11 (evaluation), especially pp. 8–9 (finding table and CVE case study).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U03,OpenAnt,static_taint_specification,both,static analysis;containerized dynamic exploit validation,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U03,OpenAnt,runtime_oracle,both,static analysis;containerized dynamic exploit validation,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U03,OpenAnt,replay_poc_pov,both,static analysis;containerized dynamic exploit validation,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U04,Code-Augur,static_taint_specification,both,specification inference;libFuzzer;AddressSanitizer;PoV execution,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U04,Code-Augur,fuzzing_input_harness,both,specification inference;libFuzzer;AddressSanitizer;PoV execution,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U04,Code-Augur,runtime_oracle,both,specification inference;libFuzzer;AddressSanitizer;PoV execution,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U04,Code-Augur,replay_poc_pov,both,specification inference;libFuzzer;AddressSanitizer;PoV execution,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U05,Transferable Self-Evolving Playbooks for Agentic Security Auditing,runtime_oracle,evaluation/support use,reconnaissance tools;target execution;PoC validation,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U05,Transferable Self-Evolving Playbooks for Agentic Security Auditing,replay_poc_pov,evaluation/support use,reconnaissance tools;target execution;PoC validation,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U05,Transferable Self-Evolving Playbooks for Agentic Security Auditing,recon_scan_pentest,evaluation/support use,reconnaissance tools;target execution;PoC validation,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U06,DIG,fuzzing_input_harness,both,constraint solving;directed mutation;GDB;PoC execution,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U06,DIG,symbolic_constraint,both,constraint solving;directed mutation;GDB;PoC execution,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U06,DIG,runtime_oracle,both,constraint solving;directed mutation;GDB;PoC execution,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U06,DIG,replay_poc_pov,both,constraint solving;directed mutation;GDB;PoC execution,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U07,NeuroLog,static_taint_specification,both,Datalog;SMT;symbolic execution;crash-input replay,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U07,NeuroLog,symbolic_constraint,both,Datalog;SMT;symbolic execution;crash-input replay,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U07,NeuroLog,runtime_oracle,both,Datalog;SMT;symbolic execution;crash-input replay,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U07,NeuroLog,replay_poc_pov,both,Datalog;SMT;symbolic execution;crash-input replay,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U08,EvoRepair,runtime_oracle,evaluation/support use,benchmark tests;patch validation,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U08,EvoRepair,patch_build_test,evaluation/support use,benchmark tests;patch validation,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U09,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,static_taint_specification,evaluation/support use,static call-graph analysis;libFuzzer;coverage and sanitizer feedback,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U09,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,fuzzing_input_harness,workflow-active use,static call-graph analysis;libFuzzer;coverage and sanitizer feedback,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U09,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,runtime_oracle,workflow-active use,static call-graph analysis;libFuzzer;coverage and sanitizer feedback,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U10,ContraFix,runtime_oracle,both,PoC replay;sanitizer logs;build and benchmark tests,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U10,ContraFix,replay_poc_pov,evaluation/support use,PoC replay;sanitizer logs;build and benchmark tests,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U10,ContraFix,patch_build_test,both,PoC replay;sanitizer logs;build and benchmark tests,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U11,MemRepair,runtime_oracle,evaluation/support use,PoC execution;runtime feedback;patch validation,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U11,MemRepair,replay_poc_pov,evaluation/support use,PoC execution;runtime feedback;patch validation,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U11,MemRepair,patch_build_test,evaluation/support use,PoC execution;runtime feedback;patch validation,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U12,Veritas,static_taint_specification,evaluation/support use,binary analysis;dynamic execution;reproduced vulnerability inputs,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U12,Veritas,runtime_oracle,evaluation/support use,binary analysis;dynamic execution;reproduced vulnerability inputs,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U12,Veritas,replay_poc_pov,evaluation/support use,binary analysis;dynamic execution;reproduced vulnerability inputs,"Paper pp. 1–6 (Slicer/Discover/Validator), pp. 6–10 (runtime-oracle evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U13,FuzzAgent,fuzzing_input_harness,evaluation/support use,libFuzzer;sanitizers;crash triage,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U13,FuzzAgent,runtime_oracle,evaluation/support use,libFuzzer;sanitizers;crash triage,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U14,Agentic Fuzzing,fuzzing_input_harness,both,fuzzing engine;crash/assertion feedback,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U14,Agentic Fuzzing,runtime_oracle,both,fuzzing engine;crash/assertion feedback,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U15,Root-Cause-Driven Automated Vulnerability Repair,static_taint_specification,both,CodeQL;PoC replay;sanitizer feedback;patch tests,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U15,Root-Cause-Driven Automated Vulnerability Repair,runtime_oracle,both,CodeQL;PoC replay;sanitizer feedback;patch tests,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U15,Root-Cause-Driven Automated Vulnerability Repair,replay_poc_pov,evaluation/support use,CodeQL;PoC replay;sanitizer feedback;patch tests,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U15,Root-Cause-Driven Automated Vulnerability Repair,patch_build_test,both,CodeQL;PoC replay;sanitizer feedback;patch tests,"Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,fuzzing_input_harness,both,test generation;compilation and execution feedback;PoV tests,"Paper pp. 1–5 (PoVSmith workflow), pp. 5–10 (evaluation and PR/CVE-request outcomes).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,runtime_oracle,both,test generation;compilation and execution feedback;PoV tests,"Paper pp. 1–5 (PoVSmith workflow), pp. 5–10 (evaluation and PR/CVE-request outcomes).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,replay_poc_pov,both,test generation;compilation and execution feedback;PoV tests,"Paper pp. 1–5 (PoVSmith workflow), pp. 5–10 (evaluation and PR/CVE-request outcomes).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U17,FunFuzz,fuzzing_input_harness,evaluation/support use,compiler fuzzing;coverage and crash feedback,"Paper pp. 1–5 (multi-island fuzzing), pp. 5–12 (evaluation and upstream issue classification), and p. 13 (artifact/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U17,FunFuzz,runtime_oracle,evaluation/support use,compiler fuzzing;coverage and crash feedback,"Paper pp. 1–5 (multi-island fuzzing), pp. 5–12 (evaluation and upstream issue classification), and p. 13 (artifact/disclosure).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U18,APIOT,runtime_oracle,evaluation/support use,network reconnaissance;QEMU execution;exploit and patch verification,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U18,APIOT,replay_poc_pov,evaluation/support use,network reconnaissance;QEMU execution;exploit and patch verification,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U18,APIOT,patch_build_test,evaluation/support use,network reconnaissance;QEMU execution;exploit and patch verification,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U18,APIOT,recon_scan_pentest,evaluation/support use,network reconnaissance;QEMU execution;exploit and patch verification,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U21,Symbolic Execution Meets Multi-LLM Orchestration,symbolic_constraint,both,KLEE;symbolic-execution feedback,"Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U21,Symbolic Execution Meets Multi-LLM Orchestration,runtime_oracle,both,KLEE;symbolic-execution feedback,"Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U22,Automation-Exploit,runtime_oracle,both,Nmap;Metasploit;digital-twin exploit execution,"Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U22,Automation-Exploit,replay_poc_pov,both,Nmap;Metasploit;digital-twin exploit execution,"Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U22,Automation-Exploit,recon_scan_pentest,both,Nmap;Metasploit;digital-twin exploit execution,"Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,runtime_oracle,both,interactive web/binary targets;validated exploit execution,"Paper pp. 1–6 (architecture families and validator), pp. 6–9 (600-run results), and appendices pp. 15–17 (prompts/PoC validation).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,replay_poc_pov,both,interactive web/binary targets;validated exploit execution,"Paper pp. 1–6 (architecture families and validator), pp. 6–9 (600-run results), and appendices pp. 15–17 (prompts/PoC validation).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,recon_scan_pentest,both,interactive web/binary targets;validated exploit execution,"Paper pp. 1–6 (architecture families and validator), pp. 6–9 (600-run results), and appendices pp. 15–17 (prompts/PoC validation).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U25,V2E,runtime_oracle,both,smart-contract execution;profit oracle;PoC validation,"Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U25,V2E,replay_poc_pov,both,smart-contract execution;profit oracle;PoC validation,"Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U26,COBALT-TLA,static_taint_specification,evaluation/support use,TLA+;TLC;Z3;verification traces,"Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U26,COBALT-TLA,symbolic_constraint,evaluation/support use,TLA+;TLC;Z3;verification traces,"Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U26,COBALT-TLA,runtime_oracle,evaluation/support use,TLA+;TLC;Z3;verification traces,"Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U27,Argus,static_taint_specification,both,CodeQL;taint-flow analysis,"Paper pp. 1–6 (Argus pipeline/PoC reasoning/reporting), pp. 6–8 (evaluation and static-only limitation).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U28,PoC-Adapt,runtime_oracle,evaluation/support use,PoC execution;runtime feedback;replay validation,"Paper pp. 1–10 (semantic oracle and adaptive policy), pp. 10–15 (PoC verification results and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U28,PoC-Adapt,replay_poc_pov,evaluation/support use,PoC execution;runtime feedback;replay validation,"Paper pp. 1–10 (semantic oracle and adaptive policy), pp. 10–15 (PoC verification results and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,static_taint_specification,both,static analysis;KLEE;symbolic execution;concrete replay,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,symbolic_constraint,both,static analysis;KLEE;symbolic execution;concrete replay,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,runtime_oracle,both,static analysis;KLEE;symbolic execution;concrete replay,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,replay_poc_pov,both,static analysis;KLEE;symbolic execution;concrete replay,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U31,Fuzzing with Agents? Generators Are All You Need,fuzzing_input_harness,evaluation/support use,generated input programs;coverage-guided execution,"Paper pp. 1–5 (Gentoo generator loop), pp. 5–10 (coverage experiments), and pp. 10–12 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U31,Fuzzing with Agents? Generators Are All You Need,runtime_oracle,evaluation/support use,generated input programs;coverage-guided execution,"Paper pp. 1–5 (Gentoo generator loop), pp. 5–10 (coverage experiments), and pp. 10–12 (discussion/conclusion).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U32,STRIATUM-CTF,runtime_oracle,both,Nmap;GDB;CTF target execution,"Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U32,STRIATUM-CTF,replay_poc_pov,both,Nmap;GDB;CTF target execution,"Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U32,STRIATUM-CTF,recon_scan_pentest,both,Nmap;GDB;CTF target execution,"Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
U33,VulnAgent-R2,static_taint_specification,both,static code analysis;harness execution;sanitizer evidence,"Paper pp. 1–6 (evidence-calibrated architecture), pp. 6–11 (benchmark/dynamic-verification evaluation and limitations).",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
