record_id,canonical_title,system_alias,publication_status,venue,official_url,arxiv_id,doi,last_verified_date,note,citation_key
CP058,Adaptive hierarchical evaluation of LLMs and SAST tools for CWE prediction in python,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2601.01320,2601.01320,10.48550/ARXIV.2601.01320,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=AdaptiveHierarchicalEvaluation2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2601.01320,
CP059,Source code vulnerability detection based on deep learning: a review,NA,published_or_indexed_from_local_metadata,journalArticle,https://link.springer.com/article/10.1186/s42400-025-00518-7,NA,10.1186/s42400-025-00518-7,2026-05-30,bib_match=su2026sourceVulnerabilityReview; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=SourceCodeVulnerability2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1186/s42400-025-00518-7,
CP060,Automating fuzz driver generation for deep learning libraries with large language models,NA,verified_by_zotero,journalArticle,https://link.springer.com/article/10.1186/s42400-025-00532-9,NA,10.1186/s42400-025-00532-9,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=AutomatingFuzzDriver2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1186/s42400-025-00532-9,
CP061,All you need is a fuzzing brain: an LLM-powered system for automated vulnerability detection and patching,FuzzingBrain,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2509.07225,2509.07225,10.48550/ARXIV.2509.07225,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=AllYouNeed2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2509.07225,
CP062,LLM-powered silent bug fuzzing in deep learning libraries via versatile and controlled bug transfer,NA,verified_by_zotero,conferencePaper,https://doi.org/10.1145/3798258,NA,10.1145/3798258,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLMPoweredSilentBug2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3798258,
CP063,Hybrid fuzzing with LLM-guided input mutation and semantic feedback,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-3315-9628-6,NA,10.1109/CARS67163.2025.11337923,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=HybridFuzzingLLMGuided2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11337923/,
CP064,ChatHTTPFuzz: large language model-assisted IoT HTTP fuzzing,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s13042-024-02527-3,NA,10.1007/s13042-024-02527-3,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=ChatHTTPFuzzLargeLanguage2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s13042-024-02527-3,
CP065,Intelligent test case generation method for fuzzing IoT protocols based on LLM,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s10515-025-00557-x,NA,10.1007/s10515-025-00557-x,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=IntelligentTestCase2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10515-025-00557-x,
CP066,Mut4All: fuzzing compilers via LLM-synthesized mutators learned from bug reports,Mut4All,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2507.19275,2507.19275,10.48550/ARXIV.2507.19275,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=Mut4AllFuzzingCompilers2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2507.19275,
CP067,FuzzCoder: code large language model-based fuzz testing for industrial IoT programs,NA,verified_by_zotero,journalArticle,https://doi.org/10.1109/JIOT.2025.3577602,NA,10.1109/JIOT.2025.3577602,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=FuzzCoderCodeLarge2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11028927/,
CP068,LLAMA: multi-feedback smart contract fuzzing framework with LLM-guided seed generation,LLAMA,verified_by_zotero,journalArticle,https://doi.org/10.1109/TIFS.2026.3666859,NA,10.1109/TIFS.2026.3666859,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLAMAMultiFeedbackSmart2026; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11406199/,gai2026llama
CP069,SDLLMFuzz: dynamic-static LLM-assisted greybox fuzzing for structured input programs,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2604.17750,2604.17750,10.48550/ARXIV.2604.17750,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=SDLLMFuzzDynamicstaticLLMassisted2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2604.17750,
CP070,When software security meets large language models: a survey,NA,published_or_indexed_from_local_metadata,journalArticle,https://doi.org/10.1109/JAS.2024.124971,NA,10.1109/JAS.2024.124971,2026-05-30,bib_match=zhu2025softwareSecurityLLM; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=WhenSoftwareSecurity2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/10846956/,
CP071,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,ProtocolGuard,verified_by_zotero,journalArticle,https://doi.org/10.14722/ndss.2026.240521,NA,10.14722/ndss.2026.240521,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=ProtocolGuardDetectingProtocol2026; risk=publisher_landing_recorded; zotero_url=https://www.ndss-symposium.org/wp-content/uploads/2026-f521-paper.pdf,
CP072,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,BSFuzzer,verified_by_zotero,journalArticle,https://doi.org/10.14722/ndss.2026.240094,NA,10.14722/ndss.2026.240094,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=BSFuzzerContextAwareSemantic2026; risk=publisher_landing_recorded; zotero_url=https://www.ndss-symposium.org/wp-content/uploads/2026-f94-paper.pdf,
CP073,Building a secure agentic AI application leveraging google's A2A protocol,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2504.16902,2504.16902,10.1109/ACSACW69556.2025.00043,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=narajalaBuildingSecureAgentic2025; risk=publisher_landing_recorded|published_doi_with_arxiv_url_check_version; zotero_url=https://ieeexplore.ieee.org/document/11418008/,
CP074,RFCAUDIT: AI agent for auditing protocol implementations against RFC specifications,RFCAUDIT,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2506.00714,2506.00714,10.1109/ASE63991.2025.00105,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhengRFCAuditAIAgent2025; risk=publisher_landing_recorded|published_doi_with_arxiv_url_check_version; zotero_url=https://ieeexplore.ieee.org/document/11334718/,
CP075,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,VulAgent,arXiv preprint,CoRR/arXiv,https://arxiv.org/abs/2509.11523,2509.11523,10.48550/arXiv.2509.11523,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: official_arxiv_doi_from_dblp_or_arxiv; DBLP/arXiv metadata confirms arXiv DOI; keep as preprint unless peer-reviewed venue appears.,
CP076,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,MALF,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2510.02694,2510.02694,10.48550/ARXIV.2510.02694,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=MALFMultiAgentLLM2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.02694,
CP077,NeTestLLM: automated network protocol testing with LLM agents,NeTestLLM,arXiv preprint,CoRR/arXiv,https://arxiv.org/abs/2510.13248,2510.13248,10.48550/arXiv.2510.13248,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: official_arxiv_doi_from_arxiv_url; arXiv DOI inferred from arXiv ID; spot-check arXiv page before final release.,netestllm2025
CP078,PBFuzz: agentic directed fuzzing for PoV generation,PBFuzz,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2512.04611,2512.04611,10.48550/ARXIV.2512.04611,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=PBFuzzAgenticDirected2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2512.04611,
CP079,VulnLLM-R: specialized reasoning LLM with agent scaffold for vulnerability detection,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2512.07533,2512.07533,10.48550/ARXIV.2512.07533,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=VulnLLMRSpecializedReasoning2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2512.07533,
CP080,Co-RedTeam: orchestrated security discovery and exploitation with LLM agents,Co-RedTeam,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2602.02164,2602.02164,10.48550/ARXIV.2602.02164,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=CoRedTeamOrchestratedSecurity2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2602.02164,
CP081,What makes a good LLM agent for real-world penetration testing?,Real-world Pentest Agent Study,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2602.17622,2602.17622,10.48550/ARXIV.2602.17622,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=WhatMakesGood2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2602.17622,
CP082,Taint-style vulnerability detection and confirmation for node.js packages using LLM agent reasoning,LLMVD.js,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2604.20179,2604.20179,10.48550/ARXIV.2604.20179,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=TaintStyleVulnerabilityDetection2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2604.20179,ni2026llmvdjs
CP083,Synthesizing multi-agent harnesses for vulnerability discovery,Multi-Agent Harnesses,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2604.20801,2604.20801,10.48550/arXiv.2604.20801,2026-05-30,bib_match=liu2025agentflowHarnesses; metadata_source=local_bibtex; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=SynthesizingMultiAgentHarnesses2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2604.20801,
CP084,PentestAgent: incorporating LLM agents to automated penetration testing,PentestAgent,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-1410-8,NA,10.1145/3708821.3733882,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=PentestAgentIncorporatingLLM2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3708821.3733882,
CP085,LIVA: a multi-agent LLM-assisted system for IoT vulnerability analysis,LIVA,verified_by_zotero,journalArticle,https://doi.org/10.1109/TDSC.2026.3665343,NA,10.1109/TDSC.2026.3665343,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LIVAMultiAgentLLMAssisted2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11397462/,
CP086,LLMFuzzTestGen: from automation to robustness via multi-agent LLM-driven fuzzing and feedback loops,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-3315-6969-3,NA,10.1109/ICICSE67247.2025.11390823,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=LLMFuzzTestGenAutomationRobustness2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11390823/,
CP087,MultiFuzz: a dense retrieval-based multi-agent system for network protocol fuzzing,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2508.14300,2508.14300,10.48550/ARXIV.2508.14300,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=MultiFuzzDenseRetrievalbased2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2508.14300,
CP088,Multi-level protocol consistency verification using large language model agents,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-3315-9590-6,NA,10.1109/ISCIPT67144.2025.11265514,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=MultiLevelProtocolConsistency2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11265514/,
CP089,FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery,FirmAgent,verified_by_zotero,journalArticle,https://doi.org/10.14722/ndss.2026.231943,NA,10.14722/ndss.2026.231943,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=FirmAgentLeveragingFuzzing2025; risk=publisher_landing_recorded; zotero_url=https://www.ndss-symposium.org/wp-content/uploads/2026-s1943-paper.pdf,
CP090,PREMADC: protocol reverse engineering via multi-agent analysis and deep clustering for industrial control protocols,NA,verified_by_zotero,journalArticle,https://doi.org/10.1109/JIOT.2026.3685605,NA,10.1109/JIOT.2026.3685605,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=PREMADCProtocolReverse2026; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11488986/,
CP091,Semantic bug detection for network protocol implementations (PhD dissertation),NA,verified_by_zotero,thesis,https://doi.org/10.25394/PGS.32014092,NA,10.25394/PGS.32014092,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=SemanticBugDetection2025; risk=publisher_landing_recorded; zotero_url=https://doi.org/10.25394/PGS.32014092,
CP092,MARLFuzz: industrial control protocols fuzzing based on multi-agent reinforcement learning,NA,verified_by_zotero,journalArticle,https://doi.org/10.1007/s00607-025-01421-2,NA,10.1007/s00607-025-01421-2,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=MARLFuzzIndustrialControl2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s00607-025-01421-2,
CP093,OmniFuzz: multi-agent RL-based protocol-aware fuzzing for power IoT devices,NA,journal article,Journal of Network and Systems Management,https://doi.org/10.1007/s10922-025-09991-4,NA,10.1007/s10922-025-09991-4,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: publisher_doi_from_existing_doi_url; DOI was present in official_url; update DOI field in proposed copy.,
CP094,PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis,PANGOLIN,verified_by_official_source,journalArticle,https://www.usenix.org/conference/usenixsecurity26/presentation/jia,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,
CP095,TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability,TransferFuzz-Pro,journal article,IEEE Transactions on Software Engineering,https://doi.org/10.1109/TSE.2025.3584774,NA,10.1109/TSE.2025.3584774,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; doi_supplemental: publisher_doi_from_dblp_or_existing_doi_url; DBLP/DOI metadata confirms TSE DOI; final IEEE landing-page spot-check recommended.,li2025transferfuzzpro
CP096,WebFuzzGen: LLM-enhanced directed fuzzing for stateful web applications,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-3315-6992-1,NA,10.1109/AIBDF67964.2025.11440771,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=WebFuzzGenLLMEnhancedDirected2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11440771/,
CP097,PANGOLIN: Fuzzing Multilingual IoT Firmware with LLM-Driven Code Analysis,PANGOLIN,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity26/presentation/jia,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded; canonical_dedup_update: local Zotero fragment replaced by official USENIX page; CP097 is a source variant of CP094,
CP098,LLM-RLFuzz: An Intelligent Fuzzing Framework for IoT Protocol,NA,verified_by_zotero,conferencePaper,urn:isbn:9789819501298,NA,10.1007/978-981-95-0129-8_13,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=keLLMRLFuzzIntelligentFuzzing2026; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/978-981-95-0129-8_13,
CP099,ELFuzz: Efficient Input Generation via LLM-driven Synthesis Over Fuzzer Space,NA,verified_by_zotero,conferencePaper,urn:isbn:978-1-939133-52-6,NA,10.5555/3766078.3766401,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=chenELFuzzEfficientInput2025; risk=publisher_landing_recorded; zotero_url=https://www.usenix.org/conference/usenixsecurity25/presentation/chen-chuyang,
CP100,CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11024256,NA,10.1109/ICSE-Companion66252.2025.00079,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=xuCKGFuzzerLLMBasedFuzz2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11024256/,
CP101,Building A Secure Agentic AI Application Leveraging Google’s A2A Protocol,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11418008,NA,10.1109/ACSACW69556.2025.00043,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=narajalaBuildingSecureAgentic2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11418008/,
CP102,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,RFCAUDIT,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11334718,NA,10.1109/ASE63991.2025.00105,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=zhengRFCAuditAIAgent2025; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11334718/,
CP103,Leveraging Open-Source LLMs for Zero-Shot Vulnerability Detection: A Comparative Analysis,NA,verified_by_zotero,conferencePaper,urn:isbn:978-3-031-87775-9,NA,10.1007/978-3-031-87775-9_2,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=capuanoLeveragingOpenSourceLLMs2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/978-3-031-87775-9_2,
CP104,MultiFuzz: A Dense Retrieval-based Multi-Agent System for Network Protocol Fuzzing,NA,verified_by_zotero,conferencePaper,https://ieeexplore.ieee.org/abstract/document/11315267,NA,10.48550/ARXIV.2508.14300,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=MultiFuzzDenseRetrievalbased2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2508.14300,
CP105,Automated Model-Based Fuzzing for 5G O-RAN,NA,verified_by_zotero,conferencePaper,urn:isbn:979-8-4007-1129-9,NA,10.1145/3680207.3723469,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=tanAutomatedModelBasedFuzzing2025; risk=publisher_landing_recorded; zotero_url=https://dl.acm.org/doi/10.1145/3680207.3723469,
CP106,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2603.08566,2603.08566,10.48550/ARXIV.2603.08566,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=chinOSSCRSLiberatingAIxCC2026; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2603.08566,
CP107,GRIDAI: Generating and Repairing Intrusion Detection Rules via Collaboration among Multiple LLM-based Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,http://arxiv.org/abs/2510.13257,2510.13257,10.48550/ARXIV.2510.13257,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=liGRIDAIGeneratingRepairing2025a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2510.13257,
CP108,TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks,NA,verified_by_zotero,journalArticle,https://ieeexplore.ieee.org/abstract/document/11366924,NA,10.1109/TCCN.2026.3658765,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=wuTrustPKBGTrustworthyProtocol2026; risk=publisher_landing_recorded; zotero_url=https://ieeexplore.ieee.org/document/11366924/,
CP109,[SOK] Large language models in security code review and testing,NA,verified_by_zotero,journalArticle,https://digitalcollection.zhaw.ch/handle/11475/35478,NA,10.5070/sr3.62177,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=beljuljiSOKLargeLanguage2026; risk=publisher_landing_recorded; zotero_url=https://escholarship.org/uc/item/40z4v3f9,
CP110,Directed Greybox Fuzzing via Large Language Model,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2505.03425v1,2505.03425,10.48550/arXiv.2505.03425,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=xuDirectedGreyboxFuzzing2025; risk=arxiv_doi_check_version; zotero_url=http://arxiv.org/abs/2505.03425,
CP111,Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2507.22065,2507.22065,10.48550/ARXIV.2507.22065,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=fengFuzzingRandomnessReasoning2025; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2507.22065,
CP112,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,NA,preprint_or_arxiv_from_local_metadata,preprint,https://arxiv.org/abs/2603.12614,2603.12614,10.48550/ARXIV.2603.12614,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_arxiv_doi; key=wuChainFuzzerGreyboxFuzzing2026a; risk=arxiv_doi_check_version; zotero_url=https://arxiv.org/abs/2603.12614,
CP113,Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM,NA,verified_by_zotero,journalArticle,https://link.springer.com/article/10.1007/s10515-024-00483-4,NA,10.1007/s10515-024-00483-4,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; zotero_doi_merge: zotero_exact_title_doi; key=sunAdversarialGenerationMethod2025; risk=publisher_landing_recorded; zotero_url=https://link.springer.com/10.1007/s10515-024-00483-4,
CP114,Make Agent Defeat Agent: Automatic Detection of Taint-Style Vulnerabilities in LLM-based Agents,NA,verified_by_official_source,conferencePaper,https://www.usenix.org/conference/usenixsecurity25/presentation/liu-fengyu,NA,NA,2026-05-30,metadata_status: no exact local Zotero title match; doi_status: no DOI recorded in the local source; last_verified_date records the metadata audit date; publication_status_source: official URL/DOI metadata recorded,
