matrix_id,record_id,coding_round,field,original_label,current_codebook_candidate_label,change_required,evidence_basis,source_location,uncertainty,author_review_status,final_harmonized_label
C16,CP082,initial_frozen_round,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C16; data/core_coding.csv:C16,none,not_required_schema_normalization,
C16,CP082,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,yes,LLMVD.js是multi-stage agent pipeline，可扫描代码、提出漏洞、生成PoC exploit，并通过lightweight execution oracle验证。,data/v13_core_synthesis_matrix.csv:C16; data/core_coding.csv:C16,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
C16,CP082,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C16; data/core_coding.csv:C16,none,not_required,reproducible validation
C16,CP082,initial_frozen_round,external_traceability,no external trace reported,no external trace reported,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C16; data/core_coding.csv:C16,none,not_required,no external trace reported
C17,CP083,initial_frozen_round,lifecycle_coverage,path and input exploration;reproduction and validation;reporting and audit,path and input exploration;execution observation;reproduction and validation;reporting and audit,yes,AgentFlow用typed graph DSL搜索agent角色、prompt、工具绑定、通信拓扑和协调协议，并用runtime feedback诊断失败后改写harness。,data/v13_core_synthesis_matrix.csv:C17; data/core_coding.csv:C17,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,path and input exploration;execution observation;reproduction and validation;reporting and audit
C17,CP083,initial_frozen_round,primary_system_shape,PoC/PoV validation agent;multi-agent orchestration overlay;iterative optimization overlay,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C17; data/core_coding.csv:C17,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
C17,CP083,initial_frozen_round,overlay_tags,PoC/PoV validation agent;multi-agent orchestration overlay;iterative optimization overlay,multi-agent orchestration;iterative optimization;failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C17; data/core_coding.csv:C17,none,not_required_schema_normalization,multi-agent orchestration;iterative optimization;failure-memory reuse
C17,CP083,initial_frozen_round,cross_stage_capabilities,long-horizon state management;failure reuse / strategy update,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,yes,AgentFlow用typed graph DSL搜索agent角色、prompt、工具绑定、通信拓扑和协调协议，并用runtime feedback诊断失败后改写harness。,data/v13_core_synthesis_matrix.csv:C17; data/core_coding.csv:C17,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
C17,CP083,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C17; data/core_coding.csv:C17,none,not_required,reproducible validation
C17,CP083,initial_frozen_round,external_traceability,no external trace reported,no external trace reported,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C17; data/core_coding.csv:C17,none,not_required,no external trace reported
C18,CP084,initial_frozen_round,lifecycle_coverage,candidate analysis;path and input exploration;execution observation,candidate analysis;path and input exploration;execution observation,no,Existing label already uses the current controlled vocabulary.,data/v13_core_synthesis_matrix.csv:C18; data/core_coding.csv:C18,none,not_required,candidate analysis;path and input exploration;execution observation
C18,CP084,initial_frozen_round,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C18; data/core_coding.csv:C18,none,not_required_schema_normalization,long-horizon pentest and CRS agent
C18,CP084,initial_frozen_round,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C18; data/core_coding.csv:C18,none,not_required_schema_normalization,
C18,CP084,initial_frozen_round,cross_stage_capabilities,long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;long-horizon state management,yes,不同Agent分别承担情报收集、漏洞分析、利用等任务，形成协作式工作流。,data/v13_core_synthesis_matrix.csv:C18; data/core_coding.csv:C18,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;tool routing / strategy routing;long-horizon state management
C18,CP084,initial_frozen_round,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C18; data/core_coding.csv:C18,none,not_required,controlled task completion
C18,CP084,initial_frozen_round,external_traceability,no external trace reported,no external trace reported,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C18; data/core_coding.csv:C18,none,not_required,no external trace reported
C19,CP085,initial_frozen_round,lifecycle_coverage,candidate analysis,candidate analysis,no,Existing label already uses the current controlled vocabulary.,data/v13_core_synthesis_matrix.csv:C19; data/core_coding.csv:C19,none,not_required,candidate analysis
C19,CP085,initial_frozen_round,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C19; data/core_coding.csv:C19,none,not_required_schema_normalization,candidate-analysis system
C19,CP085,initial_frozen_round,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C19; data/core_coding.csv:C19,none,not_required_schema_normalization,
C19,CP085,initial_frozen_round,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/v13_core_synthesis_matrix.csv:C19; data/core_coding.csv:C19,none,not_required,context aggregation / rule extraction;tool routing / strategy routing
C19,CP085,initial_frozen_round,strongest_evidence_output,candidate judgment,candidate judgment,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C19; data/core_coding.csv:C19,none,not_required,candidate judgment
C19,CP085,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C19; data/core_coding.csv:C19,none,not_required,author-reported external clue
C20,CP089,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,yes,包含LLM taint analysis agent和PoC generation agent，围绕固件运行路径进行分析与生成。,data/v13_core_synthesis_matrix.csv:C20; data/core_coding.csv:C20,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,candidate analysis;path and input exploration;execution observation;reproduction and validation
C20,CP089,initial_frozen_round,primary_system_shape,PoC/PoV validation agent;feedback-driven fuzzing agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,explicit primary-shape resolution from the frozen system-archetype note,data/v13_core_synthesis_matrix.csv:C20; data/core_coding.csv:C20,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
C20,CP089,initial_frozen_round,overlay_tags,PoC/PoV validation agent;feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C20; data/core_coding.csv:C20,none,not_required_schema_normalization,
C20,CP089,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,yes,包含LLM taint analysis agent和PoC generation agent，围绕固件运行路径进行分析与生成。,data/v13_core_synthesis_matrix.csv:C20; data/core_coding.csv:C20,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
C20,CP089,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C20; data/core_coding.csv:C20,none,not_required,reproducible validation
C20,CP089,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C20; data/core_coding.csv:C20,none,not_required,author-reported external clue
C21,CP094,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation,candidate analysis;path and input exploration;execution observation,yes,PANGOLIN使用LLM分析API dispatch机制和跨语言调用，并通过response-driven feedback修正parameter specifications。,data/v13_core_synthesis_matrix.csv:C21; data/core_coding.csv:C21,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,candidate analysis;path and input exploration;execution observation
C21,CP094,initial_frozen_round,primary_system_shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C21; data/core_coding.csv:C21,none,not_required_schema_normalization,feedback-driven fuzzing agent
C21,CP094,initial_frozen_round,overlay_tags,feedback-driven fuzzing agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C21; data/core_coding.csv:C21,none,not_required_schema_normalization,
C21,CP094,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,yes,PANGOLIN使用LLM分析API dispatch机制和跨语言调用，并通过response-driven feedback修正parameter specifications。,data/v13_core_synthesis_matrix.csv:C21; data/core_coding.csv:C21,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
C21,CP094,initial_frozen_round,strongest_evidence_output,runtime safety signal,runtime safety signal,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C21; data/core_coding.csv:C21,none,not_required,runtime safety signal
C21,CP094,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C21; data/core_coding.csv:C21,none,not_required,author-reported external clue
C22,CP095,initial_frozen_round,lifecycle_coverage,reproduction and validation,execution observation;reproduction and validation,yes,LLM模拟人类debugging过程，根据程序执行结果迭代分析命令行参数直到到达目标漏洞代码。,data/v13_core_synthesis_matrix.csv:C22; data/core_coding.csv:C22,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,execution observation;reproduction and validation
C22,CP095,initial_frozen_round,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C22; data/core_coding.csv:C22,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
C22,CP095,initial_frozen_round,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C22; data/core_coding.csv:C22,none,not_required_schema_normalization,
C22,CP095,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/v13_core_synthesis_matrix.csv:C22; data/core_coding.csv:C22,none,not_required,feedback interpretation / loop adjustment;validation organization / evidence packaging
C22,CP095,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C22; data/core_coding.csv:C22,none,not_required,reproducible validation
C22,CP095,initial_frozen_round,external_traceability,no external trace reported,no external trace reported,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C22; data/core_coding.csv:C22,none,not_required,no external trace reported
C23,CP130,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation,path and input exploration;execution observation,no,Existing label already uses the current controlled vocabulary.,data/v13_core_synthesis_matrix.csv:C23; data/core_coding.csv:C23,none,not_required,path and input exploration;execution observation
C23,CP130,initial_frozen_round,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C23; data/core_coding.csv:C23,none,not_required_schema_normalization,long-horizon pentest and CRS agent
C23,CP130,initial_frozen_round,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C23; data/core_coding.csv:C23,none,not_required_schema_normalization,
C23,CP130,initial_frozen_round,cross_stage_capabilities,long-horizon state management,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,yes,论文定义act-execute-update循环，agent执行命令、接收环境observation并用memory继续迭代。,data/v13_core_synthesis_matrix.csv:C23; data/core_coding.csv:C23,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management
C23,CP130,initial_frozen_round,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C23; data/core_coding.csv:C23,none,not_required,controlled task completion
C23,CP130,initial_frozen_round,external_traceability,no external trace reported,no external trace reported,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C23; data/core_coding.csv:C23,none,not_required,no external trace reported
C24,CP131,initial_frozen_round,lifecycle_coverage,candidate analysis;reproduction and validation;patch validation,candidate analysis;execution observation;reproduction and validation;patch validation,yes,agent通过action-observation loop与Kali容器、系统运行时和评估器交互。,data/v13_core_synthesis_matrix.csv:C24; data/core_coding.csv:C24,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,candidate analysis;execution observation;reproduction and validation;patch validation
C24,CP131,initial_frozen_round,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C24; data/core_coding.csv:C24,none,not_required_schema_normalization,long-horizon pentest and CRS agent
C24,CP131,initial_frozen_round,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C24; data/core_coding.csv:C24,none,not_required_schema_normalization,
C24,CP131,initial_frozen_round,cross_stage_capabilities,long-horizon state management,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,yes,agent通过action-observation loop与Kali容器、系统运行时和评估器交互。,data/v13_core_synthesis_matrix.csv:C24; data/core_coding.csv:C24,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
C24,CP131,initial_frozen_round,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C24; data/core_coding.csv:C24,none,not_required,controlled task completion
C24,CP131,initial_frozen_round,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C24; data/core_coding.csv:C24,none,not_required,benchmark ground truth / public material
C25,CP132,initial_frozen_round,lifecycle_coverage,reproduction and validation;patch validation,reproduction and validation;patch validation,no,Existing label already uses the current controlled vocabulary.,data/v13_core_synthesis_matrix.csv:C25; data/core_coding.csv:C25,none,not_required,reproduction and validation;patch validation
C25,CP132,initial_frozen_round,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C25; data/core_coding.csv:C25,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
C25,CP132,initial_frozen_round,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C25; data/core_coding.csv:C25,none,not_required_schema_normalization,
C25,CP132,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,yes,manager agent协调builder、exploiter、fixer并根据反馈重新分配任务。,data/v13_core_synthesis_matrix.csv:C25; data/core_coding.csv:C25,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
C25,CP132,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C25; data/core_coding.csv:C25,none,not_required,reproducible validation
C25,CP132,initial_frozen_round,external_traceability,no external trace reported,no external trace reported,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C25; data/core_coding.csv:C25,none,not_required,no external trace reported
C26,CP133,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation;reporting and audit,path and input exploration;execution observation;reproduction and validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/v13_core_synthesis_matrix.csv:C26; data/core_coding.csv:C26,none,not_required,path and input exploration;execution observation;reproduction and validation;reporting and audit
C26,CP133,initial_frozen_round,primary_system_shape,long-horizon pentest and CRS agent;iterative optimization overlay,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C26; data/core_coding.csv:C26,none,not_required_schema_normalization,long-horizon pentest and CRS agent
C26,CP133,initial_frozen_round,overlay_tags,long-horizon pentest and CRS agent;iterative optimization overlay,iterative optimization;failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C26; data/core_coding.csv:C26,none,not_required_schema_normalization,iterative optimization;failure-memory reuse
C26,CP133,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/v13_core_synthesis_matrix.csv:C26; data/core_coding.csv:C26,none,not_required,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
C26,CP133,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C26; data/core_coding.csv:C26,none,not_required,reproducible validation
C26,CP133,initial_frozen_round,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C26; data/core_coding.csv:C26,none,not_required,benchmark ground truth / public material
C27,CP114,initial_frozen_round,lifecycle_coverage,reporting and audit,path and input exploration;execution observation;reporting and audit,yes,使用LLM生成functionality-specific seed prompts，并用multifaceted feedback指导fuzzing。,data/v13_core_synthesis_matrix.csv:C27; data/core_coding.csv:C27,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,path and input exploration;execution observation;reporting and audit
C27,CP114,initial_frozen_round,primary_system_shape,governance boundary case,governance boundary case,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C27; data/core_coding.csv:C27,none,not_required_schema_normalization,governance boundary case
C27,CP114,initial_frozen_round,overlay_tags,governance boundary case,governance control,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C27; data/core_coding.csv:C27,none,not_required_schema_normalization,governance control
C27,CP114,initial_frozen_round,cross_stage_capabilities,long-horizon state management,feedback interpretation / loop adjustment;long-horizon state management,yes,使用LLM生成functionality-specific seed prompts，并用multifaceted feedback指导fuzzing。,data/v13_core_synthesis_matrix.csv:C27; data/core_coding.csv:C27,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,feedback interpretation / loop adjustment;long-horizon state management
C27,CP114,initial_frozen_round,strongest_evidence_output,governance boundary case,governance boundary case,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C27; data/core_coding.csv:C27,none,not_required,governance boundary case
C27,CP114,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C27; data/core_coding.csv:C27,none,not_required,author-reported external clue
C28,CP206,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,yes,"Multi-agent CRS workflow coordinates vulnerability discovery, reproduction, and reporting across OSS-Fuzz/AIxCC-style targets.",data/v13_core_synthesis_matrix.csv:C28; data/core_coding.csv:C28,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit
C28,CP206,initial_frozen_round,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C28; data/core_coding.csv:C28,none,not_required_schema_normalization,long-horizon pentest and CRS agent
C28,CP206,initial_frozen_round,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C28; data/core_coding.csv:C28,none,not_required_schema_normalization,
C28,CP206,initial_frozen_round,cross_stage_capabilities,long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,yes,"Multi-agent CRS workflow coordinates vulnerability discovery, reproduction, and reporting across OSS-Fuzz/AIxCC-style targets.",data/v13_core_synthesis_matrix.csv:C28; data/core_coding.csv:C28,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
C28,CP206,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C28; data/core_coding.csv:C28,none,not_required,reproducible validation
C28,CP206,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C28; data/core_coding.csv:C28,none,not_required,author-reported external clue
C29,CP207,initial_frozen_round,lifecycle_coverage,reproduction and validation,execution observation;reproduction and validation,yes,"Uses execution-state-aware hypothesis, verification, and refinement loops for PoV generation.",data/v13_core_synthesis_matrix.csv:C29; data/core_coding.csv:C29,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,execution observation;reproduction and validation
C29,CP207,initial_frozen_round,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C29; data/core_coding.csv:C29,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
C29,CP207,initial_frozen_round,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C29; data/core_coding.csv:C29,none,not_required_schema_normalization,
C29,CP207,initial_frozen_round,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,yes,"Uses execution-state-aware hypothesis, verification, and refinement loops for PoV generation.",data/v13_core_synthesis_matrix.csv:C29; data/core_coding.csv:C29,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging
C29,CP207,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C29; data/core_coding.csv:C29,none,not_required,reproducible validation
C29,CP207,initial_frozen_round,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C29; data/core_coding.csv:C29,none,not_required,benchmark ground truth / public material
C30,CP208,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation;reporting and audit,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,yes,"AIxCC-style CRS orchestration coordinates analysis, fuzzing, PoV generation, and reporting for real OSS targets.",data/v13_core_synthesis_matrix.csv:C30; data/core_coding.csv:C30,medium; secondary stage inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit
C30,CP208,initial_frozen_round,primary_system_shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,schema_normalization,schema normalization; no primary-shape meaning changed,data/v13_core_synthesis_matrix.csv:C30; data/core_coding.csv:C30,none,not_required_schema_normalization,long-horizon pentest and CRS agent
C30,CP208,initial_frozen_round,overlay_tags,long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C30; data/core_coding.csv:C30,none,not_required_schema_normalization,
C30,CP208,initial_frozen_round,cross_stage_capabilities,long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,yes,"AIxCC-style CRS orchestration coordinates analysis, fuzzing, PoV generation, and reporting for real OSS targets.",data/v13_core_synthesis_matrix.csv:C30; data/core_coding.csv:C30,medium; secondary capability inferred from an explicit frozen workflow note,author_confirmed_2026-07-16,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management
C30,CP208,initial_frozen_round,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C30; data/core_coding.csv:C30,none,not_required,reproducible validation
C30,CP208,initial_frozen_round,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/v13_core_synthesis_matrix.csv:C30; data/core_coding.csv:C30,none,not_required,author-reported external clue
C31,CP209,initial_frozen_round,lifecycle_coverage,path and input exploration;execution observation;reproduction and validation,path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/v13_core_synthesis_matrix.csv:C31; data/core_coding.csv:C31,none,not_required,path and input exploration;execution observation;reproduction and validation
C31,CP209,initial_frozen_round,primary_system_shape,feedback-driven fuzzing agent;long-horizon pentest and CRS agent,feedback-driven fuzzing agent,schema_normalization,explicit primary-shape resolution from the frozen system-archetype note,data/v13_core_synthesis_matrix.csv:C31; data/core_coding.csv:C31,none,not_required_schema_normalization,feedback-driven fuzzing agent
C31,CP209,initial_frozen_round,overlay_tags,feedback-driven fuzzing agent;long-horizon pentest and CRS agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/v13_core_synthesis_matrix.csv:C31; data/core_coding.csv:C31,none,not_required_schema_normalization,
