left_id,left_title,left_proposed_layer,left_screening_recommendation,right_id,right_title,right_layer,right_screening_recommendation,match_basis,title_similarity,manual_decision,decision_note,audit_decision,audit_basis,decision_provenance
FMS1094,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,,retain_existing_match,CP240,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1120,Prompt Fuzzing for Fuzz Driver Generation,,retain_existing_match,CP174,Prompt Fuzzing for Fuzz Driver Generation,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1134,QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing,,retain_existing_match,CP231,QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1137,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,,retain_existing_match,CP249,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1138,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,,retain_existing_match,CP221,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1151,RAVEN: Agentic RAG for Automated Vulnerability Repair,,retain_existing_match,CP213,RAVEN: Agentic RAG for Automated Vulnerability Repair,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1190,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,,retain_existing_match,CP214,Revelio: Cost-Efficient Agentic Memory Safety Vulnerability Detection For Repository-Scale Codebases,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1198,Root-Cause-Driven Automated Vulnerability Repair,,retain_existing_match,CP227,Root-Cause-Driven Automated Vulnerability Repair,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1200,RuleForge: Automated Generation and Validation for Web Vulnerability Detection at Scale,,retain_existing_match,CP242,RuleForge: Automated Generation and Validation for Web Vulnerability Detection at Scale,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1237,SDLLMFuzz: Dynamic-static LLM-assisted greybox fuzzing for structured input programs,,retain_existing_match,CP069,SDLLMFuzz: dynamic-static LLM-assisted greybox fuzzing for structured input programs,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1238,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,,retain_existing_match,CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1371,"SoK: DARPA's AI Cyber Challenge (AIxCC): Competition Design, Architectures, and Lessons Learned",,retain_existing_match,CP211,"SoK: DARPA's AI Cyber Challenge (AIxCC): Competition Design, Architectures, and Lessons Learned",background_reference,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1373,[SOK] Large Language Models in Security Code Review and Testing,,retain_existing_match,CP109,[SOK] Large language models in security code review and testing,background_reference,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1400,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,,retain_existing_match,CP244,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1414,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,,retain_existing_match,CP233,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1417,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,,retain_existing_match,CP083,Synthesizing multi-agent harnesses for vulnerability discovery,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1418,SynthFix: Adaptive Neuro-Symbolic Code Vulnerability Repair,,retain_existing_match,CP236,SynthFix: Adaptive Neuro-Symbolic Code Vulnerability Repair,extended_synthesis,existing_corpus,doi;arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1423,Taint-Style Vulnerability Detection and Confirmation for Node.js Packages Using LLM Agent Reasoning,,retain_existing_match,CP082,Taint-style vulnerability detection and confirmation for node.js packages using LLM agent reasoning,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1427,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,,retain_existing_match,CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1496,Towards Optimal Agentic Architectures for Offensive Security Tasks,,retain_existing_match,CP235,Towards Optimal Agentic Architectures for Offensive Security Tasks,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1516,Transferable Self-Evolving Playbooks for Agentic Security Auditing,,retain_existing_match,CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1540,Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities,,retain_existing_match,CP163,Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities,excluded_near_neighbor,existing_corpus,normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1558,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,,retain_existing_match,CP237,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1563,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,,retain_existing_match,CP247,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1569,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,,retain_existing_match,CP224,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1585,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,,retain_existing_match,CP245,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1590,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,,retain_existing_match,CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1594,VulnLLM-R: Specialized Reasoning LLM with Agent Scaffold for Vulnerability Detection,,retain_existing_match,CP079,VulnLLM-R: specialized reasoning LLM with agent scaffold for vulnerability detection,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1595,VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching,,retain_existing_match,CP204,VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching,extended_synthesis,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1597,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,,retain_existing_match,CP252,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1612,What Makes a Good LLM Agent for Real-world Penetration Testing?,,retain_existing_match,CP081,What makes a good LLM agent for real-world penetration testing?,study_level_coded,existing_corpus,arxiv;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS1627,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,,retain_existing_match,CP195,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,extended_synthesis,existing_corpus,doi;normalized_title;title_similarity,1.000000,pending,,same_study_or_version,"exact match to the existing study by DOI, arXiv identifier, or normalized title",identifier and metadata audit; author confirmation pending
FMS0722,GenDetect: Generative Large Language Model Usage in Smart Contract Vulnerability Detection,,manual_title_abstract_review,FMS0730,Generative Large Language Model usage in Smart Contract Vulnerability Detection,,manual_title_abstract_review,title_similarity,0.938272,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS1293,Security Co-Pilot with Psychological Intelligence: A Multi-Agent Architecture for Real-Time Vulnerability Detection and Response,,full_text_priority,FMS1307,Security Orchestrator with Psychological Intelligence: A Multi-Agent Architecture for Real-Time Vulnerability Detection and Response,,full_text_priority,title_similarity,0.929825,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS0496,CyberGym: Evaluating AI Agents' Real-World Cybersecurity Capabilities at Scale,,retain_existing_match,CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,study_level_coded,existing_corpus,arxiv;title_similarity,0.909091,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS0457,CovRL: Fuzzing JavaScript Engines with Coverage-Guided Reinforcement Learning for LLM-based Mutation,,full_text_priority,FMS0708,Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,,full_text_priority,title_similarity,0.905028,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS0859,Large Language Models for Blockchain Security: A Systematic Literature Review,,background_review,CP193,Large Language Models for Cyber Security: A Systematic Literature Review,background_reference,existing_corpus,title_similarity,0.903704,pending,,distinct_studies,"title similarity produced a false positive; titles, scopes, and available metadata describe different studies",identifier and metadata audit; author confirmation pending
FMS0859,Large Language Models for Blockchain Security: A Systematic Literature Review,,background_review,FMS0862,Large Language Models for Cyber Security: A Systematic Literature Review,,retain_existing_match,title_similarity,0.903704,pending,,distinct_studies,"title similarity produced a false positive; titles, scopes, and available metadata describe different studies",identifier and metadata audit; author confirmation pending
FMS0983,Measuring and Exploiting Confirmation Bias in LLM-Assisted Security Code Review,,background_review,FMS0984,Measuring and Exploiting Contextual Bias in LLM-Assisted Security Code Review,,background_review,arxiv;title_similarity,0.901408,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS1578,VulAgent: Hypothesis-Validation based Multi-Agent Vulnerability Detection,,retain_existing_match,CP075,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,study_level_coded,existing_corpus,arxiv;title_similarity,0.900000,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS0611,Evaluating LLaMA 3.2 for Software Vulnerability Detection,,extended_synthesis_review,FMS1235,SCoPE: Evaluating LLMs for Software Vulnerability Detection,,extended_synthesis_review,title_similarity,0.878505,pending,,distinct_studies,"title similarity produced a false positive; titles, scopes, and available metadata describe different studies",identifier and metadata audit; author confirmation pending
FMS0056,A Smart Contract Vulnerability Detection Manner Based on Large Language Model,,extended_synthesis_review,CP146,Smart Contract Vulnerability Detection: The Role of Large Language Model (LLM),background_reference,existing_corpus,title_similarity,0.871429,pending,,distinct_studies,"title similarity produced a false positive; titles, scopes, and available metadata describe different studies",identifier and metadata audit; author confirmation pending
FMS0861,Large Language Models for Cyber Security,,exclude_title_abstract,FMS0872,Large Language Models in Cybersecurity: State-of-the-Art,,exclude_title_abstract,title_similarity,0.864198,pending,,distinct_studies,"title similarity produced a false positive; titles, scopes, and available metadata describe different studies",identifier and metadata audit; author confirmation pending
FMS0073,"A Survey on Large Language Models for Network Operations &amp; Management: Applications, Techniques, and Opportunities",,exclude_title_abstract,FMS0860,"Large Language Models for Computer Networking Operations and Management: A Survey on Applications, Key Techniques, and Opportunities",,exclude_title_abstract,doi,0.839623,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS1102,Post-Training Local LLM Agents for Linux Privilege Escalation with Verifiable Rewards,,exclude_title_abstract,FMS1499,Towards Reliable Local Security Agents: Verifiable Post-Training for Linux Privilege Escalation,,exclude_title_abstract,arxiv,0.615385,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS0444,ContraFix: Agentic Vulnerability Repair via Differential Runtime Evidence and Skill Reuse,,full_text_priority,CP222,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,study_level_coded,existing_corpus,arxiv,0.467532,pending,,same_study_or_version,"exact DOI, arXiv identifier, or normalized-title match",identifier and metadata audit; author confirmation pending
FMS0444,ContraFix: Agentic Vulnerability Repair via Differential Runtime Evidence and Skill Reuse,,full_text_priority,FMS0445,ContraFix: Skill-Enhanced Contrastive Runtime Analysis for Vulnerability Repair,,retain_existing_match,arxiv,0.467532,pending,,same_study_or_version,"exact DOI, arXiv identifier, or normalized-title match",identifier and metadata audit; author confirmation pending
FMS1569,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,,retain_existing_match,FMS1570,Veritas: Grounding LLM Agents for Reliable Vulnerability Reasoning over Stripped Binaries,,retain_existing_match,arxiv,0.176471,pending,,same_study_or_version,"exact DOI, arXiv identifier, or normalized-title match",identifier and metadata audit; author confirmation pending
FMS1570,Veritas: Grounding LLM Agents for Reliable Vulnerability Reasoning over Stripped Binaries,,retain_existing_match,CP224,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,study_level_coded,existing_corpus,arxiv,0.176471,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
FMS0595,EnIGMA: Interactive Tools Substantially Assist LM Agents in Finding Security Vulnerabilities,,retain_existing_match,CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,background_reference,existing_corpus,arxiv,0.125000,pending,,same_study_or_version,"identifier, author, date, abstract, and/or system continuity establish a study/version relationship",identifier and metadata audit; author confirmation pending
