matrix_id,record_id,canonical_study_id,system_alias,title,analytical_role,coding_round,lifecycle_coverage,strongest_evidence_output,external_traceability,claim_boundary,claim_boundary_original,coding_status,reliability_scope,official_url,primary_system_shape,overlay_tags,cross_stage_capabilities,harmonization_status,legacy_notes
U12,CP224,CS_CP224,Veritas,Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries,target_software_study,submission_update_20260715,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,reproducible validation,author-reported external clue,Supported claim and conditions: Public materials support semantically guided candidate discovery and runtime-backed validation with structured artifacts on evaluated binaries. Stronger-claim boundary: the reported real-world confirmation is not publicly aligned item by item in the reviewed material.,The evidence supports runtime-grounded validation of binary vulnerability claims and reproducible benchmark cases; the Apple CVE claim is reported without an item-level public record aligned in the reviewed material.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.15097,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U13,CP225,CS_CP225,FuzzAgent,FuzzAgent: Multi-Agent System for Evolutionary Library Fuzzing,target_software_study,submission_update_20260715,path and input exploration; execution observation,runtime safety signal,author-reported external clue,"Supported claim and conditions: The paper supports agent-directed fuzzing and observed crash or sanitizer signals in its evaluation. Stronger-claim boundary: withheld source, models, and raw crashes prevent public reproduction and item-level external traceability.",The paper supports tool-grounded fuzzing and manually triaged runtime bug signals; it does not provide public replay material or independently checkable item-level external records for the reported bugs.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.14431,feedback-driven fuzzing agent,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
U14,CP226,CS_CP226,Agentic Fuzzing,Agentic Fuzzing: Opportunities and Challenges,target_software_study,submission_update_20260715,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,externally traceable material,publicly aligned external trace,Supported claim and conditions: Public materials support runtime-validated agentic findings and at least one specific report aligned with a public upstream issue. Stronger-claim boundary: this does not imply that every aggregate finding has the same public trace.,The public evidence supports reproducible clean-build verification and item-level issue-tracker alignment for disclosed AFuzz findings; it should not be generalized to undisclosed or duplicate cases without their records.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.10074,feedback-driven fuzzing agent,failure-memory reuse,validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U15,CP227,CS_CP227,Root-Cause-Driven Automated Vulnerability Repair,Root-Cause-Driven Automated Vulnerability Repair,target_software_study,submission_update_20260715,candidate analysis; execution observation; reproduction and validation; patch validation,reproducible validation,benchmark ground truth / public material,Supported claim and conditions: Public materials support root-cause-driven repair with PoC replay and regression/fuzz validation on evaluated vulnerabilities. Stronger-claim boundary: they do not establish new externally confirmed vulnerability records.,"The reviewed material supports multi-oracle, failing-before/passing-after validation of benchmark repairs; even these oracles do not prove root-cause correctness, which the paper separately audits with humans.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.04251,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U16,CP228,CS_CP228,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,target_software_study,submission_update_20260715,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,reproducible validation,author-reported external clue,Supported claim and conditions: The study supports executable PoV-test generation and validation on its targets. Stronger-claim boundary: submitted PR or CVE requests without maintainer resolution are external clues rather than confirmed public vulnerability traces.,The evidence supports executable PoV-test generation for demonstrating dependency vulnerabilities in downstream applications; six PR and CVE requests had no reported response and therefore do not establish confirmed new vulnerabilities.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.03956,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U17,CP229,CS_CP229,FunFuzz,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,target_software_study,submission_update_20260715,path and input exploration;execution observation;reproduction and validation;reporting and audit,externally traceable material,publicly aligned external trace,Supported claim and conditions: The public artifact supports replayable compiler failures and maps specific confirmed findings to upstream issue records and pinned compiler revisions. Stronger-claim boundary: claims should remain limited to those aligned items.,The public artifact supports reproducible compiler-fuzzing campaigns and item-level upstream traceability for disclosed failures; aggregate confirmation counts include cases whose details may remain coordinated or withheld.,human_third_reviewer_adjudicated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.02789,feedback-driven fuzzing agent,failure-memory reuse,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding,
U18,CP230,CS_CP230,APIOT,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,target_software_study,submission_update_20260715,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,controlled task completion,no external trace reported,Supported claim and conditions: Public materials support autonomous end-to-end vulnerability-management missions in a controlled virtual or bare-metal lab. Stronger-claim boundary: they do not establish public external traces for findings against real deployed targets.,"The evidence supports autonomous completion of controlled OT-lab missions across discovery, exploitation, patching, and verification; it does not support claims of independently discovered or externally confirmed production vulnerabilities.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.02346,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
U21,CP233,CS_CP233,Symbolic Execution Meets Multi-LLM Orchestration,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,target_software_study,submission_update_20260715,candidate analysis; reporting and audit,controlled task completion,benchmark ground truth / public material,Supported claim and conditions: The public replication material supports orchestration-assisted symbolic analysis of incomplete known-CVE snippets. Stronger-claim boundary: it does not establish concrete replay of all reported paths or independent discovery of new vulnerabilities.,The evidence supports successful wrapper construction and KLEE error detection on known CVE snippets in a controlled benchmark; symbolic errors are not by themselves concrete runtime reproduction or new vulnerability confirmation.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2605.00034,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U22,CP234,CS_CP234,Automation-Exploit,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,target_software_study,submission_update_20260715,candidate analysis; execution observation; reproduction and validation,controlled task completion,no external trace reported,"Supported claim and conditions: The study supports adaptive completion of offensive-security scenarios in air-gapped, risk-mitigated test settings. Stronger-claim boundary: it does not support claims of publicly disclosed real-world vulnerabilities.","The public paper supports risk-mitigated compromise of eight controlled air-gapped scenarios with digital-twin checking; it does not establish public target versions, replay artifacts, or external vulnerability records.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.22427,long-horizon pentest and CRS agent,,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
U23,CP235,CS_CP235,Towards Optimal Agentic Architectures for Offensive Security Tasks,Towards Optimal Agentic Architectures for Offensive Security Tasks,target_software_study,submission_update_20260715,execution observation; reproduction and validation,controlled task completion,benchmark ground truth / public material,Supported claim and conditions: Public materials support comparative claims about agent architectures and verified completion on matched offensive-security tasks. Stronger-claim boundary: they do not establish independent real-world vulnerability discovery.,The evidence supports architecture-level comparison on controlled whitebox and blackbox offensive-security tasks with verifier-scored completion; it does not support real-world independent vulnerability discovery claims.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.18718,long-horizon pentest and CRS agent,,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,
U25,CP237,CS_CP237,V2E,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,target_software_study,submission_update_20260715,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supported claim and conditions: The public evaluation supports execution-based validation of known smart-contract vulnerability candidates with observable state or profit effects. Stronger-claim boundary: it does not by itself establish new publicly confirmed vulnerabilities.,The public evidence supports execution-based exploitability validation on labeled and on-chain smart-contract datasets; it does not claim discovery independent of the upstream detector and does not externally trace every result.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.13611,"reproduction-, validation-, and repair-centered agent",failure-memory reuse,context aggregation / rule extraction; feedback interpretation / loop adjustment; validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U26,CP238,CS_CP238,COBALT-TLA,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,target_software_study,submission_update_20260715,no qualifying label observed,candidate judgment,benchmark ground truth / public material,Supported claim and conditions: Public materials support agent-adjusted formal modeling and bounded counterexample generation for bridge designs. Stronger-claim boundary: model counterexamples are not equivalent to concrete target exploits or externally confirmed vulnerabilities.,"The evidence supports convergence to reproducible model-checker counterexamples in three bounded bridge models, including a model of a known exploit; it does not establish concrete implementation-level vulnerability reproduction or a new externally confirmed flaw.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.12172,candidate-analysis system,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
U27,CP239,CS_CP239,Argus,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,target_software_study,submission_update_20260715,candidate analysis;reporting and audit,candidate judgment,author-reported external clue,Supported claim and conditions: The public paper supports agent-orchestrated static candidate detection and report construction. Stronger-claim boundary: reported CVE counts or PoC reasoning are not sufficient evidence of item-level runtime validation or public external alignment.,The public material supports richer static candidate detection and report generation; aggregate CVE-assignment claims do not lift the output beyond candidate judgment without public per-output execution and version alignment.,human_third_reviewer_adjudicated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.06633,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,adjudicated_after_independent_double_coding,
U28,CP240,CS_CP240,PoC-Adapt,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,target_software_study,submission_update_20260715,candidate analysis; path and input exploration; execution observation; reproduction and validation; reporting and audit,reproducible validation,benchmark ground truth / public material,"Supported claim and conditions: Public materials support semantic, execution-backed reproduction of benchmark vulnerabilities with adaptive retries. Stronger-claim boundary: they do not establish independently discovered public vulnerability records.","The evidence supports benchmark-scoped reproduction of already disclosed, patched vulnerabilities using semantic state-difference validation; it does not support new vulnerability discovery or item-level external confirmation beyond benchmark/advisory ground truth.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.06618,"reproduction-, validation-, and repair-centered agent",failure-memory reuse,feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
U29,CP241,CS_CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,target_software_study,submission_update_20260715,candidate analysis; path and input exploration; execution observation; reproduction and validation; reporting and audit,reproducible validation,author-reported external clue,Supported claim and conditions: The study supports feedback-guided symbolic exploration followed by concrete replay of reported crashes. Stronger-claim boundary: aggregate new-crash claims lack item-level public external alignment.,The material supports concrete-replay validation of symbolic-execution findings produced with LLM-synthesized harnesses; the large count of previously unknown vulnerabilities and crashes is not item-level externally traceable in the reviewed public evidence.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.06506,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
U31,CP243,CS_CP243,Fuzzing with Agents? Generators Are All You Need,Fuzzing with Agents? Generators Are All You Need,target_software_study,submission_update_20260715,path and input exploration;execution observation,controlled task completion,benchmark ground truth / public material,Supported claim and conditions: The public evaluation supports agent-driven generator construction and controlled coverage achievements. Stronger-claim boundary: coverage or predicate satisfaction alone is not a runtime vulnerability signal or confirmed finding.,"The public evidence supports coverage-oriented generator synthesis on seven Java-library benchmarks; coverage gains alone do not establish a runtime safety condition, reproducible vulnerability, or external finding.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2604.01442,feedback-driven fuzzing agent,,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
U32,CP244,CS_CP244,STRIATUM-CTF,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,target_software_study,submission_update_20260715,candidate analysis; execution observation,controlled task completion,no external trace reported,Supported claim and conditions: Public materials support stateful completion of CTF challenges under the proposed protocol. Stronger-claim boundary: competition success does not establish independent real-world vulnerability discovery or external vulnerability confirmation.,The evidence supports autonomous success in a bounded live CTF competition; a CTF flag or placement is controlled task completion and not an externally confirmed vulnerability in production software.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2603.22577,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
U33,CP245,CS_CP245,VulnAgent-R2,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,target_software_study,submission_update_20260715,candidate analysis; execution observation,runtime safety signal,benchmark ground truth / public material,"Supported claim and conditions: The public artifact supports evidence-calibrated repository auditing and runtime signals for a subset of candidates. Stronger-claim boundary: many predictions remain static or inconclusive, so it does not support blanket reproducible validation claims.","The material supports calibrated candidate reports and positive executable signals when harness target, runtime oracle, and source span agree; it does not provide replay material sufficient to treat all positives as reproducibly validated vulnerabilities.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2603.13384,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U34,CP246,CS_CP246,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,target_software_study,submission_update_20260715,path and input exploration; execution observation,runtime safety signal,author-reported external clue,Supported claim and conditions: The study supports coverage-guided harness generation and runtime bug signals during fuzzing. Stronger-claim boundary: the three reported bugs are not publicly aligned item by item with external records in the reviewed material.,"The evidence supports generated harnesses, coverage feedback, and runtime bug signals from 12-hour campaigns; the three claimed production bugs lack public item-level replay and maintainer alignment in the reviewed material.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2603.08616,feedback-driven fuzzing agent,,context aggregation / rule extraction; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
U35,CP247,CS_CP247,vEcho,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,target_software_study,submission_update_20260715,candidate analysis;reporting and audit,candidate judgment,author-reported external clue,Supported claim and conditions: Public materials support memory-guided verification and prioritization of static vulnerability candidates. Stronger-claim boundary: aggregate Apache confirmation claims do not supply runtime reproduction or item-level public traceability.,"The public material supports memory-guided propagation of static audit hypotheses and candidate reports; aggregate claims of 51 zero-days and Apache confirmation are not item-level aligned with public outputs, versions, and reproduction evidence.",human_third_reviewer_adjudicated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2603.01154,candidate-analysis system,failure-memory reuse,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding,
U36,CP248,CS_CP248,FuzzySQL,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,target_software_study,submission_update_20260715,path and input exploration; execution observation; reproduction and validation,reproducible validation,author-reported external clue,Supported claim and conditions: The paper supports diagnostic-guided fuzzing with replayed and minimized DBMS crash cases. Stronger-claim boundary: aggregate CVE or fix outcomes lack item-level public alignment in the reviewed material.,"The evidence supports replay-validated and minimized DBMS crash PoCs; aggregate vendor confirmation, fixes, and CVE counts do not establish public per-output alignment for the claimed 64 vulnerabilities.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2602.19490,feedback-driven fuzzing agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
U37,CP249,CS_CP249,QRS,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,target_software_study,submission_update_20260715,candidate analysis; path and input exploration; execution observation; reproduction and validation,externally traceable material,publicly aligned external trace,Supported claim and conditions: Public materials support query-provenance-backed findings with PoC-oriented validation and specific package/version findings aligned to public CVE records. Stronger-claim boundary: the claim should be limited to the individually mapped cases.,The public material supports candidate-to-PoC evidence and item-level CVE or maintainer-patch alignment for at least the five disclosed findings; expert-reviewed aggregate findings without such traces remain weaker.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2602.09774,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U38,CP250,CS_CP250,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,target_software_study,submission_update_20260715,candidate analysis; path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,"Supported claim and conditions: The public study supports adaptive, execution-backed reproduction of benchmark vulnerabilities with differential checks against patched versions. Stronger-claim boundary: it does not establish new public vulnerability discoveries.",The evidence supports benchmark-scoped generation of executable PoCs that trigger vulnerable versions and fail on patched versions; it does not establish new vulnerability discovery or external confirmation beyond benchmark ground truth.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2602.05721,"reproduction-, validation-, and repair-centered agent",failure-memory reuse,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,adjudicated_after_independent_double_coding_and_external_rereview,
U39,CP251,CS_CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,target_software_study,submission_update_20260715,candidate analysis;patch validation;reporting and audit,controlled task completion,benchmark ground truth / public material,Supported claim and conditions: Public materials support end-to-end recurring-vulnerability candidate management and statically judged patch proposals. Stronger-claim boundary: reused detectors and LLM review do not establish executable patch validation or new confirmed vulnerabilities.,"The material supports end-to-end benchmark management of recurring-vulnerability candidates and generated repairs, but validation reuses static detectors and LLM judgment rather than executable security or regression oracles.",external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2601.17762,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
U40,CP252,CS_CP252,VulnResolver,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,target_software_study,submission_update_20260715,candidate analysis; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supported claim and conditions: Public materials support issue resolution with PoC re-execution and safety-property-based repair validation on evaluated cases. Stronger-claim boundary: they do not establish independently disclosed new vulnerability records.,The evidence supports PoC-guided safety-property validation and benchmark-scoped vulnerability issue repair on SEC-bench; it does not establish external maintainer acceptance or production deployment of generated patches.,external_rereview_integrated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2601.13933,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
U41,CP253,CS_CP253,Multi-Agent Taint Specification Extraction for Vulnerability Detection,Multi-Agent Taint Specification Extraction for Vulnerability Detection,target_software_study,submission_update_20260715,candidate analysis;reporting and audit,candidate judgment,author-reported external clue,Supported claim and conditions: Public materials support agent-assisted taint-specification extraction and candidate-flow detection. Stronger-claim boundary: manually confirmed PoCs and aggregate new findings are not publicly aligned item by item and therefore do not establish external traceability.,"The evidence supports LLM-generated taint specifications that let CodeQL surface previously missed candidate paths; four novel vulnerabilities were manually PoC-confirmed and reported, but no public item-level external alignment was established here.",human_third_reviewer_adjudicated,pre-adjudication field-specific blind checks; final labels author-confirmed,https://arxiv.org/abs/2601.10865,candidate-analysis system,,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,adjudicated_after_independent_double_coding,
FMS0105,FMS0105,CS_FMS0105,Adaptive Plan-Execute Framework for Smart Contract Security Auditing,Adaptive Plan-Execute Framework for Smart Contract Security Auditing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,Supports benchmark-scoped smart-contract vulnerability judgments under the reported audit plan; does not establish independently reproducible triggers for the additional CVE findings.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2505.15242,candidate-analysis system,,context aggregation / rule extraction; validation organization / evidence packaging,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0109,FMS0109,CS_FMS0109,Advanced Smart Contract Vulnerability Detection via LLM-Powered Multi-Agent Syst,Advanced Smart Contract Vulnerability Detection via LLM-Powered Multi-Agent Systems,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis;reporting and audit,candidate judgment,benchmark ground truth / public material,Supports vulnerability classification on the reported smart-contract dataset; stronger discovery claims require item-level executable validation or aligned external records.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://doi.org/10.1109/tse.2025.3597319,candidate-analysis system,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0134,FMS0134,CS_FMS0134,Agent That Debugs,Agent That Debugs: Dynamic State-Guided Vulnerability Repair,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; reproduction and validation; patch validation,reproducible validation,benchmark ground truth / public material,"Supports repair success for the reported projects where the PoC, crash state, and post-patch execution agree; it does not establish general repair effectiveness beyond those environments.",,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2504.07634,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0152,FMS0152,CS_FMS0152,Agentic Vulnerability Reasoning on COTS Binaries,Agentic Vulnerability Reasoning on COTS Binaries,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; reproduction and validation; reporting and audit,reproducible validation,author-reported external clue,Supports debugger-verified PoC crashes for the evaluated COTS binaries and bug classes; broader binary vulnerability discovery requires additional targets and externally aligned findings.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.05000,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0212,FMS0212,CS_FMS0212,APT-Agent,APT-Agent: Automated Penetration Testing using Large Language Models,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation,controlled task completion,no external trace reported,Supports end-to-end completion on the reported Metasploitable services; it does not by itself establish open-world discovery or independently confirmed vulnerabilities.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2605.24949,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0214,FMS0214,CS_FMS0214,ARACNE,ARACNE: An LLM-Based Autonomous Shell Pentesting Agent,target_software_study,integrated_multisource_search_through_2026-07-30,no qualifying label observed,controlled task completion,benchmark ground truth / public material,Supports autonomous shell-task completion in the reported defender and Bandit settings; stronger vulnerability claims require target-specific validation artifacts.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2502.18528,long-horizon pentest and CRS agent,,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0226,FMS0226,CS_FMS0226,Artificial Intelligence as the New Hacker,Artificial Intelligence as the New Hacker: Developing Agents for Offensive Security,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation; reproduction and validation,controlled task completion,benchmark ground truth / public material,Supports controlled exploitation tasks on the reported training platforms; it does not establish independently confirmed vulnerability discovery in external targets.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2406.07561,long-horizon pentest and CRS agent,,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0254,FMS0254,CS_FMS0254,Automated Penetration Testing with LLM Agents and Classical Planning,Automated Penetration Testing with LLM Agents and Classical Planning,target_software_study,integrated_multisource_search_through_2026-07-30,execution observation; reproduction and validation,controlled task completion,benchmark ground truth / public material,Supports completion of the reported penetration-testing milestones under the benchmark plan and environment; it does not establish general vulnerability discovery outside that task set.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2512.11143,long-horizon pentest and CRS agent,,context aggregation / rule extraction; tool routing / strategy routing; feedback interpretation / loop adjustment,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0257,FMS0257,CS_FMS0257,Automated Vulnerability Validation and Verification,Automated Vulnerability Validation and Verification: A Large Language Model Approach,target_software_study,integrated_multisource_search_through_2026-07-30,path and input exploration; execution observation; reproduction and validation,reproducible validation,benchmark ground truth / public material,Supports reproduction of the reported subset of public CVEs across specified libraries and environments; it does not establish novel vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2509.24037,"reproduction-, validation-, and repair-centered agent",,context aggregation / rule extraction,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0267,FMS0267,CS_FMS0267,AutoPatch,AutoPatch: Multi-Agent Framework for Patching Real-World CVE Vulnerabilities,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis,candidate judgment,benchmark ground truth / public material,Supports patch validation for the evaluated real-world CVE cases under the reported verifier; stronger deployment claims require maintained builds and independent regression confirmation.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2505.04195,"reproduction-, validation-, and repair-centered agent",,no qualifying label observed,adjudicated_after_independent_double_coding_and_external_rereview,
FMS0269,FMS0269,CS_FMS0269,AutoPenBench,AutoPenBench: Benchmarking Generative Agents for Penetration Testing,target_software_study,integrated_multisource_search_through_2026-07-30,candidate analysis; execution observation,controlled task completion,benchmark ground truth / public material,Supports comparative task completion for evaluated agents on the 33 benchmark tasks; it does not establish open-world vulnerability discovery.,,external_rereview_integrated,complete independent second-coder review; first- and second-coder labels are preserved separately,https://arxiv.org/abs/2410.03225,long-horizon pentest and CRS agent,,long-horizon state management,adjudicated_after_independent_double_coding_and_external_rereview,
