matrix_id,record_id,system_alias,field,author_harmonized_label,coder2_final_label,row_jaccard,material_checked,coder2_decision_note,coder2_uncertainty_note,adjudication_status,adjudicated_label,adjudication_note
C04,CP061,FuzzingBrain,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.667,"Paper pp. 1–2 (Abstract and AIxCC task model), pp. 2–10 (architecture, detection/PoV/patch workflows), and pp. 10–13 (evaluation).",FuzzingBrain: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C06,CP068,LLAMA,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;failure reuse / strategy update,0.400,"Paper pp. 1–4 (Abstract, motivation and assumptions), pp. 5–10 (seed validation, scheduler and hybrid fuzzing), and pp. 11–14 (evaluation).",LLAMA: observable workflow supports feedback-driven fuzzing agent; strongest output is runtime safety signal; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C08,CP072,BSFuzzer,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,0.500,"Paper pp. 1–5 (Abstract and design motivation), pp. 5–9 (semantic mutation workflow), pp. 8–14 (evaluation and case analysis), and p. 18 (Appendix B.2 findings table).",BSFuzzer: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C10,CP075,VulAgent,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,0.667,"Paper pp. 1–2 (Abstract and paradigm), pp. 4–8 (agent workflow and report schema), pp. 9–16 (datasets, RQs and case study), and p. 17 (limitations).",VulAgent: observable workflow supports candidate-analysis system; strongest output is candidate judgment; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C12,CP077,NeTestLLM,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.833,"Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study).","NeTestLLM: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the central evaluated contribution is coordination from specification understanding through test generation, executable artifacts, runtime-log analysis, and corrective loops.",,not_planned,,
C14,CP080,Co-RedTeam,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.667,"Paper pp. 1–3 (Abstract and contribution), pp. 4–8 (discovery/exploitation agents, feedback and memory), and pp. 8–13 (Tables 1–3, ablations and conclusion).",Co-RedTeam: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C15,CP081,Real-world Pentest Agent Study,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.500,"Paper pp. 1–6 (failure analysis), pp. 6–9 (PentestGPTV2 design), and pp. 9–13 (evaluation, strategy case study and deployment).",Real-world Pentest Agent Study: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C16,CP082,LLMVD.js,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.750,"Paper pp. 1–5 (Abstract and pipeline), pp. 5–8 (system and PoC validation), pp. 8–12 (evaluation), and pp. 10–13 (new-package results/limitations).","LLMVD.js: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C17,CP083,Multi-Agent Harnesses,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.833,"Paper pp. 1–3 (Abstract and motivating harness), pp. 5–9 (typed DSL and outer loop), and pp. 9–12 (evaluation, Table 2 and vendor-confirmed CVEs).",Multi-Agent Harnesses: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C18,CP084,PentestAgent,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,0.600,"Paper pp. 1–5 (Abstract/background), pp. 5–8 (system overview and agents), and pp. 8–12 (evaluation and limitations).",PentestAgent: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C22,CP095,TransferFuzz-Pro,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.500,"Paper pp. 1–3 (Abstract/motivation), pp. 4–9 (LLM debugging and PoC workflow), and pp. 9–14 (RQ1–RQ5 and CVE-to-binary tables).","TransferFuzz-Pro: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C23,CP130,Cybench,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;long-horizon state management,0.750,"Paper pp. 1–7 (Abstract, task framework and agent), pp. 7–11 (evaluation and reproducibility discussion), and task appendices (representative solution traces/scripts).",Cybench: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the evaluated agent performs multi-step tool use with retained observations across bounded CTF missions; flag capture remains controlled task completion rather than target-version vulnerability validation.,,not_planned,,
C24,CP131,BountyBench,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,validation organization / evidence packaging;long-horizon state management,0.500,"Paper pp. 1–3 (Abstract/framework), pp. 3–7 (Detect/Exploit/Patch evaluators), pp. 7–10 (agent evaluation), and public benchmark/run-log description.","BountyBench: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the benchmark evaluates agent work across Detect, Exploit, and Patch tasks; invariant-checked scripts and patches support reproducible validation without implying independent production of the original bounties.",,not_planned,,
C25,CP132,SEC-bench,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,0.800,"Paper pp. 1–3 (Abstract and benchmark construction), pp. 3–6 (SECVerifier and task criteria), pp. 7–10 (agent evaluation), and released code/dataset URLs on p. 1.","SEC-bench: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C26,CP133,CyberGym,cross_stage_capabilities,feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.667,"Paper pp. 1–6 (Abstract, benchmark construction and PoC oracle), pp. 6–9 (evaluation and zero-day deployment), and Appendix E pp. 34–35 (incomplete-patch/zero-day analysis).","CyberGym: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C28,CP206,FuzzingBrain V2,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.833,"Paper pp. 1–3 (Abstract/system goals), pp. 3–8 (three-stage design and PoC pipeline), pp. 8–12 (evaluation), and pp. 12–13 (zero-day table/case study).","FuzzingBrain V2: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C29,CP207,DrillAgent,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,0.600,"Paper pp. 1–3 (Abstract/motivation), pp. 3–6 (DrillAgent design and agents), and pp. 7–12 (SEC-bench evaluation, ablations and limitations).","DrillAgent: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C31,CP209,GONDAR,cross_stage_capabilities,long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.000,"Paper pp. 1–4 (Abstract/overview), pp. 4–7 (methodology and agents), pp. 7–14 (evaluation and industry validation), and pp. 15–17 (discussion/disclosure).","GONDAR: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: feedback-driven fuzzing is primary because coverage-guided exploration, seed exchange, and runtime feedback organize the system; PoC synthesis is the validation output of that fuzzing loop.",,not_planned,,
U04,CP216,Code-Augur,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.600,"Paper pp. 1–8 (specification-first design and runtime falsification), pp. 8–12 (evaluation and public CVE mappings).",Code-Augur: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U05,CP217,Transferable Self-Evolving Playbooks for Agentic Security Auditing,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.833,"Paper pp. 1–7 (EvoHunt/playbook loop), pp. 7–13 (experiments/discussion), and p. 15 (published GHSA/CVE mappings).",Transferable Self-Evolving Playbooks for Agentic Security Auditing: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U06,CP218,DIG,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,0.667,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",DIG: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U07,CP219,NeuroLog,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.750,"Paper pp. 1–7 (neuro-symbolic pipeline), pp. 14–17 (evaluation and CVE rediscovery), and pp. 20–23 (discussion/conclusion).","NeuroLog: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U08,CP220,EvoRepair,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.833,"Paper pp. 1–9 (experience bank and repair loop), pp. 9–15 (benchmark evaluation and transfer).",EvoRepair: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U09,CP221,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;governance / human gates / disclosure control,0.800,"Paper pp. 1–6 (Four Principles and generate-check-fix loop), pp. 6–12 (RQ1–RQ5), and p. 14 (ethics/release boundary).",Quality-Assured Fuzz Harness Generation via the Four Principles Framework: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: feedback-driven fuzzing is primary because harness generation is governed by a generate-check-fix loop and subsequent fuzzing feedback; Security Boundary Respect and controlled upstream handling are implemented governance mechanisms.,,not_planned,,
U10,CP222,ContraFix,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,0.800,"Paper pp. 1–5 (contrastive runtime repair design), pp. 5–9 (PatchEval evaluation), and pp. 9–10 (discussion/conclusion).","ContraFix: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U11,CP223,MemRepair,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.833,"Paper pp. 1–5 (hierarchical memory/refinement loop), pp. 5–10 (evaluation, cases and conclusion).",MemRepair: observable workflow supports long-horizon pentest and CRS agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U13,CP225,FuzzAgent,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update;governance / human gates / disclosure control,0.857,"Paper pp. 1–8 (full fuzzing lifecycle and sandboxed tools), pp. 8–14 (evaluation, crash reports and disclosure controls).",FuzzAgent: observable workflow supports feedback-driven fuzzing agent; strongest output is runtime safety signal; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: feedback-driven fuzzing is primary because successive campaigns evolve from coverage and crash feedback; filesystem/tool isolation and restricted disclosure access are implemented governance controls.,,not_planned,,
U14,CP226,Agentic Fuzzing,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update;governance / human gates / disclosure control,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,0.833,"Paper pp. 1–7 (AFuzz pipeline), pp. 7–12 (evaluation, Table 1/issue mappings and discussion).",Agentic Fuzzing: observable workflow supports feedback-driven fuzzing agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U18,CP230,APIOT,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,0.833,"Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools).",APIOT: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U22,CP234,Automation-Exploit,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,0.833,"Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility).",Automation-Exploit: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U25,CP237,V2E,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.600,"Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study).","V2E: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U26,CP238,COBALT-TLA,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.750,"Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results).",COBALT-TLA: observable workflow supports candidate-analysis system; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U28,CP240,PoC-Adapt,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,0.833,"Paper pp. 1–10 (semantic oracle and adaptive policy), pp. 10–15 (PoC verification results and limitations).","PoC-Adapt: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U29,CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.750,"Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary).","Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U31,CP243,Fuzzing with Agents? Generators Are All You Need,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment,tool routing / strategy routing;feedback interpretation / loop adjustment;failure reuse / strategy update,0.250,"Paper pp. 1–5 (Gentoo generator loop), pp. 5–10 (coverage experiments), and pp. 10–12 (discussion/conclusion).",Fuzzing with Agents? Generators Are All You Need: observable workflow supports feedback-driven fuzzing agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U32,CP244,STRIATUM-CTF,cross_stage_capabilities,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,0.800,"Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results).",STRIATUM-CTF: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U34,CP246,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,0.750,"Paper pp. 1–5 (five-agent harness workflow), pp. 5–8 (coverage-guided evaluation and conclusion).",Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing: observable workflow supports feedback-driven fuzzing agent; strongest output is runtime safety signal; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U36,CP248,FuzzySQL,cross_stage_capabilities,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,0.667,"Paper pp. 1–14 (stateful fuzzing/error repair), pp. 14–22 (evaluation/cases), and p. 28 (disclosure-status appendix).",FuzzySQL: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
U40,CP252,VulnResolver,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,0.800,"Paper pp. 1–7 (hybrid issue-resolution workflow), pp. 7–13 (SEC-bench evaluation and conclusion).","VulnResolver: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: reproduction-, validation-, and repair-centered is primary because vulnerability issue resolution, patch generation, PoC re-execution, and safety-property validation are the dominant evaluated workflow and output.",,not_planned,,
C12,CP077,NeTestLLM,primary_system_shape,feedback-driven fuzzing agent,long-horizon pentest and CRS agent,,"Paper pp. 1–3 (Abstract/workflow), pp. 4–8 (hierarchical understanding, generation and correction loops), and pp. 8–12 (evaluation and case study).","NeTestLLM: observable workflow supports long-horizon pentest and CRS agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: long-horizon pentest and CRS is primary because the central evaluated contribution is coordination from specification understanding through test generation, executable artifacts, runtime-log analysis, and corrective loops.",,not_planned,,
C17,CP083,Multi-Agent Harnesses,primary_system_shape,"reproduction-, validation-, and repair-centered agent",long-horizon pentest and CRS agent,,"Paper pp. 1–3 (Abstract and motivating harness), pp. 5–9 (typed DSL and outer loop), and pp. 9–12 (evaluation, Table 2 and vendor-confirmed CVEs).",Multi-Agent Harnesses: observable workflow supports long-horizon pentest and CRS agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
C26,CP133,CyberGym,primary_system_shape,long-horizon pentest and CRS agent,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–6 (Abstract, benchmark construction and PoC oracle), pp. 6–9 (evaluation and zero-day deployment), and Appendix E pp. 34–35 (incomplete-patch/zero-day analysis).","CyberGym: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is reproducible validation; external trace is coded as author-reported external clue. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
C28,CP206,FuzzingBrain V2,primary_system_shape,long-horizon pentest and CRS agent,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–3 (Abstract/system goals), pp. 3–8 (three-stage design and PoC pipeline), pp. 8–12 (evaluation), and pp. 12–13 (zero-day table/case study).","FuzzingBrain V2: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is externally traceable material; external trace is coded as publicly aligned external trace. Labels follow demonstrated actions and outputs rather than system naming.",,not_planned,,
U01,CP213,RAVEN,primary_system_shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",,"Paper pp. 1–3 (Abstract/design motivation), pp. 3–7 (RAG/curator/repair-review loop), and pp. 7–11 (evaluation and conclusion).","RAVEN: observable workflow supports reproduction-, validation-, and repair-centered agent; strongest output is controlled task completion; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: reproduction-, validation-, and repair-centered is primary because patch generation and review are the dominant evaluated outputs; retrieval and iteration support repair rather than define a separate long-horizon mission.",,not_planned,,
U03,CP215,OpenAnt,primary_system_shape,"reproduction-, validation-, and repair-centered agent",candidate-analysis system,,"Paper pp. 1–6 (architecture and dynamic verification), pp. 6–10 (evaluation/results), and pp. 13–14 (limitations/conclusion).","OpenAnt: observable workflow supports candidate-analysis system; strongest output is reproducible validation; external trace is coded as no external trace reported. Labels follow demonstrated actions and outputs rather than system naming. Final resolution: candidate-analysis is primary because repository decomposition, candidate generation, and adversarial filtering organize discovery; specified test scripts and Docker execution meet reproducible validation even though ephemeral artifacts are discarded afterward.",,not_planned,,
U06,CP218,DIG,primary_system_shape,"reproduction-, validation-, and repair-centered agent",feedback-driven fuzzing agent,,"Paper pp. 1–8 (oracle-guided design), pp. 8–13 (Magma CVE evaluation and new-finding study), and pp. 13–14 (limitations/disclosure).",DIG: observable workflow supports feedback-driven fuzzing agent; strongest output is reproducible validation; external trace is coded as benchmark ground truth / public material. Labels follow demonstrated actions and outputs rather than system naming.,,not_planned,,
