record_id,matrix_id,title,field,coder_x_label,coder_y_label,final_label,resolution_type,brief_reason,evidence_location,unresolved,reviewer_initials,review_date,disagreement_id
U14,U14,Agentic Fuzzing: Opportunities and Challenges,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U14,U14,Agentic Fuzzing: Opportunities and Challenges,principal reported evidence output,externally traceable material,externally traceable material,externally traceable material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U14,U14,Agentic Fuzzing: Opportunities and Challenges,external traceability,publicly aligned external trace,publicly aligned external trace,publicly aligned external trace,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U15,U15,Root-Cause-Driven Automated Vulnerability Repair,lifecycle coverage,candidate analysis;execution observation;patch validation;path and input exploration,candidate analysis;execution observation;patch validation;path and input exploration;reproduction and validation,candidate analysis;path and input exploration;execution observation;patch validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;patch validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2605.04251 | Paper pp. 1–6 (root-cause repair design), pp. 6–12 (patching/comprehensiveness/quality evaluation), and p. 13 (conclusion). | excerpt pages 2, 3",no,TR,2026-08-12,U15__lifecycle
U15,U15,Root-Cause-Driven Automated Vulnerability Repair,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U15,U15,Root-Cause-Driven Automated Vulnerability Repair,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U15,U15,Root-Cause-Driven Automated Vulnerability Repair,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U15,U15,Root-Cause-Driven Automated Vulnerability Repair,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U16,U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation;reporting and audit,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U16,U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U16,U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U16,U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U16,U16,Generating Proof-of-Vulnerability Tests to Help Enhance the Security of Complex Software,external traceability,benchmark ground truth / public material,author-reported external clue,benchmark ground truth / public material,coder_x_selected,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,"https://arxiv.org/abs/2605.03956 | Paper pp. 1–5 (PoVSmith workflow), pp. 5–10 (evaluation and PR/CVE-request outcomes). | excerpt pages 2",no,TR,2026-08-12,U16__external_traceability
U17,U17,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,lifecycle coverage,execution observation;path and input exploration;reporting and audit;reproduction and validation,execution observation;path and input exploration;reporting and audit;reproduction and validation,path and input exploration;execution observation;reproduction and validation;reporting and audit,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U17,U17,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,cross-stage capability,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U17,U17,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U17,U17,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,principal reported evidence output,externally traceable material,externally traceable material,externally traceable material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U17,U17,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,external traceability,publicly aligned external trace,publicly aligned external trace,publicly aligned external trace,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U18,U18,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,lifecycle coverage,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation;patch validation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation;patch validation;reporting and audit,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U18,U18,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,cross-stage capability,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,coder_x_selected,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2605.02346 | Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools). | excerpt pages 2",no,TR,2026-08-12,U18__capability
U18,U18,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U18,U18,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U18,U18,APIOT: Autonomous Vulnerability Management Across Bare-Metal Industrial OT Networks,external traceability,benchmark ground truth / public material,no external trace reported,benchmark ground truth / public material,coder_x_selected,The cited source supports the selected label benchmark ground truth / public material under the codebook's item-level public-record alignment criterion.,"https://arxiv.org/abs/2605.02346 | Paper pp. 1–7 (APIOT mission cycle and controls), pp. 7–16 (290-run evaluation and patch verification), and pp. 16–17 (limitations/tools). | excerpt pages 4, 16",no,TR,2026-08-12,U18__external_traceability
U21,U21,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,lifecycle coverage,candidate analysis;execution observation;path and input exploration,candidate analysis;execution observation;path and input exploration;reporting and audit,candidate analysis;path and input exploration;execution observation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2605.00034 | Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations). | excerpt pages 2",no,TR,2026-08-12,U21__lifecycle
U21,U21,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,cross-stage capability,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U21,U21,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,primary system shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",candidate-analysis system,coder_x_selected,The cited source supports the selected label candidate-analysis system as the dominant evaluated locus and objective of agent control.,"https://arxiv.org/abs/2605.00034 | Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations). | excerpt pages 4, 3",no,TR,2026-08-12,U21__primary_shape
U21,U21,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,principal reported evidence output,reproducible validation,controlled task completion,reproducible validation,coder_x_selected,The cited source supports the selected label reproducible validation as the main observable result reported for the study.,"https://arxiv.org/abs/2605.00034 | Paper pp. 1–6 (four-agent/KLEE pipeline), pp. 6–10 (evaluation, graph artifacts and limitations). | excerpt pages 4, 1",no,TR,2026-08-12,U21__principal_evidence
U21,U21,Symbolic Execution Meets Multi-LLM Orchestration: Detecting Memory Vulnerabilities in Incomplete Rust CVE Snippets,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U22,U22,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2604.22427 | Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility). | excerpt pages 22, 3",no,TR,2026-08-12,U22__lifecycle
U22,U22,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,cross-stage capability,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control,coder_x_selected,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;governance / human gates / disclosure control; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2604.22427 | Paper pp. 1–14 (adaptive safety architecture and digital twin), pp. 14–22 (scenario evaluation and reproducibility). | excerpt pages 2",no,TR,2026-08-12,U22__capability
U22,U22,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U22,U22,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U22,U22,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,external traceability,no external trace reported,no external trace reported,no external trace reported,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U23,U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2604.18718 | Paper pp. 1–6 (architecture families and validator), pp. 6–9 (600-run results), and appendices pp. 15–17 (prompts/PoC validation). | excerpt pages 1, 2",no,TR,2026-08-12,U23__lifecycle
U23,U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,cross-stage capability,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U23,U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U23,U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U23,U23,Towards Optimal Agentic Architectures for Offensive Security Tasks,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U25,U25,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2604.13611 | Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study). | excerpt pages 1, 2",no,TR,2026-08-12,U25__lifecycle
U25,U25,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2604.13611 | Paper pp. 1–9 (V2E design/workflow), pp. 12–20 (execution-based validation evaluation and case study). | excerpt pages 6, 17",no,TR,2026-08-12,U25__capability
U25,U25,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U25,U25,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U25,U25,V2E: Validating Smart Contract Vulnerabilities through Profit-driven Exploit Generation and Execution,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U26,U26,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,lifecycle coverage,candidate analysis;execution observation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;execution observation,coder_x_selected,The cited source supports the selected label candidate analysis;execution observation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2604.12172 | Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results). | excerpt pages 1",no,TR,2026-08-12,U26__lifecycle
U26,U26,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2604.12172 | Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results). | excerpt pages 1",no,TR,2026-08-12,U26__capability
U26,U26,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U26,U26,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,principal reported evidence output,runtime safety signal,controlled task completion,runtime safety signal,coder_x_selected,The cited source supports the selected label runtime safety signal as the main observable result reported for the study.,"https://arxiv.org/abs/2604.12172 | Paper pp. 1–4 (neuro-symbolic TLC loop, three targets and counterexample results). | excerpt pages 3, 1",no,TR,2026-08-12,U26__principal_evidence
U26,U26,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U27,U27,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,lifecycle coverage,candidate analysis;reporting and audit,candidate analysis;reporting and audit,candidate analysis;reporting and audit,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U27,U27,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,cross-stage capability,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;validation organization / evidence packaging,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U27,U27,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,primary system shape,candidate-analysis system,candidate-analysis system,candidate-analysis system,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U27,U27,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,principal reported evidence output,candidate judgment,candidate judgment,candidate judgment,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U27,U27,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2604.06618 | Paper pp. 1–10 (semantic oracle and adaptive policy), pp. 10–15 (PoC verification results and limitations). | excerpt pages 1",no,TR,2026-08-12,U28__lifecycle
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,cross-stage capability,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2604.06618 | Paper pp. 1–10 (semantic oracle and adaptive policy), pp. 10–15 (PoC verification results and limitations). | excerpt pages 2, 3",no,TR,2026-08-12,U28__capability
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,primary system shape,"reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent","reproduction-, validation-, and repair-centered agent",agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U28,U28,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2604.06506 | Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary). | excerpt pages 8, 1",no,TR,2026-08-12,U29__lifecycle
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;tool routing / strategy routing;validation organization / evidence packaging,context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment;validation organization / evidence packaging; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2604.06506 | Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary). | excerpt pages 4, 1",no,TR,2026-08-12,U29__capability
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,primary system shape,candidate-analysis system,"reproduction-, validation-, and repair-centered agent",candidate-analysis system,coder_x_selected,The cited source supports the selected label candidate-analysis system as the dominant evaluated locus and objective of agent control.,"https://arxiv.org/abs/2604.06506 | Paper pp. 1–8 (static/LLM/symbolic workflow and concrete replay), pp. 8–11 (evaluation, evidence package and disclosure boundary). | excerpt pages 1",no,TR,2026-08-12,U29__primary_shape
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,principal reported evidence output,reproducible validation,reproducible validation,reproducible validation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U29,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,external traceability,author-reported external clue,author-reported external clue,author-reported external clue,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,lifecycle coverage,execution observation;path and input exploration,execution observation;path and input exploration,path and input exploration;execution observation,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,cross-stage capability,context aggregation / rule extraction;feedback interpretation / loop adjustment,failure reuse / strategy update;feedback interpretation / loop adjustment;tool routing / strategy routing,context aggregation / rule extraction;feedback interpretation / loop adjustment,coder_x_selected,"The cited source supports the selected label context aggregation / rule extraction;feedback interpretation / loop adjustment; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2604.01442 | Paper pp. 1–5 (Gentoo generator loop), pp. 5–10 (coverage experiments), and pp. 10–12 (discussion/conclusion). | excerpt pages 2",no,TR,2026-08-12,U31__capability
U31,U31,Fuzzing with Agents? Generators Are All You Need,primary system shape,feedback-driven fuzzing agent,feedback-driven fuzzing agent,feedback-driven fuzzing agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,principal reported evidence output,controlled task completion,controlled task completion,controlled task completion,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U31,U31,Fuzzing with Agents? Generators Are All You Need,external traceability,benchmark ground truth / public material,benchmark ground truth / public material,benchmark ground truth / public material,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,lifecycle coverage,candidate analysis;execution observation;path and input exploration;reproduction and validation,candidate analysis;execution observation;path and input exploration;reporting and audit;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,coder_x_selected,The cited source supports the selected label candidate analysis;path and input exploration;execution observation;reproduction and validation; only observable workflow actions or outputs were retained.,"https://arxiv.org/abs/2603.22577 | Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results). | excerpt pages 1, 4",no,TR,2026-08-12,U32__lifecycle
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,cross-stage capability,feedback interpretation / loop adjustment;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,feedback interpretation / loop adjustment;governance / human gates / disclosure control;long-horizon state management;tool routing / strategy routing;validation organization / evidence packaging,tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management,coder_x_selected,"The cited source supports the selected label tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management; each retained label requires an explicit connection that guides later action, feedback, packaging, or a gate.","https://arxiv.org/abs/2603.22577 | Paper pp. 1–5 (MCP architecture, validation and scoped execution), pp. 5–8 (CTF workflow/results). | excerpt pages 1",no,TR,2026-08-12,U32__capability
U32,U32,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,primary system shape,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,long-horizon pentest and CRS agent,agreed_assignment,Independent assignments agreed; no adjudication was required.,,no,,,
