record_id,title,year,authors,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,exclusion_reason,note
CP106,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2603.08566,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP107,GRIDAI: Generating and Repairing Intrusion Detection Rules via Collaboration among Multiple LLM-based Agents,2025-10-15,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2510.13257,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP108,TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks,2026,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11366924,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP109,[SOK] Large language models in security code review and testing,2026-01-23,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://digitalcollection.zhaw.ch/handle/11475/35478,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP110,Directed Greybox Fuzzing via Large Language Model,2025/05/06,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2505.03425v1,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP111,Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2507.22065,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP112,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,2026,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2603.12614,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP113,Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM,2025/05/01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1007/s10515-024-00483-4,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP114,Make Agent Defeat Agent: Automatic Detection of Taint-Style Vulnerabilities in LLM-based Agents,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/liu-fengyu,Core,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP115,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,"十一月 21, 2025",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3769082,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP116,Hybrid Language Processor Fuzzing via LLM-Based Constraint Solving,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/yang-yupeng,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP117,Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview,2026,NA,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-99447-0,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,"三月 30, 2025",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1079-7,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP120,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",2025/04/01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1007/s10207-025-00992-7,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP121,A Contemporary Survey of Large Language Model Assisted Program Analysis,2025-02-05,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2502.18474,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP122,OSmartPro: a large language model-assisted option fuzzing approach,2026/12/01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1186/s42400-026-00557-8,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,2026-01-24,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2601.17471,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP124,Getting pwn'd by AI: Penetration Testing with Large Language Models,2023,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://doi.org/10.1145/3611643.3613083,Background,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP125,PentestGPT: An LLM-empowered Automatic Penetration Testing Tool,2023,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2308.06782,Background,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP126,LLM Agents can Autonomously Hack Websites,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2402.06664,Background,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2404.08144,Background,Validation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2406.01637,Supporting,Validation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://dblp.org/rec/journals/corr/abs-2409-16165.html,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP130,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3e9412a9c1d93810ef3ef7825115016b-Abstract-Conference.html,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP131,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://bountybench.github.io/,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2506.11791,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://www.cybergym.io/,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP134,PATCHAGENT: A Practical Program Repair Agent Mimicking Human Expertise,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/yu-zheng,Supporting,Remediation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2507.21113,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP136,SIVA: Self Improving Vulnerability Agent,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://research.ibm.com/publications/siva-self-improving-vulnerability-agent,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP137,LLM-Boofuzz: Generation-Based Black-Box Fuzzing for Network Protocols via LLMs,2025,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.3390/electronics14234550,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,2026,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s11227-026-08439-z,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,2026,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s10664-025-10758-3,Supporting,Validation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.15994,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP141,Cybersecurity AI Benchmark (CAIBench): A Meta-Benchmark for Evaluating Cybersecurity AI Agents,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.24317,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP142,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2410.02644,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP143,Detection Made Easy: Potentials of Large Language Models for Solidity Vulnerabilities,09/2024,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ui.adsabs.harvard.edu/abs/2024arXiv240910574T/abstract,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP144,LLM-based Vulnerability Sourcing from Unstructured Data,2024-07,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10628694,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP145,From Generalist to Specialist: Exploring CWE-Specific Vulnerability Detection,2024-08-05,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2408.02329,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP146,Smart Contract Vulnerability Detection: The Role of Large Language Model (LLM),"August 6, 2024",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3687251.3687253,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP147,VulnHunt-GPT: a Smart Contract vulnerabilities detector based on OpenAI chatGPT,2024-04-08,NA,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0243-3,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP148,RealVul: Can We Detect Vulnerabilities in Web Applications with LLM?,2024-11,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://aclanthology.org/2024.emnlp-main.472/,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP149,LLM-CloudSec: Large Language Model Empowered Automatic and Deep Vulnerability Analysis for Intelligent Clouds,2024-05,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10620804,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP150,"Information Security, Ethics, and Integrity in LLM Agent Interaction",2025-01-01,NA,journalArticle,Zotero/FuLei518/project merged candidate,#item_1337,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP151,AugGPT: Leveraging ChatGPT for Text Data Augmentation,2025-06,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10858342,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP152,Improving Long-Tail Vulnerability Detection Through Data Augmentation Based on Large Language Models,2024-10,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10795073,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP153,Vul-RAG: Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG,"二月 20, 2026",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3797277,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP154,"ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?",2023-12,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10479409,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP155,"Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents",2024/11/14,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2411.09523v1,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP156,How Far Have We Gone in Vulnerability Detection Using Large Language Models,2023/11/21,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2311.12420v3,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP157,Vulnerability detection using BERT based LLM model with transparency obligation practice towards trustworthy AI,2024-12-01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://www.sciencedirect.com/science/article/pii/S2666827024000744,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP158,Large Language Models for Code: Security Hardening and Adversarial Testing,"十一月 21, 2023",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0050-7,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP159,Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives,2023-11,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10431564,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP160,When Fuzzing Meets LLMs: Challenges and Opportunities,"七月 10, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0658-5,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP161,From Vulnerability to Defense: The Role of Large Language Models in Enhancing Cybersecurity,2025/2,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://www.mdpi.com/2079-3197/13/2/30,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP162,LSAST: Enhancing Cybersecurity Through LLM-Supported Static Application Security Testing,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-92882-6,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP163,Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities,2025-03,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10988968,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP164,Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-85593-1,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP165,A Case Study of LLM for Automated Vulnerability Repair: Assessing Impact of Reasoning and Patch Validation Feedback,"七月 10, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0685-1,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP166,Enhancing Static Analysis for Practical Bug Detection: An LLM-Integrated Approach,"四月 29, 2024",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3649828,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP167,Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting,2023-09,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10298538,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP168,IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities,2025-05-01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://proceedings.iclr.cc/paper_files/paper/2025/hash/582d4e27fa24168f3af1f4582655034b-Abstract-Conference.html,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP169,Enhancing Code Vulnerability Detection via Vulnerability-Preserving Data Augmentation,"六月 20, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0616-5,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP170,VulDetectBench: Evaluating the Deep Capability of Vulnerability Detection with Large Language Models,2024-08-21,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2406.07595,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP171,Exploration On Prompting LLM With Code-Specific Information For Vulnerability Detection,2024-07,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10664399,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP172,GRACE: Empowering LLM-based software vulnerability detection with graph structure and in-context learning,2024-06-01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://www.sciencedirect.com/science/article/pii/S0164121224000748,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP173,FELLMVP: An Ensemble LLM Framework for Classifying Smart Contract Vulnerabilities,2024-08,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10664408,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP174,Prompt Fuzzing for Fuzz Driver Generation,"十二月 9, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0636-3,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP175,Combining Fine-Tuning and LLM-Based Agents for Intuitive Smart Contract Auditing with Justifications,2025-04,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11029966,Supporting,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP176,Harnessing the Power of LLMs in Source Code Vulnerability Detection,2024-10,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10774025,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP177,Multi-Role Consensus Through LLMs Discussions for Vulnerability Detection,2024-07,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10726971,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP178,Evaluation of ChatGPT Model for Vulnerability Detection,2023-04-12,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2304.07232,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP179,An Analysis of the Automatic Bug Fixing Performance of ChatGPT,2023-05,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10189263,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP180,"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring, Requirements Elicitation, and Software Design",2024,NA,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-55642-5,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP181,Prompt-Enhanced Software Vulnerability Detection Using ChatGPT,"五月 23, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0502-1,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP182,Unifying Large Language Models and Knowledge Graphs: A Roadmap,2024-07,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10387715,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP183,Software Vulnerability Detection using Large Language Models,2023-10,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10301302,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP184,Code Llama: Open Foundation Models for Code,2024-01-31,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2308.12950,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP185,"Risks, Causes, and Mitigations of Widespread Deployments of Large Language Models (LLMs): A Survey",2024-09,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10863356,Background,Survey/Background,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP186,Finetuning Large Language Models for Vulnerability Detection,2025,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10908394,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP187,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,2025-06-07,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2401.16185,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP188,"LLMs Cannot Reliably Identify and Reason About Security Vulnerabilities (Yet?): A Comprehensive Evaluation, Framework, and Benchmarks",2024-05,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10646663,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP189,How Much Data is Enough Data? Fine-Tuning Large Language Models for In-House Translation: Performance Evaluation Across Multiple Dataset Sizes,2024-09,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://aclanthology.org/2024.amta-research.20/,Excluded,Benchmark/Evaluation,Out of scope: machine-translation fine-tuning study with no software-security or vulnerability-mining task,False-positive keyword/metadata match removed from extended synthesis during the 2026-07-15 audit.
CP190,DefectHunter: A Novel LLM-Driven Boosted-Conformer-based Code Vulnerability Detection Mechanism,2023-09-27,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2309.15324,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP191,A survey on large language model based autonomous agents,2024-03-22,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s11704-024-40231-1,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP192,Fuzz4All: Universal Fuzzing with Large Language Models,"四月 12, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0217-4,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP193,Large Language Models for Cyber Security: A Systematic Literature Review,"九月 29, 2025",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3769676,Background,Survey/Background,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP194,Large Language Models for Test-Free Fault Localization,"二月 6, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3597503.3623342,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP195,WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models,"十月 8, 2024",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3689736,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP196,Evaluating the Impact of Conventional Code Analysis Against Large Language Models in API Vulnerability Detection,"June 5, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1651-5,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP197,Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability,2024-11,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10706805,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP198,VTT-LLM: Advancing Vulnerability-to-Tactic-and-Technique Mapping through Fine-Tuning of Large Language Model,2024/1,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://www.mdpi.com/2227-7390/12/9/1286,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP199,How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation,"September 11, 2024",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0612-7,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP200,Evaluating Large Language Models for Line-Level Vulnerability Localization,03/2024,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ui.adsabs.harvard.edu/abs/2024arXiv240400287Z/abstract,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP201,A Survey of Large Language Models,2026-03-18,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2303.18223,Background,Survey/Background,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP202,Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection,2024-07-23,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2407.16235,Background,Candidate,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP203,Large Language Model for Vulnerability Detection: Emerging Results and Future Directions,2024-04-14,NA,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0500-7,Background,Survey/Background,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP204,VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching,2024-09-16,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2409.10756,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP205,VulDetect: A novel technique for detecting software vulnerabilities using Language Models,2023-07,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10224924,Excluded,Candidate,与本文 agentic 漏洞挖掘主线关系弱或source-limited,context/supporting record; not used for Core quantitative claims unless explicitly coded
