record_id,title,year,source_bucket,source_name,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,screening_decision,deduplication_status,source_trace_note
CP076,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.02694,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP077,NeTestLLM: automated network protocol testing with LLM agents,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.13248,Core,Benchmark/Evaluation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP078,PBFuzz: agentic directed fuzzing for PoV generation,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2512.04611,Core,Validation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP079,VulnLLM-R: specialized reasoning LLM with agent scaffold for vulnerability detection,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2512.07533,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP080,Co-RedTeam: orchestrated security discovery and exploitation with LLM agents,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2602.02164,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP081,What makes a good LLM agent for real-world penetration testing?,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2602.17622,Core,Benchmark/Evaluation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP082,Taint-style vulnerability detection and confirmation for node.js packages using LLM agent reasoning,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2604.20179,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP083,Synthesizing multi-agent harnesses for vulnerability discovery,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2604.20801,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP084,PentestAgent: incorporating LLM agents to automated penetration testing,2025-08-25,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1410-8,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP085,LIVA: a multi-agent LLM-assisted system for IoT vulnerability analysis,2025,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1109/TDSC.2026.3665343,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP086,LLMFuzzTestGen: from automation to robustness via multi-agent LLM-driven fuzzing and feedback loops,2025-11-5,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-3315-6969-3,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP087,MultiFuzz: a dense retrieval-based multi-agent system for network protocol fuzzing,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2508.14300,Supporting,Discovery,included_supporting,alternate_version_not_counted,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key. Canonical version crosswalk: CP087 -> CP104 (alternate_version_not_counted)."
CP088,Multi-level protocol consistency verification using large language model agents,2025,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-3315-9590-6,Supporting,Validation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP089,FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery,2025,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.14722/ndss.2026.231943,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP090,PREMADC: protocol reverse engineering via multi-agent analysis and deep clustering for industrial control protocols,2026,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1109/JIOT.2026.3685605,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP091,Semantic bug detection for network protocol implementations (PhD dissertation),2026-04-15,crossref,DOI / Crossref / publisher-title lookup,thesis,Zotero/FuLei518/project merged candidate,https://doi.org/10.25394/PGS.32014092,Background,Discovery,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP092,MARLFuzz: industrial control protocols fuzzing based on multi-agent reinforcement learning,2025,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s00607-025-01421-2,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP093,OmniFuzz: multi-agent RL-based protocol-aware fuzzing for power IoT devices,2026,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s10922-025-09991-4,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP094,PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis,2025,usenix,USENIX / security-conference official pages,journalArticle,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity26/presentation/jia,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP095,TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability,2025,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1109/TSE.2025.3584774,Core,Validation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP096,WebFuzzGen: LLM-enhanced directed fuzzing for stateful web applications,2025-12-26,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-3315-6992-1,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP097,PANGOLIN: Fuzzing Multilingual IoT Firmware with LLM-Driven Code Analysis,2026,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity26/presentation/jia,Supporting,Discovery,included_supporting,source_variant_not_counted,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key. Canonical deduplication pass replaced local Zotero fragment with official USENIX page; CP097 is a source variant of CP094. Canonical version crosswalk: CP097 -> CP094 (source_variant_not_counted)."
CP098,LLM-RLFuzz: An Intelligent Fuzzing Framework for IoT Protocol,2026,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:9789819501298,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP099,ELFuzz: Efficient Input Generation via LLM-driven Synthesis Over Fuzzer Space,2025,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:978-1-939133-52-6,Background,Discovery,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP100,CKGFuzzer: LLM-Based Fuzz Driver Generation Enhanced By Code Knowledge Graph,2025-04,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11024256,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP101,Building A Secure Agentic AI Application Leveraging Google’s A2A Protocol,2025-12,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11418008,Excluded,NA,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP102,RFCAudit: AI Agent for Auditing Protocol Implementations Against RFC Specifications,2025-11,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11334718,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP103,Leveraging Open-Source LLMs for Zero-Shot Vulnerability Detection: A Comparative Analysis,2025,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-87775-9,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP104,MultiFuzz: A Dense Retrieval-based Multi-Agent System for Network Protocol Fuzzing,2025-10,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11315267,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP105,Automated Model-Based Fuzzing for 5G O-RAN,"十一月 21, 2025",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1129-9,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP106,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2603.08566,Supporting,Discovery,included_supporting,exact_duplicate_removed,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key. Canonical version crosswalk: CP106 -> CP208 (exact_duplicate_removed)."
CP107,GRIDAI: Generating and Repairing Intrusion Detection Rules via Collaboration among Multiple LLM-based Agents,2025-10-15,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2510.13257,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP108,TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks,2026,ieee,IEEE Xplore,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11366924,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP109,[SOK] Large language models in security code review and testing,2026-01-23,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,https://digitalcollection.zhaw.ch/handle/11475/35478,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP110,Directed Greybox Fuzzing via Large Language Model,2025/05/06,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2505.03425v1,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP111,Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2507.22065,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP112,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,2026,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2603.12614,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP113,Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM,2025/05/01,springer,SpringerLink,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1007/s10515-024-00483-4,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP114,Make Agent Defeat Agent: Automatic Detection of Taint-Style Vulnerabilities in LLM-based Agents,2025,usenix,USENIX / security-conference official pages,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/liu-fengyu,Core,Discovery,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP115,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,"十一月 21, 2025",acm,ACM Digital Library,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3769082,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP116,Hybrid Language Processor Fuzzing via LLM-Based Constraint Solving,2025,usenix,USENIX / security-conference official pages,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/yang-yupeng,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP117,Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview,2026,zotero,Local Zotero / seed / snowball metadata,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-99447-0,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,"三月 30, 2025",zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1079-7,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,2025,usenix,USENIX / security-conference official pages,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP120,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",2025/04/01,springer,SpringerLink,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1007/s10207-025-00992-7,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP121,A Contemporary Survey of Large Language Model Assisted Program Analysis,2025-02-05,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2502.18474,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP122,OSmartPro: a large language model-assisted option fuzzing approach,2026/12/01,springer,SpringerLink,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1186/s42400-026-00557-8,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,2026-01-24,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2601.17471,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP124,Getting pwn'd by AI: Penetration Testing with Large Language Models,2023,crossref,DOI / Crossref / publisher-title lookup,conferencePaper,Zotero/FuLei518/project merged candidate,https://doi.org/10.1145/3611643.3613083,Background,Discovery,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP125,PentestGPT: An LLM-empowered Automatic Penetration Testing Tool,2023,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2308.06782,Background,Discovery,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP126,LLM Agents can Autonomously Hack Websites,2024,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2402.06664,Background,Discovery,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,2024,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2404.08144,Background,Validation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,2024,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2406.01637,Supporting,Validation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,2024,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://dblp.org/rec/journals/corr/abs-2409-16165.html,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP130,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,2025,zotero,Local Zotero / seed / snowball metadata,preprint,Zotero/FuLei518/project merged candidate,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3e9412a9c1d93810ef3ef7825115016b-Abstract-Conference.html,Core,Benchmark/Evaluation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP131,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,2025,zotero,Local Zotero / seed / snowball metadata,preprint,Zotero/FuLei518/project merged candidate,https://bountybench.github.io/,Core,Benchmark/Evaluation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2506.11791,Core,Benchmark/Evaluation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,2025,zotero,Local Zotero / seed / snowball metadata,preprint,Zotero/FuLei518/project merged candidate,https://www.cybergym.io/,Core,Benchmark/Evaluation,included_core,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP134,PATCHAGENT: A Practical Program Repair Agent Mimicking Human Expertise,2025,usenix,USENIX / security-conference official pages,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/yu-zheng,Supporting,Remediation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2507.21113,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP136,SIVA: Self Improving Vulnerability Agent,2025,zotero,Local Zotero / seed / snowball metadata,preprint,Zotero/FuLei518/project merged candidate,https://research.ibm.com/publications/siva-self-improving-vulnerability-agent,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP137,LLM-Boofuzz: Generation-Based Black-Box Fuzzing for Network Protocols via LLMs,2025,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.3390/electronics14234550,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,2026,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s11227-026-08439-z,Supporting,Discovery,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,2026,crossref,DOI / Crossref / publisher-title lookup,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s10664-025-10758-3,Supporting,Validation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.15994,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP141,Cybersecurity AI Benchmark (CAIBench): A Meta-Benchmark for Evaluating Cybersecurity AI Agents,2025,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.24317,Supporting,Benchmark/Evaluation,included_supporting,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP142,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,2024,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2410.02644,Background,Benchmark/Evaluation,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP143,Detection Made Easy: Potentials of Large Language Models for Solidity Vulnerabilities,09/2024,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,https://ui.adsabs.harvard.edu/abs/2024arXiv240910574T/abstract,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP144,LLM-based Vulnerability Sourcing from Unstructured Data,2024-07,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10628694,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP145,From Generalist to Specialist: Exploring CWE-Specific Vulnerability Detection,2024-08-05,arxiv,arXiv / CoRR,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2408.02329,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP146,Smart Contract Vulnerability Detection: The Role of Large Language Model (LLM),"August 6, 2024",acm,ACM Digital Library,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3687251.3687253,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP147,VulnHunt-GPT: a Smart Contract vulnerabilities detector based on OpenAI chatGPT,2024-04-08,zotero,Local Zotero / seed / snowball metadata,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-0243-3,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP148,RealVul: Can We Detect Vulnerabilities in Web Applications with LLM?,2024-11,zotero,Local Zotero / seed / snowball metadata,conferencePaper,Zotero/FuLei518/project merged candidate,https://aclanthology.org/2024.emnlp-main.472/,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP149,LLM-CloudSec: Large Language Model Empowered Automatic and Deep Vulnerability Analysis for Intelligent Clouds,2024-05,ieee,IEEE Xplore,conferencePaper,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/10620804,Excluded,Candidate,excluded_with_reason,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
CP150,"Information Security, Ethics, and Integrity in LLM Agent Interaction",2025-01-01,zotero,Local Zotero / seed / snowball metadata,journalArticle,Zotero/FuLei518/project merged candidate,#item_1337,Background,Candidate,included_background,unique_candidate_record,"Assigned from corpus DOI/URL, venue/source, source_type, and Zotero/reference metadata; CandidateID is the deduplicated record key."
